"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"Gene88",0.843999631306201,0.820946730498218,0.909764619407751,1,1,0.831806214844079,0.767033213699514,0.974269431491468,0.856850687538518,0.853331265732191,0.851205751700819,0.989899970121558
"Gene89",0.998147861982595,1,0.998349751063289,1,1,0.92075294992956,0.637797663912926,0.730567480061734,0.955584592917077,0.963924063252991,0.973686844273288,0.7991861513846
"Gene90",0.891280203423723,0.971218016805936,0.936469598453266,1,0.955544654922593,0.966994976606167,0.997055451251258,0.997563549406253,0.937959932965588,0.975153753870945,1,1
"Gene91",0.807630327145269,0.988804328480431,1,0.751840656240088,1,0.937860214983357,0.943110865638771,0.954203995408877,0.993703359861869,0.958313186736867,0.871142476872527,1
"Gene92",1,0.822645199289675,1,0.659610426803591,1,0.644441453824084,0.792891344124586,0.921001705109285,0.959888699850236,0.929482582124694,0.869484108126874,1
"Gene93",1,0.896926428822168,0.871890909429557,1,0.990172640321228,0.985994000820554,0.79708941550106,1,0.754669111104155,0.914845900585943,0.999459366492022,0.777606542474223
"Gene94",0.943117274183518,0.82026332836966,0.840829503111682,0.914845900585943,0.993080588454149,1,0.940891570557358,1,0.728139976445091,0.925423504629855,0.972048397026786,0.915939974704331
"Gene95",0.98254637976922,1,1,0.763944641051451,0.904929812437195,1,1,1,0.812044661335862,0.961713630523845,1,1
"Gene96",0.796512118556778,0.979025828901027,0.728591167773594,0.989899970121558,0.824541464463782,0.574480661050765,0.967728702479735,0.891218644444479,0.993362408882225,1,0.964810521994525,0.990654166457613
"Gene97",0.966852884431796,0.969812881698308,1,1,0.966994976606167,0.982310258426937,0.98639663347172,0.952216501253055,0.596659405431984,1,0.881090124770461,1
"Gene98",0.967214256633212,0.986224377870189,0.74592600768646,0.938423070921027,1,0.553624669667544,0.959262012330589,0.809499656090153,0.347137603829381,0.996940626836778,0.909904840858867,0.808415997483387
"Gene99",1,0.915939974704331,0.955584592917077,1,0.880123814087671,0.888878322539509,1,0.928464956666784,0.921884912305976,0.753624817554431,1,0.885943839113263
"Gene100",0.746855737046757,0.897364426762115,0.962323181545849,0.561056245491621,0.954317955921252,0.979953398671203,0.951917062150938,0.959614427098245,0.83715260432542,1,0.461951976952028,0.916045388335727
"Gene101",0.00348073098089486,1,1,0.858899789792149,0.718890213762796,1,0.848918393837738,1,1,0.807630327145269,0.801390871231481,0.95165386155311
"Gene102",1.54306557327651e-05,1,0.727889460532281,1,0.952673684386065,0.941240303202953,0.958313186736867,0.962035752574809,0.995321639426512,0.862875422432548,0.949619380077382,0.855995003795872
"Gene103",0.018080774816677,0.91210870827546,0.925629011983094,0.899502759024545,1,1,0.672122247134964,0.84512161523567,1,1,0.994802495518854,1
"Gene104",0.000796910506496873,0.990654166457613,1,0.89247521212012,0.752708029485086,0.981209011734326,0.880009475739825,0.990654166457613,0.993703359861869,0.9939769979512,0.529208324896472,0.953488418434337
"Gene105",0.000211645900283419,0.91490051816623,0.995321639426512,0.980446231328984,1,1,0.629225493858399,0.821692045113178,0.803772716641583,0.696898926689606,0.738044495235861,1
"Gene106",2.47776826075071e-05,0.851936855413403,0.731517545350345,1,0.871118600465385,1,0.0286717747355566,0.839041597003922,0.994945851676985,0.820103567993565,0.986241650743066,0.827739865473735
"Gene107",4.34196256398086e-05,1,0.831343937262017,0.789738843838955,0.687513694329443,1,0.883891973494997,0.920456551182024,0.897989160664257,0.72850476302922,0.85851471183236,0.969917278548893
"Gene108",9.95766063320644e-05,1,0.986459847365257,0.959594981759136,1,0.948044064497038,0.996501509709594,1,0.997355474215707,0.964404622977175,0.809248103332615,0.945080055317807
"Gene109",1.79983653449232e-06,0.621748870888463,0.683533560860909,0.78991505778113,0.845332372702126,0.946943617080841,0.700472698747635,0.972694755624486,0.851381676188394,0.923025442571153,1,0.954300231467639
"Gene110",0.000125197305879303,0.812044661335862,0.829782615755285,0.92387279269522,0.848126713013996,0.611321108074947,0.799098053792729,1,0.957579375736863,1,0.943079903757109,0.997519419882942
"Gene111",8.75490156561552e-12,0.730567480061734,0.879124316590595,0.856383597657955,0.992463091902086,0.856228901971982,8.29047572211671e-05,0.924209100904176,0.967728702479735,0.817009643910998,0.978568307637501,0.890657459999731
"Gene112",9.60701961473943e-07,0.999459366492022,0.99370515462408,0.80315664581695,0.948044064497038,0.855492001068816,0.823769766554599,0.831224067228375,0.285886143009191,1,0.897989160664257,0.931772993141562
"Gene113",0.000335157720566702,0.993095271820871,0.872476357126493,0.998147861982595,1,0.85602743118931,0.504002385573782,1,0.5817065126722,0.643438946792039,0.744309443409719,1
"Gene114",1.86380838690531e-05,0.429840179135739,1,0.956708752736329,0.992842556833928,0.9158429790463,0.9557861223409,0.973837581011116,1,0.721491187551321,0.995818778819536,1
"Gene115",0.00233882536824491,0.889672544902659,0.963049480954276,1,1,1,0.0744120818514144,0.668347061110197,0.901273740969015,1,0.923035360360288,0.938544590358696
"Gene116",0.000599175116290412,0.755594173688526,0.766013041410526,0.922714587713504,0.412964574003566,0.320295553085245,0.798648663559985,0.961820295764976,0.92342950088947,0.99915343953323,0.700472698747635,0.971333992241043
"Gene117",1.95091805957978e-09,0.758297934489123,0.904275618828751,0.948939790398179,0.958004709176141,0.905731934330703,0.992456828706692,0.993573437567625,0.804283833808739,0.791796182930812,0.91106318894852,1
"Gene118",0.000932108109474,0.995744893518201,0.893188155211826,0.982068782247728,1,0.873263338510211,1,1,0.772852090588728,1,0.785241831870397,0.969349418271503
"Gene119",0.0529553803665135,0.83715260432542,0.949019964787066,1,0.744813222298829,1,0.975033542038587,0.985876856935705,0.929230752214791,1,0.534461862924221,1
"Gene120",0.0028306836452853,0.968662267008384,0.745187289885274,0.853867022611009,0.894856427467916,1,0.912493567780667,1,0.992820937556341,1,0.913384986341611,0.971474821649511
"Gene121",9.89299536689667e-06,0.398570419904654,0.850775650648066,0.879145293336252,0.871142476872527,1,0.787520434102138,0.970992092119225,1,0.921959618762644,1,1
"Gene122",0.00380331171118644,0.946282622330555,0.941524723945438,0.971333992241043,1,0.790080857802548,0.749243095091963,0.819990997017211,1,0.967690793182821,0.951976352523567,0.999282275034469
"Gene123",0.00800614038568755,0.858994412330798,0.915939974704331,0.865542553604495,0.793142822062651,0.990723019196836,0.851034267678931,1,0.987384008299715,0.967690793182821,0.997563549406253,1
"Gene124",0.0106935034868432,1,1,0.903144234386354,0.815707491931016,1,0.548293314738345,1,0.941050843563099,0.368304087704981,0.653293438489591,1
"Gene125",0.246712986468535,0.960697590086967,0.897491569207462,0.695859943659278,0.790223868010291,0.943438061838673,0.88385402039882,0.952260137222395,0.997285302082848,0.932747250090462,0.995342407381789,0.951185747374895
"Gene126",0.000281594815129345,0.740793452260579,1,1,0.903934132824213,1,0.774487618777675,0.799930194420239,0.966499287378017,0.981377792010261,0.940587402615365,0.947624975332627
"Gene127",0.269419622154203,0.958710122440886,0.915886827445202,0.957323625834801,0.556825628136223,0.943586539194427,0.857538328705198,0.646686671849359,0.774354724853284,0.927238289277865,0.774091687365651,1
"Gene128",0.0833063400776138,0.948044064497038,0.973854865370881,0.703925426278866,0.867494753459158,0.843044618467255,0.286861932619364,1,0.874683813890192,0.783362052470279,1,0.914802850605853
"Gene129",8.32984059696496e-06,0.504622708589225,1,0.975033542038587,0.912622202258766,0.815286254989707,0.937959932965588,0.694592066276325,1,1,0.871142476872527,0.966922405541632
"Gene130",1.31819000159794e-07,0.690037685544899,0.972048397026786,1,0.955584592917077,0.819865722953012,0.819755952840647,0.789795011003307,1,0.974901600533536,1,0.972238379485579
"Gene131",0.000912339799903212,0.955544654922593,0.625448260722352,0.95065979112364,0.860161113637048,1,1,0.981253649577348,1,0.972238379485579,0.985555465578535,0.995342407381789
"Gene132",0.000466896576496686,1,1,0.980401054214908,0.998849375265642,0.795179325077832,0.536227433765546,0.393199429078957,0.766507371086156,0.94179054462445,1,0.789738843838955
"Gene133",3.201016878622e-05,0.897989160664257,0.993703359861869,0.985090478725603,0.962143009530187,0.176192308590966,0.763898592183979,0.880734634806612,0.729984636381239,0.988804328480431,1,1
"Gene134",0.023525283975811,0.995321639426512,0.521499172082502,0.95447311968913,1,0.988524864627325,0.536583349028963,1,0.855618488765054,0.932211892311453,1,0.93528970133269
"Gene135",0.00530928444929405,0.882247582563056,0.958605248241222,0.975857201052315,1,1,0.813791605539585,0.828550881027653,1,0.839307092648718,0.897367386062732,1
"Gene136",2.98147830888716e-05,0.65168214411469,0.955023835404373,0.913384986341611,0.454643118475929,0.9172354752987,0.257049733771202,1,0.940959085038624,0.970686475710494,0.983946917383846,0.886949899585816
"Gene137",0.00100796591749252,0.95165386155311,1,0.841231008161909,0.0660544492905736,0.548094378610542,0.561047883540303,1,0.944597103314387,0.974834134499477,0.796702953374139,0.851489061382586
"Gene138",0.0318574194773613,0.511988418396613,0.858778388987352,0.946943617080841,0.854578353091898,1,1,0.946795069938261,0.310081937265415,0.86212825189297,1,0.926559223130245
"Gene139",0.000366750800212509,0.963229116244117,1,1,1,1,1,1,1,0.807962350195449,0.879124316590595,0.778188861460956
"Gene140",0.00103522532754209,0.937348213157653,1,0.995771898135978,1,0.863450626110836,0.801856814667095,0.912622202258766,0.925100033130172,0.689689559349846,0.699518839225343,1
"Gene141",3.32957689567574e-05,1,1,0.955584592917077,0.807179107528877,0.994786347720006,0.501966046567475,0.945080055317807,0.83718340062851,1,0.946795069938261,0.964404622977175
"Gene142",0.00072022216511857,1,0.964105333545738,1,0.935606385185334,0.997181427345958,0.949265715862123,0.840487741253205,1,1,1,0.944752230416875
"Gene143",0.000112614908670167,0.838377853182553,0.976332689689569,0.988727286708593,0.972986050387056,0.82886456506169,0.947016755268087,1,0.996940626836778,1,0.904616336880971,0.8378752561148
"Gene144",0.299542825718306,0.555205316358793,0.480085016478881,0.96680232665933,0.819755952840647,0.633071947213985,0.889029396095291,1,1,1,0.98552586300006,0.960949796111879
"Gene145",1.05712356912591e-05,0.966742124116152,0.998052583046739,0.90144192293917,1,0.805570421725465,0.617641813342804,0.986842918872188,1,0.802412931424644,1,0.975645052816963
"Gene146",8.29047572211671e-05,0.986224377870189,0.879309675001409,0.941240303202953,0.672203489600313,0.924813592616515,0.735188329736745,0.879145293336252,0.43668453894193,0.665928522377581,0.923515947532811,0.977285867461924
"Gene147",0.0252133615444962,0.792313188687742,0.232384497111948,0.940512549991104,0.630743085312145,1,0.282618992098421,0.954110788227649,1,0.836050068406577,0.790625242922535,1
"Gene148",1.87862285858261e-05,1,0.961429300347104,0.445414708495995,0.989013268481719,0.695795657944618,0.802412931424644,0.951216478472382,1,0.393994694195863,0.819956214774737,1
"Gene149",2.09836926254908e-07,0.870988447465048,0.60034817888785,0.940718381560146,0.982394207869367,1,0.528805214960366,1,1,0.824702390784066,0.922410663621018,0.769482395357315
"Gene150",0.00131537969593391,0.724822179757043,1,0.690179328282993,1,0.98292774552857,0.839009797373344,1,0.923634744795296,0.978398627674113,0.80315664581695,1
"Gene151",0.232680671692496,1,0.969959969654546,0.431600544029315,0.942162152979151,0.88828466368751,0.271420528246388,0.658952445194863,0.968588631498147,1,1,0.80315664581695
"Gene152",0.0556501520796052,1,0.700841848529413,0.860056481383178,0.917568773780809,0.995771898135978,0.779273936287831,0.995771898135978,1,0.90984098826802,1,0.702476421107245
"Gene153",0.0116588060501372,0.969089426638685,0.799672558645653,1,1,0.458663455386997,0.436801451416829,0.999789316800376,0.681004113923847,0.959262012330589,0.959262012330589,0.961617755731267
"Gene154",3.78004967010221e-05,0.991988075330218,0.992463091902086,0.802412931424644,0.959567862041126,0.876725425124029,0.996916702738659,0.365592352270943,1,0.823080002961154,1,0.989849050181413
"Gene155",0.00675388287265516,0.856447881197769,1,0.996738796196782,0.969735781474116,1,0.529475070160057,0.966896376169511,1,0.703978135268066,0.967475912044292,0.899580203294157
"Gene156",0.278339751398368,0.989013268481719,0.969131980214517,1,1,1,0.880533706745932,0.278839041326174,0.98631605447369,0.802224858646216,1,0.826935627105801
"Gene157",0.000713649916276299,0.988964686301213,0.8342204210604,0.969712688980016,1,0.986842918872188,0.933190347716837,1,0.985560165967311,0.80700709421286,0.999459366492022,0.980401054214908
"Gene158",0.00800614038568755,0.749458663038156,0.988727286708593,0.890250473131415,0.844800002184618,0.75219016384343,0.516993991418256,0.992463091902086,1,0.942593073830077,1,1
"Gene159",0.0197321872132573,0.898125731404877,0.819956214774737,0.946282622330555,0.752943848418745,0.697765005157984,0.150495315611005,0.986894419506501,0.884112556498845,1,0.953491964478555,0.930007571409226
"Gene160",0.00348073098089486,1,0.958636357584071,0.853393302377247,0.90144192293917,0.836035557311101,0.745916016742813,0.951089996423048,1,0.555947651685267,1,0.868366314354578
"Gene161",4.20074071050435e-05,0.809311315212482,0.98895397174964,0.990654166457613,0.925423504629855,0.95447311968913,0.506511817462582,0.986241650743066,1,0.980401054214908,0.960697590086967,1
"Gene162",0.354267494776042,0.894609121579925,0.809452336392058,1,1,1,1,0.911655341972206,0.97544599541281,1,0.769543509727601,1
