"","l","BF","PPI","pval","time"
"Gene5600",0,0.273424976132179,0,0.459607666105405,13.3257493
"Gene5601",0,0,0,0.99,13.3257493
"Gene5602",0,0.0669905556471406,0,0.714339478703955,13.3257493
"Gene5603",0,0.166927595779157,0,0.563397781269512,13.3257493
"Gene5604",0,0.137422938209846,0,0.600099485741259,13.3257493
"Gene5605",0,0,0,0.99,13.3257493
"Gene5606",0,0,0,0.99,13.3257493
"Gene5607",0,0,0,0.99,13.3257493
"Gene5608",0,0.0515571625938094,0,0.748123854679355,13.3257493
"Gene5609",0,0.154351289517888,0,0.57847742799846,13.3257493
"Gene5610",0,0,0,0.99,13.3257493
"Gene5611",0,0,0,0.99,13.3257493
"Gene5612",0,0,0,0.99,13.3257493
"Gene5613",0,0,0,0.99,13.3257493
"Gene5614",0,0.0206663664542361,0,0.838897013135948,13.3257493
"Gene5615",0,0,0,0.99,13.3257493
"Gene5616",0,0,0,0.99,13.3257493
"Gene5617",0,0,0,0.99,13.3257493
"Gene5618",0,0,0,0.99,13.3257493
"Gene5619",0,0,0,0.99,13.3257493
"Gene5620",0,0.517820245405937,0,0.308837550456252,13.3257493
"Gene5621",0,0,0,0.99,13.3257493
"Gene5622",0,0.284499148747005,0,0.450657241029077,13.3257493
"Gene5623",0,0.0189172769160052,0,0.845775733726372,13.3257493
"Gene5624",0,0,0,0.99,13.3257493
"Gene5625",0,0.680163062614412,0,0.2434809692459,13.3257493
"Gene5626",0,0.684382324445795,0,0.242024247535099,13.3257493
"Gene5627",0,0,0,0.99,13.3257493
"Gene5628",0,0,0,0.99,13.3257493
"Gene5629",0,0.482344543374774,0,0.326008286560396,13.3257493
"Gene5630",0,0,0,0.99,13.3257493
"Gene5631",0,0.0727705695408304,0,0.702833351383216,13.3257493
"Gene5632",0,0.140757307899128,0,0.59571019810107,13.3257493
"Gene5633",0,0,0,0.99,13.3257493
"Gene5634",0,0.0190349049227052,0,0.845303027036743,13.3257493
"Gene5635",0,0,0,0.99,13.3257493
"Gene5636",0,0.117238427270388,0,0.6282239952736,13.3257493
"Gene5637",0,0,0,0.99,13.3257493
"Gene5638",0,0,0,0.99,13.3257493
"Gene5639",0,0.0318141176882648,0,0.800850632055219,13.3257493
"Gene5640",0,0.0034166635620295,0,0.934118757702481,13.3257493
"Gene5641",0,0,0,0.99,13.3257493
"Gene5642",0,0,0,0.99,13.3257493
"Gene5643",0,0.471962051735511,0,0.331270701748962,13.3257493
"Gene5644",0,0.496152043446705,0,0.319179886840086,13.3257493
"Gene5645",0,0,0,0.99,13.3257493
"Gene5646",0,0,0,0.99,13.3257493
"Gene5647",0,0,0,0.99,13.3257493
"Gene5648",0,0,0,0.99,13.3257493
"Gene5649",0,0,0,0.99,13.3257493
"Gene5650",0,0.175564105782956,0,0.553475170669454,13.3257493
"Gene5651",0,0.0267674167303824,0,0.817022741994967,13.3257493
"Gene5652",0,0.0883581057115293,0,0.674210598005433,13.3257493
"Gene5653",0,0.104242339243007,0,0.647957698696476,13.3257493
"Gene5654",0,0,0,0.99,13.3257493
"Gene5655",0,0,0,0.99,13.3257493
"Gene5656",0,0,0,0.99,13.3257493
"Gene5657",0.0518854359634627,0.79764187379896,0.12,0.20657285508033,13.3257493
"Gene5658",0,0.118105088036822,0,0.62695682565961,13.3257493
"Gene5659",0,0,0,0.99,13.3257493
"Gene5660",0,0,0,0.99,13.3257493
"Gene5661",0,0,0,0.99,13.3257493
"Gene5662",0,0,0,0.99,13.3257493
"Gene5663",0,0,0,0.99,13.3257493
"Gene5664",0,0.146688461370002,0,0.588064601319211,13.3257493
"Gene5665",0,0,0,0.99,13.3257493
"Gene5666",0,0,0,0.99,13.3257493
"Gene5667",0,0,0,0.99,13.3257493
"Gene5668",0,0,0,0.99,13.3257493
"Gene5669",0,0,0,0.99,13.3257493
"Gene5670",0,0,0,0.99,13.3257493
"Gene5671",0,0.104930119377701,0,0.646876969476373,13.3257493
"Gene5672",0,0,0,0.99,13.3257493
"Gene5673",0,0,0,0.99,13.3257493
"Gene5674",0,0.0447329177378549,0,0.764857336578159,13.3257493
"Gene5675",0,0.523225505877656,0,0.306325868905262,13.3257493
"Gene5676",0,0,0,0.99,13.3257493
"Gene5677",0,0,0,0.99,13.3257493
"Gene5678",0,0,0,0.99,13.3257493
"Gene5679",0,0,0,0.99,13.3257493
"Gene5680",0,0,0,0.99,13.3257493
"Gene5681",0,0,0,0.99,13.3257493
"Gene5682",0,0,0,0.99,13.3257493
"Gene5683",0,0.115180697514893,0,0.631255988928564,13.3257493
"Gene5684",0,0,0,0.99,13.3257493
"Gene5685",0,0.79050837384051,0,0.208614299979989,13.3257493
"Gene5686",0,0,0,0.99,13.3257493
"Gene5687",0,0,0,0.99,13.3257493
"Gene5688",0,0,0,0.99,13.3257493
"Gene5689",0,0,0,0.99,13.3257493
"Gene5690",0.0411285926867495,3.68648096653828,0.6,0.00662117869593937,13.3257493
"Gene5691",0,0,0,0.99,13.3257493
"Gene5692",0,0,0,0.99,13.3257493
"Gene5693",0,0.142581932501105,0,0.593336439083124,13.3257493
"Gene5694",0,0.00295647465829347,0,0.938706515022614,13.3257493
"Gene5695",0,0,0,0.99,13.3257493
"Gene5696",0,0.0123105546456827,0,0.875314871540184,13.3257493
"Gene5697",0,0,0,0.99,13.3257493
"Gene5698",0,0.0992576964356772,0,0.655921856117347,13.3257493
"Gene5699",0,0,0,0.99,13.3257493
"Gene5700",0,0.270912467071872,0,0.461677397132061,13.3257493
"Gene5701",0.0606079147003716,0.407740954735493,0.02,0.366504469739095,13.3257493
"Gene5702",0,0,0,0.99,13.3257493
"Gene5703",0,0.33035549876426,0,0.416309046600577,13.3257493
"Gene5704",0,0,0,0.99,13.3257493
"Gene5705",0,0,0,0.99,13.3257493
"Gene5706",0,0,0,0.99,13.3257493
"Gene5707",0,0,0,0.99,13.3257493
"Gene5708",0,0,0,0.99,13.3257493
"Gene5709",0,0.187203257675549,0,0.540612082824121,13.3257493
"Gene5710",0,0,0,0.99,13.3257493
"Gene5711",0,0,0,0.99,13.3257493
"Gene5712",0,0,0,0.99,13.3257493
"Gene5713",0,0.0746783619058533,0,0.699150855479832,13.3257493
"Gene5714",0,0,0,0.99,13.3257493
"Gene5715",0,0.296797769215789,0,0.44103210472178,13.3257493
"Gene5716",0,0.373582477975748,0,0.387375309569776,13.3257493
"Gene5717",0,0,0,0.99,13.3257493
"Gene5718",0,0,0,0.99,13.3257493
"Gene5719",0,0,0,0.99,13.3257493
"Gene5720",0,0.021874896108767,0,0.83431981658892,13.3257493
"Gene5721",0,0.284405049394223,0,0.450732139189957,13.3257493
"Gene5722",0,0,0,0.99,13.3257493
"Gene5723",0,0,0,0.99,13.3257493
"Gene5724",0,0,0,0.99,13.3257493
"Gene5725",0,0,0,0.99,13.3257493
"Gene5726",0,0.0719859839122648,0,0.70436383810734,13.3257493
"Gene5727",0,0.0619841032680938,0,0.724769874773299,13.3257493
"Gene5728",0,0.0248416275176851,0,0.823615352815152,13.3257493
"Gene5729",0,0.0488733794855136,0,0.754550552222933,13.3257493
"Gene5730",0,0,0,0.99,13.3257493
"Gene5731",0,0.225798690020207,0,0.501577358595846,13.3257493
"Gene5732",0,0.440442998810607,0,0.347959126632988,13.3257493
"Gene5733",0,0,0,0.99,13.3257493
"Gene5734",0,0,0,0.99,13.3257493
"Gene5735",0,0,0,0.99,13.3257493
"Gene5736",0,0,0,0.99,13.3257493
"Gene5737",0,0,0,0.99,13.3257493
"Gene5738",0,0,0,0.99,13.3257493
"Gene5739",0,0.620808171286365,0,0.265159772447058,13.3257493
"Gene5740",0,0,0,0.99,13.3257493
"Gene5741",0,0,0,0.99,13.3257493
"Gene5742",0,0,0,0.99,13.3257493
"Gene5743",0,0.088726948486692,0,0.673570513782057,13.3257493
"Gene5744",0,0,0,0.99,13.3257493
"Gene5745",0,0.1020203212279,0,0.651478935383387,13.3257493
"Gene5746",0,0,0,0.99,13.3257493
"Gene5747",0,0,0,0.99,13.3257493
"Gene5748",0,0.464684582139847,0,0.335026901007342,13.3257493
"Gene5749",0,0.0524937058273792,0,0.745924701921308,13.3257493
"Gene5750",0,0.414671059515962,0,0.362462831135625,13.3257493
"Gene5751",0,0,0,0.99,13.3257493
"Gene5752",0,0,0,0.99,13.3257493
"Gene5753",0,0.209755332647967,0,0.517181313787563,13.3257493
"Gene5754",0,0,0,0.99,13.3257493
"Gene5755",0,0,0,0.99,13.3257493
"Gene5756",0,0,0,0.99,13.3257493
"Gene5757",0,0,0,0.99,13.3257493
"Gene5758",0,0.0487081476919229,0,0.754952491530666,13.3257493
"Gene5759",0,0,0,0.99,13.3257493
"Gene5760",0,0,0,0.99,13.3257493
"Gene5761",0,0,0,0.99,13.3257493
"Gene5762",0,0,0,0.99,13.3257493
"Gene5763",0,0.0910786098340679,0,0.669525877203283,13.3257493
"Gene5764",0,0.12747658323334,0,0.613608794125262,13.3257493
"Gene5765",0,0.243450515839817,0,0.485312949519366,13.3257493
"Gene5766",0,0,0,0.99,13.3257493
"Gene5767",0,0.303680440397636,0,0.435783219024401,13.3257493
"Gene5768",0,0.183297926799793,0,0.544865691996329,13.3257493
"Gene5769",0,0.0710635825035183,0,0.706175413510323,13.3257493
"Gene5770",0,0.668171437940583,0,0.24767994052714,13.3257493
"Gene5771",0,0.202661235294664,0,0.52435323360599,13.3257493
"Gene5772",0.0792410835058086,2.14569071422772,0.2,0.0383060295169076,13.3257493
"Gene5773",0,0,0,0.99,13.3257493
"Gene5774",0,0,0,0.99,13.3257493
"Gene5775",0,0,0,0.99,13.3257493
"Gene5776",0,0,0,0.99,13.3257493
"Gene5777",0,0,0,0.99,13.3257493
"Gene5778",0,0,0,0.99,13.3257493
"Gene5779",0,0,0,0.99,13.3257493
"Gene5780",0,0.185159271958906,0,0.542830685608006,13.3257493
"Gene5781",0,0.491524007633899,0,0.321447457065361,13.3257493
"Gene5782",0,0,0,0.99,13.3257493
"Gene5783",0,0.0419277477465755,0,0.772138997380663,13.3257493
"Gene5784",0,0,0,0.99,13.3257493
"Gene5785",0,0.124646402613251,0,0.617573475753699,13.3257493
"Gene5786",0.0223590677166637,1.14705835572473,0.2,0.129865070300749,13.3257493
"Gene5787",0,0,0,0.99,13.3257493
"Gene5788",0,0,0,0.99,13.3257493
"Gene5789",0,0,0,0.99,13.3257493
"Gene5790",0,0,0,0.99,13.3257493
"Gene5791",0,0.269509693685956,0,0.462839408445351,13.3257493
"Gene5792",0,0,0,0.99,13.3257493
"Gene5793",0,0,0,0.99,13.3257493
"Gene5794",0.0628936088068379,0.673273924887138,0.26,0.245882534187579,13.3257493
"Gene5795",0,0.0604579445801448,0,0.728043249121567,13.3257493
"Gene5796",0,0,0,0.99,13.3257493
"Gene5797",0,0,0,0.99,13.3257493
"Gene5798",0,0,0,0.99,13.3257493
"Gene5799",0,0,0,0.99,13.3257493
"Gene5800",0,0.274565738945711,0,0.458672789073783,13.3257493
"Gene5801",0,0,0,0.99,13.3257493
"Gene5802",0,0,0,0.99,13.3257493
"Gene5803",0,0.100324671744715,0,0.654197224422427,13.3257493
"Gene5804",0,0,0,0.99,13.3257493
"Gene5805",0,0,0,0.99,13.3257493
"Gene5806",0,0,0,0.99,13.3257493
"Gene5807",0,0,0,0.99,13.3257493
"Gene5808",0,0.444746274832335,0,0.345614859166719,13.3257493
"Gene5809",0,0.264605373848394,0,0.466938866628574,13.3257493
"Gene5810",0,0.0375645077407569,0,0.784010289410614,13.3257493
"Gene5811",0,1.20673648584801,0,0.120295222593369,13.3257493
"Gene5812",0,0,0,0.99,13.3257493
"Gene5813",0,0,0,0.99,13.3257493
"Gene5814",0.0371561036832619,2.31816891191235,0.22,0.0313017308473684,13.3257493
"Gene5815",0,0.0129046959391758,0,0.872366695636738,13.3257493
"Gene5816",0,0.14846505420528,0,0.585813398484025,13.3257493
"Gene5817",0,0.517548993843417,0,0.308964297288823,13.3257493
"Gene5818",0,0.181677968207219,0,0.546648316010557,13.3257493
"Gene5819",0,0.000172815150642691,0,0.985167274845537,13.3257493
