"","l","BF","PPI","pval","time"
"Gene1546",0,0,0,0.99,13.372066
"Gene1547",0,0,0,0.99,13.372066
"Gene1548",0,0.41017656336378,0,0.36507694011585,13.372066
"Gene1549",0,0.372529940985538,0,0.388044822892063,13.372066
"Gene1550",0,0.596347413322871,0,0.274786651039938,13.372066
"Gene1551",0,0,0,0.99,13.372066
"Gene1552",0,0.166436843956768,0,0.563971836035072,13.372066
"Gene1553",0,0,0,0.99,13.372066
"Gene1554",0.0490760672751702,1.56189877832343,0.14,0.0771567749711295,13.372066
"Gene1555",0,0.198055578390108,0,0.529104482506099,13.372066
"Gene1556",0,0.160979563335576,0,0.570432653530134,13.372066
"Gene1557",0,0.312424924371908,0,0.429250740589585,13.372066
"Gene1558",0,0,0,0.99,13.372066
"Gene1559",0,0.0913708970471419,0,0.669027497575204,13.372066
"Gene1560",0,0.00710122145732726,0,0.905137502700892,13.372066
"Gene1561",0,0.0182522856706498,0,0.848477257619599,13.372066
"Gene1562",0,0.230174819464241,0,0.497460614298497,13.372066
"Gene1563",0,0,0,0.99,13.372066
"Gene1564",0,0,0,0.99,13.372066
"Gene1565",0,0.207289685038228,0,0.519654301511201,13.372066
"Gene1566",0,0.297059586694695,0,0.440830665906952,13.372066
"Gene1567",0,0,0,0.99,13.372066
"Gene1568",0,0,0,0.99,13.372066
"Gene1569",0,0,0,0.99,13.372066
"Gene1570",0,0,0,0.99,13.372066
"Gene1571",0,0,0,0.99,13.372066
"Gene1572",0,0.180223354143482,0,0.548258249786815,13.372066
"Gene1573",0,0.0263186648028636,0,0.818536068288125,13.372066
"Gene1574",0,0,0,0.99,13.372066
"Gene1575",0,0.155442840267074,0,0.57713720429207,13.372066
"Gene1576",0,0,0,0.99,13.372066
"Gene1577",0,0,0,0.99,13.372066
"Gene1578",0,0,0,0.99,13.372066
"Gene1579",0,0,0,0.99,13.372066
"Gene1580",0,0.30440902562533,0,0.435233182090789,13.372066
"Gene1581",0,0.145262758562546,0,0.589883963239552,13.372066
"Gene1582",0,0.222046779025504,0,0.505153257983983,13.372066
"Gene1583",0,0.00859228405386148,0,0.895704172062053,13.372066
"Gene1584",0,0.374588025212688,0,0.386737223516656,13.372066
"Gene1585",0,0.22022040369327,0,0.506909773123762,13.372066
"Gene1586",0,0.47665779734013,0,0.328876774733085,13.372066
"Gene1587",0,0.27379731193999,0,0.459302198469308,13.372066
"Gene1588",0,0,0,0.99,13.372066
"Gene1589",0,0.119407427415024,0,0.625063402355388,13.372066
"Gene1590",0,0,0,0.99,13.372066
"Gene1591",0,0,0,0.99,13.372066
"Gene1592",0.0371951644140441,1.03004459762802,0.12,0.151201319653191,13.372066
"Gene1593",0,0,0,0.99,13.372066
"Gene1594",0,0,0,0.99,13.372066
"Gene1595",0,0,0,0.99,13.372066
"Gene1596",0,0.317147988313974,0,0.425783886291024,13.372066
"Gene1597",0,0.126583605284827,0,0.614853723795677,13.372066
"Gene1598",0,0.124104416321848,0,0.618339126756372,13.372066
"Gene1599",0,0,0,0.99,13.372066
"Gene1600",0,0,0,0.99,13.372066
"Gene1601",0,0,0,0.99,13.372066
"Gene1602",0,0.156093977321399,0,0.576340662226259,13.372066
"Gene1603",0,0.852313990005808,0,0.191683848741057,13.372066
"Gene1604",0,0,0,0.99,13.372066
"Gene1605",0,0,0,0.99,13.372066
"Gene1606",0,0.355080928248532,0,0.399390084700477,13.372066
"Gene1607",0,0.362660357762041,0,0.394404144490878,13.372066
"Gene1608",0,0.148439351346167,0,0.585845842992888,13.372066
"Gene1609",0,0,0,0.99,13.372066
"Gene1610",0,0.184634686490364,0,0.543402792019921,13.372066
"Gene1611",0,0.142012516475762,0,0.594075121734939,13.372066
"Gene1612",0,0,0,0.99,13.372066
"Gene1613",0,0,0,0.99,13.372066
"Gene1614",0,0,0,0.99,13.372066
"Gene1615",0,0,0,0.99,13.372066
"Gene1616",0,0.204825313730657,0,0.522146886322576,13.372066
"Gene1617",0.0252961373454321,1.34679551626326,0.1,0.100752517676704,13.372066
"Gene1618",0,0,0,0.99,13.372066
"Gene1619",0,0.11355932166303,0,0.633668590534071,13.372066
"Gene1620",0,0,0,0.99,13.372066
"Gene1621",0,0.186408325225915,0,0.541472941211157,13.372066
"Gene1622",0,0.0395342417908921,0,0.778563763925639,13.372066
"Gene1623",0,0,0,0.99,13.372066
"Gene1624",0,0.718988206543787,0,0.23046708166095,13.372066
"Gene1625",0,0,0,0.99,13.372066
"Gene1626",0,0,0,0.99,13.372066
"Gene1627",0,0.00624565594437172,0,0.911010106116234,13.372066
"Gene1628",0,0,0,0.99,13.372066
"Gene1629",0,0,0,0.99,13.372066
"Gene1630",0,0,0,0.99,13.372066
"Gene1631",0,0.202370076411506,0,0.524651342142444,13.372066
"Gene1632",0,0,0,0.99,13.372066
"Gene1633",0,0,0,0.99,13.372066
"Gene1634",0,0.267583021495261,0,0.464443008543153,13.372066
"Gene1635",0,0,0,0.99,13.372066
"Gene1636",0,0.255011656342492,0,0.475128764374967,13.372066
"Gene1637",0,0,0,0.99,13.372066
"Gene1638",0,0,0,0.99,13.372066
"Gene1639",0,0.0622724591735732,0,0.724156497624204,13.372066
"Gene1640",0,0.216534538016452,0,0.510486829290383,13.372066
"Gene1641",0,0.408195151832854,0,0.366237674487734,13.372066
"Gene1642",0.0623420636765527,0.419520123312765,0.58,0.359671405079293,13.372066
"Gene1643",0,0.0353700560741515,0,0.790262210474133,13.372066
"Gene1644",0,0,0,0.99,13.372066
"Gene1645",0,0.0742907900187333,0,0.699894552981805,13.372066
"Gene1646",0,0.0961613062001447,0,0.660990517013594,13.372066
"Gene1647",0,0,0,0.99,13.372066
"Gene1648",0,0,0,0.99,13.372066
"Gene1649",0,0.159605226051809,0,0.572082521062343,13.372066
"Gene1650",0,0,0,0.99,13.372066
"Gene1651",0,0,0,0.99,13.372066
"Gene1652",0,0,0,0.99,13.372066
"Gene1653",0,0.355815959010624,0,0.398902586442501,13.372066
"Gene1654",0.0355443736491264,0.586197125399707,0.34,0.278909832069921,13.372066
