"","Emark","markcorr","markvario","Vmark"
"Gene52",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene53",0.523067266450466,0.42983021706426,0.498459759343628,0.475963826749167
"Gene54",0.523067266450466,0.45110577302613,0.564360626440295,0.475714761429047
"Gene55",0.523067266450466,0.49715132291967,0.45010071003387,0.487361102085905
"Gene56",0.608019780910206,0.64357163871727,0.498459759343628,0.552638850511191
"Gene57",0.533034833826391,0.45110577302613,0.425604358188628,0.516089076974686
"Gene58",0.523067266450466,0.49715132291967,0.45010071003387,0.475714761429047
"Gene59",0.523067266450466,0.729022380987096,0.45010071003387,0.516089076974686
"Gene60",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene61",0.608019780910206,0.42983021706426,0.425604358188628,0.487361102085905
"Gene62",0.523067266450466,0.42983021706426,0.425604358188628,0.66336248969419
"Gene63",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene64",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene65",0.608019780910206,0.42983021706426,0.498459759343628,0.738647905009879
"Gene66",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene67",0.523067266450466,0.42983021706426,0.45010071003387,0.475963826749167
"Gene68",0.561028702228406,0.42983021706426,0.425604358188628,0.475714761429047
"Gene69",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene70",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene71",0.561028702228406,0.49715132291967,0.425604358188628,0.516089076974686
"Gene72",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene73",0.523067266450466,0.42983021706426,0.425604358188628,0.516089076974686
"Gene74",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene75",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene76",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene77",0.533034833826391,0.45110577302613,0.45010071003387,0.516089076974686
"Gene78",0.73947404908259,0.42983021706426,0.45010071003387,0.487361102085905
"Gene79",0.533034833826391,0.42983021706426,0.425604358188628,0.475963826749167
"Gene80",0.523067266450466,0.42983021706426,0.564360626440295,0.516089076974686
"Gene81",0.533034833826391,0.64357163871727,0.729095465937571,0.487361102085905
"Gene82",0.561028702228406,0.49715132291967,0.498459759343628,0.487361102085905
"Gene83",0.73947404908259,0.42983021706426,0.425604358188628,0.821880279439295
"Gene84",0.533034833826391,0.42983021706426,0.425604358188628,0.552638850511191
"Gene85",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene86",0.523067266450466,0.42983021706426,0.425604358188628,0.738647905009879
"Gene87",0.523067266450466,0.49715132291967,0.498459759343628,0.552638850511191
"Gene88",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene89",0.561028702228406,0.42983021706426,0.425604358188628,0.600720865038046
"Gene90",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene91",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene92",0.533034833826391,0.45110577302613,0.425604358188628,0.516089076974686
"Gene93",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene94",0.608019780910206,0.42983021706426,0.425604358188628,0.475963826749167
"Gene95",0.523067266450466,0.49715132291967,0.425604358188628,0.487361102085905
"Gene96",0.523067266450466,0.42983021706426,0.45010071003387,0.516089076974686
"Gene97",0.666349357448834,0.42983021706426,0.425604358188628,0.487361102085905
"Gene98",0.523067266450466,0.42983021706426,0.45010071003387,0.821880279439295
"Gene99",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene100",0.523067266450466,0.42983021706426,0.45010071003387,0.600720865038046
"Gene101",0.523067266450466,0.49715132291967,0.498459759343628,0.475714761429047
"Gene102",0.561028702228406,0.42983021706426,0.425604358188628,0.475963826749167
"Gene103",0.523067266450466,0.565179303133919,0.642531943016596,0.475714761429047
"Gene104",0.523067266450466,0.49715132291967,0.425604358188628,0.487361102085905
"Gene105",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene106",0.523067266450466,0.64357163871727,0.425604358188628,0.475714761429047
"Gene107",0.533034833826391,0.45110577302613,0.498459759343628,0.487361102085905
"Gene108",0.666349357448834,0.42983021706426,0.425604358188628,0.487361102085905
"Gene109",0.561028702228406,0.42983021706426,0.45010071003387,0.475963826749167
"Gene110",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene111",0.608019780910206,0.42983021706426,0.425604358188628,0.516089076974686
"Gene112",0.523067266450466,0.49715132291967,0.564360626440295,0.516089076974686
"Gene113",0.533034833826391,0.45110577302613,0.45010071003387,0.487361102085905
"Gene114",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene115",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene116",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene117",0.533034833826391,0.42983021706426,0.498459759343628,0.487361102085905
"Gene118",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene119",0.523067266450466,0.42983021706426,0.425604358188628,0.516089076974686
"Gene120",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene121",0.523067266450466,0.49715132291967,0.425604358188628,0.475963826749167
"Gene122",0.533034833826391,0.42983021706426,0.425604358188628,0.475963826749167
"Gene123",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene124",0.523067266450466,0.42983021706426,0.45010071003387,0.487361102085905
"Gene125",0.561028702228406,0.42983021706426,0.425604358188628,0.475963826749167
"Gene126",0.608019780910206,0.45110577302613,0.425604358188628,0.475963826749167
"Gene127",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene128",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene129",0.523067266450466,0.45110577302613,0.45010071003387,0.475714761429047
"Gene130",0.523067266450466,0.49715132291967,0.425604358188628,0.475714761429047
"Gene131",0.533034833826391,0.42983021706426,0.425604358188628,0.475963826749167
"Gene132",0.533034833826391,0.45110577302613,0.425604358188628,0.475963826749167
"Gene133",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene134",0.523067266450466,0.42983021706426,0.425604358188628,0.66336248969419
"Gene135",0.608019780910206,0.45110577302613,0.498459759343628,0.487361102085905
"Gene136",0.523067266450466,0.64357163871727,0.564360626440295,0.475714761429047
"Gene137",0.561028702228406,0.45110577302613,0.45010071003387,0.475963826749167
"Gene138",0.523067266450466,0.42983021706426,0.498459759343628,0.475714761429047
"Gene139",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene140",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene141",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene142",0.561028702228406,0.42983021706426,0.425604358188628,0.516089076974686
"Gene143",0.533034833826391,0.45110577302613,0.45010071003387,0.475714761429047
"Gene144",0.533034833826391,0.42983021706426,0.425604358188628,0.487361102085905
"Gene145",0.561028702228406,0.42983021706426,0.425604358188628,0.516089076974686
"Gene146",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene147",0.73947404908259,0.42983021706426,0.45010071003387,0.552638850511191
"Gene148",0.533034833826391,0.42983021706426,0.425604358188628,0.475714761429047
"Gene149",0.666349357448834,0.42983021706426,0.425604358188628,0.475714761429047
"Gene150",0.523067266450466,0.49715132291967,0.425604358188628,0.475714761429047
"Gene151",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene152",0.666349357448834,0.42983021706426,0.45010071003387,0.487361102085905
"Gene153",0.561028702228406,0.42983021706426,0.425604358188628,0.600720865038046
"Gene154",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene155",0.523067266450466,0.42983021706426,0.45010071003387,0.475963826749167
"Gene156",0.523067266450466,0.45110577302613,0.45010071003387,0.475714761429047
"Gene157",0.533034833826391,0.42983021706426,0.425604358188628,0.516089076974686
"Gene158",0.533034833826391,0.49715132291967,0.642531943016596,0.475714761429047
"Gene159",0.533034833826391,0.818509221870566,0.729095465937571,0.516089076974686
"Gene160",0.523067266450466,0.45110577302613,0.425604358188628,0.475963826749167
"Gene161",0.523067266450466,0.45110577302613,0.45010071003387,0.516089076974686
"Gene162",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene163",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene164",0.523067266450466,0.42983021706426,0.498459759343628,0.487361102085905
"Gene165",0.523067266450466,0.42983021706426,0.425604358188628,0.516089076974686
"Gene166",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene167",0.561028702228406,0.42983021706426,0.425604358188628,0.475714761429047
"Gene168",0.523067266450466,0.42983021706426,0.498459759343628,0.66336248969419
"Gene169",0.523067266450466,0.64357163871727,0.642531943016596,0.516089076974686
"Gene170",0.561028702228406,0.42983021706426,0.425604358188628,0.552638850511191
"Gene171",0.523067266450466,0.42983021706426,0.564360626440295,0.66336248969419
"Gene172",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene173",0.561028702228406,0.42983021706426,0.425604358188628,0.487361102085905
"Gene174",0.523067266450466,0.45110577302613,0.425604358188628,0.487361102085905
"Gene175",0.533034833826391,0.42983021706426,0.425604358188628,0.552638850511191
"Gene176",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene177",0.523067266450466,0.45110577302613,0.45010071003387,0.475714761429047
"Gene178",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene179",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene180",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene181",0.533034833826391,0.565179303133919,0.498459759343628,0.600720865038046
"Gene182",0.666349357448834,0.42983021706426,0.425604358188628,0.487361102085905
"Gene183",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene184",0.533034833826391,0.45110577302613,0.425604358188628,0.475963826749167
"Gene185",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene186",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene187",0.608019780910206,0.45110577302613,0.425604358188628,0.487361102085905
"Gene188",0.608019780910206,0.49715132291967,0.498459759343628,0.475714761429047
"Gene189",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene190",0.523067266450466,0.45110577302613,0.425604358188628,0.487361102085905
"Gene191",0.533034833826391,0.565179303133919,0.564360626440295,0.475714761429047
"Gene192",0.523067266450466,0.64357163871727,0.45010071003387,0.475963826749167
"Gene193",0.561028702228406,0.42983021706426,0.425604358188628,0.516089076974686
"Gene194",0.533034833826391,0.565179303133919,0.425604358188628,0.475963826749167
"Gene195",0.523067266450466,0.565179303133919,0.45010071003387,0.475714761429047
"Gene196",0.523067266450466,0.64357163871727,0.425604358188628,0.487361102085905
"Gene197",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene198",0.523067266450466,0.42983021706426,0.45010071003387,0.475714761429047
"Gene199",0.523067266450466,0.42983021706426,0.425604358188628,0.487361102085905
"Gene200",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene201",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene202",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene203",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene204",0.523067266450466,0.42983021706426,0.564360626440295,0.475963826749167
"Gene205",0.523067266450466,0.565179303133919,0.425604358188628,0.475714761429047
"Gene206",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene207",0.533034833826391,0.42983021706426,0.425604358188628,0.475714761429047
"Gene208",0.523067266450466,0.45110577302613,0.498459759343628,0.475714761429047
"Gene209",0.561028702228406,0.42983021706426,0.425604358188628,0.475963826749167
"Gene210",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene211",0.73947404908259,0.45110577302613,0.498459759343628,0.552638850511191
"Gene212",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene213",0.666349357448834,0.64357163871727,0.498459759343628,0.475714761429047
"Gene214",0.533034833826391,0.49715132291967,0.45010071003387,0.475963826749167
"Gene215",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene216",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene217",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene218",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene219",0.523067266450466,0.565179303133919,0.45010071003387,0.475714761429047
"Gene220",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene221",0.523067266450466,0.49715132291967,0.45010071003387,0.475714761429047
"Gene222",0.523067266450466,0.565179303133919,0.425604358188628,0.475714761429047
"Gene223",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene224",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene225",0.523067266450466,0.42983021706426,0.729095465937571,0.516089076974686
"Gene226",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene227",0.533034833826391,0.42983021706426,0.425604358188628,0.475714761429047
"Gene228",0.523067266450466,0.49715132291967,0.45010071003387,0.475714761429047
"Gene229",0.523067266450466,0.45110577302613,0.45010071003387,0.475714761429047
"Gene230",0.666349357448834,0.49715132291967,0.45010071003387,0.475714761429047
"Gene231",0.561028702228406,0.45110577302613,0.425604358188628,0.475963826749167
"Gene232",0.608019780910206,0.45110577302613,0.425604358188628,0.475714761429047
"Gene233",0.523067266450466,0.565179303133919,0.498459759343628,0.475714761429047
"Gene234",0.523067266450466,0.45110577302613,0.642531943016596,0.475714761429047
"Gene235",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene236",0.73947404908259,0.42983021706426,0.425604358188628,0.475963826749167
"Gene237",0.666349357448834,0.42983021706426,0.425604358188628,0.475714761429047
"Gene238",0.821385220541932,0.45110577302613,0.425604358188628,0.475714761429047
"Gene239",0.533034833826391,0.565179303133919,0.425604358188628,0.516089076974686
"Gene240",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene241",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene242",0.533034833826391,0.42983021706426,0.425604358188628,0.475963826749167
"Gene243",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene244",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene245",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene246",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene247",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene248",0.523067266450466,0.45110577302613,0.425604358188628,0.475963826749167
"Gene249",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene250",0.533034833826391,0.45110577302613,0.425604358188628,0.475714761429047
"Gene251",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene252",0.666349357448834,0.42983021706426,0.498459759343628,0.475714761429047
"Gene253",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene254",0.608019780910206,0.42983021706426,0.425604358188628,0.475714761429047
"Gene255",0.533034833826391,0.42983021706426,0.425604358188628,0.475714761429047
"Gene256",0.561028702228406,0.565179303133919,0.425604358188628,0.475714761429047
"Gene257",0.533034833826391,0.42983021706426,0.425604358188628,0.475714761429047
"Gene258",0.821385220541932,0.42983021706426,0.425604358188628,0.475963826749167
"Gene259",0.608019780910206,0.45110577302613,0.425604358188628,0.475714761429047
"Gene260",0.533034833826391,0.45110577302613,0.425604358188628,0.475714761429047
"Gene261",0.561028702228406,0.42983021706426,0.425604358188628,0.475963826749167
"Gene262",0.561028702228406,0.565179303133919,0.425604358188628,0.475963826749167
"Gene263",0.533034833826391,0.42983021706426,0.425604358188628,0.475714761429047
"Gene264",0.523067266450466,0.42983021706426,0.45010071003387,0.475714761429047
"Gene265",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene266",0.533034833826391,0.42983021706426,0.425604358188628,0.475963826749167
"Gene267",0.533034833826391,0.45110577302613,0.498459759343628,0.475963826749167
"Gene268",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene269",0.533034833826391,0.49715132291967,0.498459759343628,0.475963826749167
"Gene270",0.533034833826391,0.49715132291967,0.425604358188628,0.475714761429047
"Gene271",0.73947404908259,0.45110577302613,0.425604358188628,0.475714761429047
"Gene272",0.533034833826391,0.42983021706426,0.425604358188628,0.475963826749167
"Gene273",0.523067266450466,0.42983021706426,0.498459759343628,0.475714761429047
"Gene274",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene275",0.533034833826391,0.42983021706426,0.425604358188628,0.475714761429047
"Gene276",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene277",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene278",0.666349357448834,0.42983021706426,0.425604358188628,0.475714761429047
"Gene279",0.561028702228406,0.42983021706426,0.45010071003387,0.475714761429047
"Gene280",0.561028702228406,0.64357163871727,0.425604358188628,0.475714761429047
"Gene281",0.523067266450466,0.729022380987096,0.425604358188628,0.475714761429047
"Gene282",0.523067266450466,0.565179303133919,0.425604358188628,0.475714761429047
"Gene283",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene284",0.533034833826391,0.42983021706426,0.425604358188628,0.475714761429047
"Gene285",0.523067266450466,0.42983021706426,0.45010071003387,0.475714761429047
"Gene286",0.533034833826391,0.42983021706426,0.45010071003387,0.475714761429047
"Gene287",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene288",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene289",0.608019780910206,0.42983021706426,0.425604358188628,0.475714761429047
"Gene290",0.523067266450466,0.45110577302613,0.45010071003387,0.475963826749167
"Gene291",0.561028702228406,0.42983021706426,0.425604358188628,0.475963826749167
"Gene292",0.523067266450466,0.64357163871727,0.564360626440295,0.516089076974686
"Gene293",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene294",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene295",0.561028702228406,0.42983021706426,0.425604358188628,0.475714761429047
"Gene296",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene297",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene298",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene299",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene300",0.523067266450466,0.49715132291967,0.498459759343628,0.475963826749167
"Gene301",0.533034833826391,0.42983021706426,0.425604358188628,0.475963826749167
"Gene302",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene303",0.561028702228406,0.42983021706426,0.425604358188628,0.475714761429047
"Gene304",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene305",0.533034833826391,0.42983021706426,0.425604358188628,0.475714761429047
"Gene306",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene307",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene308",0.561028702228406,0.42983021706426,0.425604358188628,0.475714761429047
"Gene309",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene310",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene311",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene312",0.561028702228406,0.42983021706426,0.498459759343628,0.475714761429047
"Gene313",0.561028702228406,0.42983021706426,0.564360626440295,0.475714761429047
"Gene314",0.561028702228406,0.49715132291967,0.425604358188628,0.475714761429047
"Gene315",0.523067266450466,0.45110577302613,0.45010071003387,0.475714761429047
"Gene316",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene317",0.561028702228406,0.42983021706426,0.425604358188628,0.475714761429047
"Gene318",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene319",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene320",0.523067266450466,0.42983021706426,0.498459759343628,0.475714761429047
"Gene321",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene322",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene323",0.523067266450466,0.64357163871727,0.498459759343628,0.475714761429047
"Gene324",0.561028702228406,0.49715132291967,0.498459759343628,0.475714761429047
"Gene325",0.73947404908259,0.42983021706426,0.425604358188628,0.475714761429047
"Gene326",0.533034833826391,0.42983021706426,0.45010071003387,0.475714761429047
"Gene327",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene328",0.533034833826391,0.49715132291967,0.425604358188628,0.475963826749167
"Gene329",0.533034833826391,0.42983021706426,0.425604358188628,0.475714761429047
"Gene330",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene331",0.561028702228406,0.42983021706426,0.425604358188628,0.475963826749167
"Gene332",0.523067266450466,0.42983021706426,0.564360626440295,0.475963826749167
"Gene333",0.533034833826391,0.45110577302613,0.425604358188628,0.475714761429047
"Gene334",0.523067266450466,0.49715132291967,0.425604358188628,0.475714761429047
"Gene335",0.523067266450466,0.42983021706426,0.45010071003387,0.475714761429047
"Gene336",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene337",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene338",0.523067266450466,0.49715132291967,0.425604358188628,0.475714761429047
"Gene339",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene340",0.608019780910206,0.729022380987096,0.642531943016596,0.475714761429047
"Gene341",0.533034833826391,0.729022380987096,0.564360626440295,0.475714761429047
"Gene342",0.523067266450466,0.45110577302613,0.425604358188628,0.475714761429047
"Gene343",0.561028702228406,0.42983021706426,0.425604358188628,0.475714761429047
"Gene344",0.608019780910206,0.42983021706426,0.425604358188628,0.475963826749167
"Gene345",0.533034833826391,0.42983021706426,0.498459759343628,0.475963826749167
"Gene346",0.523067266450466,0.49715132291967,0.425604358188628,0.475714761429047
"Gene347",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene348",0.523067266450466,0.49715132291967,0.45010071003387,0.475714761429047
"Gene349",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene350",0.533034833826391,0.565179303133919,0.564360626440295,0.475714761429047
"Gene351",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene352",0.523067266450466,0.49715132291967,0.425604358188628,0.475714761429047
"Gene353",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene354",0.666349357448834,0.42983021706426,0.498459759343628,0.475714761429047
"Gene355",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene356",0.523067266450466,0.49715132291967,0.45010071003387,0.475714761429047
"Gene357",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene358",0.608019780910206,0.49715132291967,0.425604358188628,0.475963826749167
"Gene359",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene360",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene361",0.523067266450466,0.49715132291967,0.45010071003387,0.475714761429047
"Gene362",0.666349357448834,0.45110577302613,0.425604358188628,0.475963826749167
"Gene363",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene364",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene365",0.523067266450466,0.42983021706426,0.425604358188628,0.475963826749167
"Gene366",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
"Gene367",0.523067266450466,0.42983021706426,0.425604358188628,0.475714761429047
