"","combinedPval","adjustedPval"
"Gene1",0.863619901839328,1
"Gene2",0.662130402349219,1
"Gene3",0.354875019286401,1
"Gene4",0.292117522153245,1
"Gene5",0.0822569440946439,1
"Gene6",0.106700136941813,1
"Gene7",0.755173359412551,1
"Gene8",0.86960776222359,1
"Gene9",0.481514032832678,1
"Gene10",0.938239866394991,1
"Gene11",0.0037021571449718,1
"Gene12",0.326043301745236,1
"Gene13",0.413300294603811,1
"Gene14",0.977642371107687,1
"Gene15",0.732246578057754,1
"Gene16",0.953645104351244,1
"Gene17",0.242529346389776,1
"Gene18",0.327447860678652,1
"Gene19",0.758464534404768,1
"Gene20",0.738868293041855,1
"Gene21",0.313893915561159,1
"Gene22",0.827109604237409,1
"Gene23",0.963129260157774,1
"Gene24",0.0257118765710619,1
"Gene25",0.44959627361459,1
"Gene26",0.0775692599731768,1
"Gene27",0.371805943553949,1
"Gene28",0.567372437762281,1
"Gene29",0.101500962660467,1
"Gene30",0.535006424580605,1
"Gene31",0.0165079869717293,1
"Gene32",0.111294027787202,1
"Gene33",0.760451483031776,1
"Gene34",0.726148456496596,1
"Gene35",0.73286919199467,1
"Gene36",0.212181697174903,1
"Gene37",0.00397915957192385,1
"Gene38",0.499812865396147,1
"Gene39",0.48231267048453,1
"Gene40",0.566469532559886,1
"Gene41",0.0995256391771453,1
"Gene42",0.91010810815183,1
"Gene43",0.818907635059053,1
"Gene44",0.320929731068805,1
"Gene45",0.699274230889529,1
"Gene46",0.769469482610195,1
"Gene47",0.379072188897746,1
"Gene48",0.281923544778372,1
"Gene49",0.958281099467882,1
"Gene50",0.0609448712089204,1
"Gene51",0.158768743689984,1
"Gene52",0.936017657817984,1
"Gene53",0.293152116810801,1
"Gene54",0.576479280939631,1
"Gene55",0.353213979272536,1
"Gene56",0.151485583170678,1
"Gene57",0.196625791060726,1
"Gene58",0.240616248529071,1
"Gene59",0.197752582524757,1
"Gene60",0.492611046379849,1
"Gene61",0.247869403750192,1
"Gene62",0.133471017745265,1
"Gene63",0.285095823955878,1
"Gene64",0.977598393008199,1
"Gene65",0.783013274616714,1
"Gene66",0.76085852232739,1
"Gene67",0.809816148892965,1
"Gene68",0.247227018760969,1
"Gene69",0.576224213582345,1
"Gene70",0.442699438749056,1
"Gene71",0.812397476975351,1
"Gene72",0.336199186201911,1
"Gene73",0.387883936802289,1
"Gene74",0.858043294067021,1
"Gene75",0.81821663190299,1
"Gene76",0.646493566164363,1
"Gene77",0.801564224997022,1
"Gene78",0.737899645446836,1
"Gene79",0.556277232605849,1
"Gene80",0.997795961727712,1
"Gene81",0.269047242707944,1
"Gene82",0.913292122194599,1
"Gene83",0.0334179775377185,1
"Gene84",0.00996878095085496,1
"Gene85",0.0165754840156226,1
"Gene86",0.730608255645902,1
"Gene87",0.82305716904339,1
"Gene88",0.196678307566321,1
"Gene89",0.943132545954119,1
"Gene90",0.773321223285462,1
"Gene91",0.143966150763405,1
"Gene92",0.766550164340723,1
"Gene93",0.278611864524033,1
"Gene94",0.756456077139613,1
"Gene95",0.336020998510534,1
"Gene96",0.346387141619653,1
"Gene97",0.670140505472196,1
"Gene98",0.921859386246675,1
"Gene99",0.802894203216683,1
"Gene100",0.05995753519969,1
"Gene101",0.172373618576188,1
"Gene102",0.260221643114047,1
"Gene103",0.463649152849709,1
"Gene104",0.0379878517085163,1
"Gene105",0.150656695035884,1
"Gene106",0.583371128791209,1
"Gene107",0.606097123756685,1
"Gene108",0.376085558158215,1
"Gene109",0.285386955441054,1
"Gene110",0.991134579918043,1
"Gene111",0.440500299913458,1
"Gene112",0.892811924924101,1
"Gene113",0.702906490242149,1
"Gene114",0.723643322210447,1
"Gene115",0.773937407038503,1
"Gene116",0.691096855962199,1
"Gene117",0.732027138186792,1
"Gene118",0.909112274377082,1
"Gene119",0.179505762547027,1
"Gene120",0.22709225066515,1
"Gene121",0.176809812266957,1
"Gene122",0.527299896063449,1
"Gene123",0.526810181020521,1
"Gene124",0.928573615585427,1
"Gene125",0.193104334768501,1
"Gene126",0.580506712430892,1
"Gene127",0.895917984113218,1
"Gene128",0.275678579323187,1
"Gene129",0.0704258599997185,1
"Gene130",0.275789766370984,1
"Gene131",0.821890132075569,1
"Gene132",0.192156492783701,1
"Gene133",0.42389410882699,1
"Gene134",0.852231142564958,1
"Gene135",0.89758261485911,1
"Gene136",0.851817534464007,1
"Gene137",0.178302062751843,1
"Gene138",0.858482646485301,1
"Gene139",0.860202055161514,1
"Gene140",0.63261745246206,1
"Gene141",0.7473789379162,1
"Gene142",0.5648961159424,1
"Gene143",0.885005405646423,1
"Gene144",0.917978302699747,1
"Gene145",0.882002913313149,1
"Gene146",0.0857457863258368,1
"Gene147",0.210449283684284,1
"Gene148",0.206116468904438,1
"Gene149",0.875693475846467,1
"Gene150",0.419682306418934,1
"Gene151",0.484570086132062,1
"Gene152",0.346445049029652,1
"Gene153",0.196292051090282,1
"Gene154",0.395625856836743,1
"Gene155",0.68402245918644,1
"Gene156",0.610401256362252,1
"Gene157",0.759457878558712,1
"Gene158",0.750688318268037,1
"Gene159",0.240494007908783,1
"Gene160",0.571608522615924,1
"Gene161",0.61007899357833,1
"Gene162",0.397762305497217,1
"Gene163",0.327992068537386,1
"Gene164",0.0503873925763604,1
"Gene165",0.231090984679282,1
"Gene166",0.0278042196329783,1
"Gene167",0.936522832552772,1
