"","pval","qval"
"Gene7516",0.00198293206010158,0.919260470254057
"Gene3749",0.919260455404583,0.919260470254057
"Gene8282",0.919260455405083,0.919260470254057
"Gene6428",0.919260455405306,0.919260470254057
"Gene9561",0.919260455408923,0.919260470254057
"Gene1489",0.919260455409034,0.919260470254057
"Gene6245",0.91926045540909,0.919260470254057
"Gene2867",0.919260455410203,0.919260470254057
"Gene418",0.919260455411538,0.919260470254057
"Gene8438",0.91926045541343,0.919260470254057
"Gene7389",0.919260455413652,0.919260470254057
"Gene4466",0.919260455413764,0.919260470254057
"Gene9764",0.919260455414209,0.919260470254057
"Gene8851",0.919260455417269,0.919260470254057
"Gene3655",0.919260455418271,0.919260470254057
"Gene5492",0.919260455419384,0.919260470254057
"Gene5577",0.919260455404026,0.919260470254057
"Gene7983",0.919260455402357,0.919260470254057
"Gene3672",0.919260455401133,0.919260470254057
"Gene7249",0.919260455400242,0.919260470254057
"Gene2071",0.919260455373701,0.919260470254057
"Gene5116",0.919260455374313,0.919260470254057
"Gene9992",0.919260455377485,0.919260470254057
"Gene3367",0.919260455377874,0.919260470254057
"Gene4485",0.919260455381936,0.919260470254057
"Gene4155",0.919260455383494,0.919260470254057
"Gene7481",0.919260455384106,0.919260470254057
"Gene4834",0.919260455421888,0.919260470254057
"Gene867",0.919260455385219,0.919260470254057
"Gene1056",0.919260455386053,0.919260470254057
"Gene9498",0.919260455386499,0.919260470254057
"Gene4313",0.919260455389281,0.919260470254057
"Gene3961",0.91926045538967,0.919260470254057
"Gene4091",0.919260455390561,0.919260470254057
"Gene6928",0.919260455390783,0.919260470254057
"Gene9295",0.919260455391061,0.919260470254057
"Gene1048",0.919260455385942,0.919260470254057
"Gene7886",0.919260455373589,0.919260470254057
"Gene8717",0.919260455421943,0.919260470254057
"Gene8202",0.919260455425004,0.919260470254057
"Gene6029",0.919260455450043,0.919260470254057
"Gene9932",0.919260455450877,0.919260470254057
"Gene5991",0.919260455451156,0.919260470254057
"Gene1840",0.919260455451211,0.919260470254057
"Gene3633",0.919260455451601,0.919260470254057
"Gene8607",0.919260455454439,0.919260470254057
"Gene3763",0.919260455456108,0.919260470254057
"Gene5473",0.919260455458946,0.919260470254057
"Gene569",0.919260455461561,0.919260470254057
"Gene5425",0.919260455461783,0.919260470254057
"Gene4977",0.919260455465178,0.919260470254057
"Gene3591",0.919260455466458,0.919260470254057
"Gene2679",0.919260455466569,0.919260470254057
"Gene6286",0.919260455466569,0.919260470254057
"Gene8538",0.919260455467403,0.919260470254057
"Gene7033",0.919260455446148,0.919260470254057
"Gene4317",0.919260455444701,0.919260470254057
"Gene2412",0.919260455443811,0.919260470254057
"Gene9642",0.919260455443699,0.919260470254057
"Gene1094",0.919260455426116,0.919260470254057
"Gene9908",0.919260455426506,0.919260470254057
"Gene8981",0.919260455427674,0.919260470254057
"Gene345",0.919260455427939,0.919260470254057
"Gene7519",0.919260455429566,0.919260470254057
"Gene7364",0.919260455429789,0.919260470254057
"Gene4142",0.919260455430123,0.919260470254057
"Gene877",0.919260455423946,0.919260470254057
"Gene3886",0.919260455430735,0.919260470254057
"Gene9955",0.919260455437078,0.919260470254057
"Gene3641",0.919260455437579,0.919260470254057
"Gene5924",0.919260455439916,0.919260470254057
"Gene6902",0.919260455440138,0.919260470254057
"Gene9728",0.919260455441084,0.919260470254057
"Gene4368",0.919260455442809,0.919260470254057
"Gene6587",0.919260455442921,0.919260470254057
"Gene8316",0.919260455436466,0.919260470254057
"Gene6398",0.919260455468182,0.919260470254057
"Gene4175",0.919260455371586,0.919260470254057
"Gene6091",0.919260455367803,0.919260470254057
"Gene6740",0.919260455281389,0.919260470254057
"Gene2535",0.91926045528228,0.919260470254057
"Gene5007",0.919260455288734,0.919260470254057
"Gene6638",0.919260455288845,0.919260470254057
"Gene4886",0.919260455290737,0.919260470254057
"Gene9701",0.919260455291294,0.919260470254057
"Gene3972",0.919260455292184,0.919260470254057
"Gene1107",0.919260455293408,0.919260470254057
"Gene911",0.919260455295856,0.919260470254057
"Gene6840",0.919260455295968,0.919260470254057
"Gene7194",0.919260455296468,0.919260470254057
"Gene3797",0.919260455298972,0.919260470254057
"Gene5688",0.919260455299028,0.919260470254057
"Gene7881",0.919260455300697,0.919260470254057
"Gene5773",0.919260455300976,0.919260470254057
"Gene5266",0.919260455280722,0.919260470254057
"Gene4692",0.919260455272542,0.919260470254057
"Gene8140",0.919260455272542,0.919260470254057
"Gene9365",0.919260455271707,0.919260470254057
"Gene7621",0.919260455245611,0.919260470254057
"Gene947",0.919260455245889,0.919260470254057
"Gene5283",0.919260455246835,0.919260470254057
"Gene7892",0.919260455249228,0.919260470254057
"Gene3120",0.919260455254458,0.919260470254057
"Gene95",0.919260455256461,0.919260470254057
"Gene9366",0.919260455257797,0.919260470254057
"Gene8785",0.919260455306818,0.919260470254057
"Gene8533",0.919260455259188,0.919260470254057
"Gene512",0.919260455263027,0.919260470254057
"Gene3358",0.919260455263138,0.919260470254057
"Gene3524",0.919260455263194,0.919260470254057
"Gene9084",0.919260455264863,0.919260470254057
"Gene2847",0.919260455265642,0.919260470254057
"Gene550",0.919260455266296,0.919260470254057
"Gene603",0.919260455268369,0.919260470254057
"Gene7577",0.919260455261525,0.919260470254057
"Gene544",0.919260455370418,0.919260470254057
"Gene7716",0.919260455310379,0.919260470254057
"Gene2713",0.919260455311715,0.919260470254057
"Gene1731",0.91926045534332,0.919260470254057
"Gene4784",0.919260455343375,0.919260470254057
"Gene62",0.919260455344878,0.919260470254057
"Gene2169",0.919260455348828,0.919260470254057
"Gene1521",0.919260455351611,0.919260470254057
"Gene3080",0.919260455353502,0.919260470254057
"Gene8896",0.919260455355116,0.919260470254057
"Gene6513",0.919260455356507,0.919260470254057
"Gene9859",0.919260455358288,0.919260470254057
"Gene3336",0.91926045536235,0.919260470254057
"Gene5864",0.919260455363073,0.919260470254057
"Gene7543",0.919260455363574,0.919260470254057
"Gene8831",0.919260455365021,0.919260470254057
"Gene377",0.91926045536669,0.919260470254057
"Gene6153",0.919260455367524,0.919260470254057
"Gene2909",0.919260455342541,0.919260470254057
"Gene2193",0.919260455339035,0.919260470254057
"Gene5803",0.91926045533859,0.919260470254057
"Gene928",0.919260455338256,0.919260470254057
"Gene6061",0.91926045531305,0.919260470254057
"Gene7288",0.919260455318614,0.919260470254057
"Gene8927",0.919260455320673,0.919260470254057
"Gene6193",0.919260455321174,0.919260470254057
"Gene4284",0.919260455321341,0.919260470254057
"Gene6524",0.919260455321675,0.919260470254057
"Gene3709",0.919260455325959,0.919260470254057
"Gene2582",0.919260455310713,0.919260470254057
"Gene7296",0.919260455328463,0.919260470254057
"Gene9433",0.919260455331078,0.919260470254057
"Gene5951",0.919260455332024,0.919260470254057
"Gene8570",0.919260455332915,0.919260470254057
"Gene4497",0.919260455334361,0.919260470254057
"Gene5246",0.91926045533642,0.919260470254057
"Gene3432",0.919260455336587,0.919260470254057
"Gene2949",0.919260455338201,0.919260470254057
"Gene5692",0.919260455330244,0.919260470254057
