"","combinedPval","adjustedPval"
"Gene1",0.865641629370026,1
"Gene2",0.780884602697746,1
"Gene3",0.158078811210934,1
"Gene4",0.313062471305959,1
"Gene5",0.0828391303791813,1
"Gene6",0.972564246749203,1
"Gene7",0.85620850067638,1
"Gene8",0.382334537621311,1
"Gene9",0.118446941416704,1
"Gene10",0.378311568337479,1
"Gene11",0.67686256571055,1
"Gene12",0.414663438079994,1
"Gene13",0.857677021280335,1
"Gene14",0.936834943466127,1
"Gene15",0.891490149631755,1
"Gene16",0.475690980519882,1
"Gene17",0.96151607909603,1
"Gene18",0.600154598533157,1
"Gene19",0.790011968827437,1
"Gene20",0.597138011992328,1
"Gene21",0.693019950893963,1
"Gene22",0.844554385871762,1
"Gene23",0.661367914624788,1
"Gene24",0.782546981786787,1
"Gene25",0.341949408225807,1
"Gene26",0.518346182076688,1
"Gene27",0.411898741177549,1
"Gene28",0.473722301477009,1
"Gene29",0.531682273419547,1
"Gene30",0.0562328133048108,1
"Gene31",0.327674047212679,1
"Gene32",0.38360440684316,1
"Gene33",0.376917489826295,1
"Gene34",0.825460838512269,1
"Gene35",0.361559425635941,1
"Gene36",0.248232720529795,1
"Gene37",0.085647125860709,1
"Gene38",0.00552281897195017,1
"Gene39",0.244604372216708,1
"Gene40",0.128654910029757,1
"Gene41",0.316352234659791,1
"Gene42",0.110816097283947,1
"Gene43",0.000472663982125754,1
"Gene44",0.741993544797904,1
"Gene45",0.917738139870238,1
"Gene46",0.985913380819658,1
"Gene47",0.841791264358903,1
"Gene48",0.0437964656557164,1
"Gene49",0.950706570425988,1
"Gene50",0.99519949147236,1
"Gene51",0.556343727387,1
"Gene52",0.408014947204783,1
"Gene53",0.0344267825989384,1
"Gene54",0.820695222594923,1
"Gene55",0.118211272577051,1
"Gene56",0.681781630767795,1
"Gene57",0.520264266992505,1
"Gene58",0.807824757954717,1
"Gene59",0.690358267550698,1
"Gene60",0.654953397546608,1
"Gene61",0.435133218646127,1
"Gene62",0.545949240338615,1
"Gene63",0.302698333968022,1
"Gene64",0.143283741474498,1
"Gene65",0.462556013885306,1
"Gene66",0.212164715669659,1
"Gene67",0.109834608432552,1
"Gene68",0.976344144188542,1
"Gene69",0.874523287795922,1
"Gene70",0.613590416435485,1
"Gene71",0.722222022327849,1
"Gene72",0.488462036149351,1
"Gene73",0.712170429719808,1
"Gene74",0.921088517980847,1
"Gene75",0.839851058829082,1
"Gene76",0.279746276931464,1
"Gene77",0.318638864872044,1
"Gene78",0.963632465302167,1
"Gene79",0.158457565183821,1
"Gene80",0.365597623029102,1
"Gene81",0.310443601577074,1
"Gene82",0.434773741101656,1
"Gene83",0.739906997731337,1
"Gene84",0.213255258220977,1
"Gene85",0.0632731907165885,1
"Gene86",0.281703052739869,1
"Gene87",0.607316256799585,1
"Gene88",0.476035989859904,1
"Gene89",0.63463149843317,1
"Gene90",0.366247906063973,1
"Gene91",0.698756566079291,1
"Gene92",0.640292983336971,1
"Gene93",0.509108011107347,1
"Gene94",0.0116882604349895,1
"Gene95",0.870156168443074,1
"Gene96",0.0904362967557025,1
"Gene97",0.461037048816527,1
"Gene98",0.606874805721013,1
"Gene99",0.368841695290129,1
"Gene100",0.0681855792031125,1
"Gene101",0.4339745909754,1
"Gene102",0.297747973288717,1
"Gene103",0.478272450298423,1
"Gene104",0.87844936989756,1
"Gene105",0.711026123941985,1
"Gene106",0.987309345309205,1
"Gene107",0.719865129077789,1
"Gene108",0.791823262818092,1
"Gene109",0.254390875559117,1
"Gene110",0.386161026595027,1
"Gene111",0.266845775122297,1
"Gene112",0.341854709314328,1
"Gene113",0.0658771412695253,1
"Gene114",0.781488889669728,1
"Gene115",0.0792699501752709,1
"Gene116",0.00184879298028662,1
"Gene117",0.230212092042172,1
"Gene118",0.0417390364856265,1
"Gene119",0.48475716588704,1
"Gene120",0.745728901964843,1
"Gene121",0.0402709747650916,1
"Gene122",0.150479442080536,1
"Gene123",0.105589899844221,1
"Gene124",0.778677838646548,1
"Gene125",0.293354401497182,1
"Gene126",0.219175716751041,1
"Gene127",0.934909930243406,1
"Gene128",0.245178942202431,1
"Gene129",0.776807301907691,1
"Gene130",0.112016408187686,1
"Gene131",0.631182917871877,1
"Gene132",0.806230976033673,1
"Gene133",0.383109604672697,1
"Gene134",0.0251473522256496,1
"Gene135",0.29060859827224,1
"Gene136",0.797686005002244,1
"Gene137",0.115048168206162,1
"Gene138",0.474730869448039,1
"Gene139",0.547493158911149,1
"Gene140",0.0407371842254742,1
"Gene141",0.611250243738542,1
"Gene142",0.806506574443159,1
"Gene143",0.00654732041993211,1
"Gene144",0.309805929483567,1
"Gene145",0.796346155446373,1
"Gene146",0.203176185647171,1
"Gene147",0.644134641424347,1
"Gene148",0.919023136158664,1
"Gene149",0.703636550420865,1
"Gene150",0.136874760014793,1
"Gene151",0.495069143432063,1
"Gene152",0.719338783136154,1
"Gene153",0.469563014059087,1
"Gene154",0.0444367530807626,1
"Gene155",0.334953500621417,1
"Gene156",0.589511487365237,1
"Gene157",0.940745394997447,1
"Gene158",0.796912121931444,1
"Gene159",0.0116937430589911,1
"Gene160",0.187111778571846,1
"Gene161",0.0577207594163944,1
"Gene162",0.793452988126621,1
"Gene163",0.217021250937184,1
"Gene164",0.129440869817092,1
"Gene165",0.798785294069136,1
"Gene166",0.949830540990089,1
"Gene167",0.00157054777626198,1
"Gene168",0.337111146550664,1
"Gene169",0.539955302489656,1
"Gene170",0.830733952596032,1
"Gene171",0.204762794691444,1
