"","combinedPval","adjustedPval"
"Gene1",0.695900493101405,1
"Gene2",0.847495850114505,1
"Gene3",0.153999888296152,1
"Gene4",0.245378452189799,1
"Gene5",0.480693356856163,1
"Gene6",0.445254762145865,1
"Gene7",0.624945160767115,1
"Gene8",0.737124438690826,1
"Gene9",0.0394922897024175,1
"Gene10",0.651777849969488,1
"Gene11",0.980246648995266,1
"Gene12",0.293317566718416,1
"Gene13",0.387752628970644,1
"Gene14",0.352891633701643,1
"Gene15",0.439791506698494,1
"Gene16",0.42391077134965,1
"Gene17",0.161542724863909,1
"Gene18",0.880949750260199,1
"Gene19",0.729142810370996,1
"Gene20",0.378439202588901,1
"Gene21",0.895237399763136,1
"Gene22",0.983754154205396,1
"Gene23",0.832703331956158,1
"Gene24",0.990609103864338,1
"Gene25",0.277818070171543,1
"Gene26",0.125891020881547,1
"Gene27",0.41725091471803,1
"Gene28",0.0366544314748745,1
"Gene29",0.623444706609029,1
"Gene30",0.136224886289274,1
"Gene31",0.943697991892446,1
"Gene32",0.219788842554596,1
"Gene33",0.977349780161189,1
"Gene34",0.394256663712929,1
"Gene35",0.0855830214514115,1
"Gene36",0.103102239870636,1
"Gene37",0.985130292877402,1
"Gene38",0.0188408717365641,1
"Gene39",0.081278695539712,1
"Gene40",0.569094065156953,1
"Gene41",0.525097641173901,1
"Gene42",0.353145385597579,1
"Gene43",0.000484979412266995,1
"Gene44",0.300506545393778,1
"Gene45",0.560505782093974,1
"Gene46",0.989826645942256,1
"Gene47",0.399199318946616,1
"Gene48",0.0572201611820008,1
"Gene49",0.765281717372555,1
"Gene50",0.183916317900141,1
"Gene51",0.838410773218631,1
"Gene52",0.201682852820115,1
"Gene53",0.0613328908692206,1
"Gene54",0.133696000925928,1
"Gene55",0.138084292178384,1
"Gene56",0.737716590052686,1
"Gene57",0.864297136005367,1
"Gene58",0.943363303917198,1
"Gene59",0.681028334302321,1
"Gene60",0.559537796922462,1
"Gene61",0.473139955065048,1
"Gene62",0.778362575182346,1
"Gene63",0.0757528704665089,1
"Gene64",0.068697402979211,1
"Gene65",0.501580258022763,1
"Gene66",0.153293810856849,1
"Gene67",0.0833462602371804,1
"Gene68",0.98700000501744,1
