"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"Gene41",0.818419776826331,0.870419841019996,0.997822617542971,0.999772395355074,0.941957989306408,0.923895225200198,0.886457358037805,0.820716823919249,0.740319932432949,0.985272679139891,0.583102907376745,0.909414052564855
"Gene42",0.868231576172689,0.969350214881984,0.895196420254865,0.662336874878672,0.973345462672132,0.138512265807247,0.999772395355074,0.999772395355074,0.974823292480925,1,0.928537465955731,0.904582715520995
"Gene43",0.809243347561883,0.775384232434889,0.82812218763973,0.544199644525631,0.999772395355074,0.999772395355074,0.958658382890095,0.953806620158297,0.996838361769427,0.999772395355074,0.919827862494701,0.978966009540843
"Gene44",0.328661133207579,0.909642515418015,0.445624089866663,0.860273831425732,0.994289670288234,0.999772395355074,0.577964534443218,0.996838361769427,0.999772395355074,0.926848194670953,0.999838481123577,0.999772395355074
"Gene45",0.818481855585573,0.706800441754892,0.999838481123577,0.868251228021717,0.628944364657553,0.729555622049072,0.999772395355074,0.989686476910513,0.999772395355074,0.199395343016316,0.442324954505428,0.964583290736609
"Gene46",0.740385681959679,0.790572953025218,0.791629079911554,0.640219805619592,0.991936868651204,0.783193603622484,0.951865377403269,0.742402595003757,0.926810383230476,0.954763381366176,0.76669676729122,0.585987671837827
"Gene47",0.851061808597145,0.999772395355074,0.663577704891095,0.997103913186301,0.741284758667959,0.760767834238542,0.648018257274175,0.999772395355074,0.997216667833126,0.987698774173438,0.281125102040324,0.927615617998785
"Gene48",0.992285505938587,0.986302411494171,0.910248227756051,0.99879223442981,0.999772395355074,0.421836015633223,0.800382964632304,0.999772395355074,0.849781039011639,0.902180790498151,0.974691508717865,0.999838481123577
"Gene49",0.999772395355074,0.713966131848926,0.781013704552117,0.852767535708003,0.62344235183044,0.999772395355074,0.872445390452958,0.975329531263729,0.883505543532234,0.982233225978065,0.999772395355074,0.76447395235117
"Gene50",0.885925061513078,0.804863299137962,0.811051379722326,0.287432666082701,0.869146361416951,0.374838175386571,0.932255861586602,0.98099973306382,0.936077548063109,0.868484881713655,0.893502331996651,0.70285185615398
"Gene51",0.997181009663713,0.895467329209213,0.87913382008332,0.172175454000624,0.735028071403067,0.9411723853171,0.990151629856016,1,0.908866610029385,0.995355672338684,0.990420287341453,0.926955845632755
"Gene52",0.653262679402022,0.999772395355074,0.876870734803614,0.999772395355074,0.999772395355074,0.999772395355074,0.999772395355074,0.895843463303825,0.78822659331691,0.955060155040212,0.822861902390907,0.897808134922175
"Gene53",0.724276855548143,0.890151331149233,0.901632239559554,0.639433024437852,0.999772395355074,0.788217772476796,0.994775703792126,0.880756544572073,0.972018581737372,0.999772395355074,0.992773247099609,0.999772395355074
"Gene54",0.969009965850099,0.94054975606595,0.999772395355074,0.990977258607044,0.579895954451817,0.864652977438375,0.944773206040345,0.834609772081207,0.963230358338383,0.948723545195404,0.881873145749524,0.752809885888888
"Gene55",0.99368999058499,0.732388491805782,0.999772395355074,0.999772395355074,0.731792107077991,0.893316816797695,0.62810709498629,0.999772395355074,0.906265743528093,0.897808134922175,0.999772395355074,0.919478532327078
"Gene56",0.814898687963353,0.640756568630989,0.941957989306408,0.792944442009348,0.727975676114126,0.999772395355074,0.93524533592519,0.981143977525952,0.875520537386299,0.981408029582154,0.999772395355074,0.982306049740464
"Gene57",0.95874108429229,0.869727846267046,0.999772395355074,0.649349733475475,0.645114771296589,0.999772395355074,0.972744600619671,0.945111623099741,0.826476706151675,0.809806688168568,0.896289907697344,0.965908681293235
"Gene58",0.903980882048837,0.999772395355074,0.785301777854577,0.71208304528694,0.999368090341809,0.984311766063227,1,0.88825900123124,0.999772395355074,0.755936107385773,1,0.793660341560433
"Gene59",1,0.999772395355074,0.999772395355074,0.809541335279009,0.930000084314638,0.919955994146556,0.823405596941094,0.999772395355074,0.784399297495617,0.941957989306408,0.961827439728298,0.997934204933334
"Gene60",0.953094001360964,0.708906294071044,0.516754067303244,0.999772395355074,0.554662638907156,0.942320650571392,0.713638221094051,0.878135465415988,0.631375668804843,0.984211112883396,0.999772395355074,0.963230358338383
"Gene61",0.999772395355074,0.997757993878922,0.999872896158204,0.951193790945879,0.52964296863301,0.375160672226297,0.945343078655888,0.955103692284787,0.997216667833126,0.80473883799251,0.283527992278239,0.786552842194881
"Gene62",0.416364351536481,0.835453634296269,0.997181009663713,0.736826164866021,0.792399071619054,0.999772395355074,0.690295025641044,0.903663269485226,0.116019055266594,0.999772395355074,0.963929906567607,0.758080094003228
"Gene63",0.797744065730678,0.888442643974232,0.999772395355074,0.873681783262753,0.979374167598205,0.999772395355074,0.9023599047502,0.856647509475227,0.999772395355074,0.676627064140866,0.997580601709488,0.784147311485777
"Gene64",0.999772395355074,0.968970657836248,0.999772395355074,0.965036096409717,0.709010715248821,0.538141144268099,0.999772395355074,0.901010734235158,0.848631045708519,0.977024799429215,0.854760554110063,0.815687506966738
"Gene65",0.826518777202338,0.996838361769427,0.950758176833378,0.999772395355074,0.999772395355074,0.987367388903725,0.915779026119662,0.997015928789343,0.94244998896629,0.981492462824672,0.870061647776525,0.999772395355074
"Gene66",0.671109776723279,0.901017760327301,0.909094319349996,0.999772395355074,0.947943473471879,0.991607215012771,0.76223971509039,0.78929133099508,0.791668819843448,0.999772395355074,0.979660304380158,0.999772395355074
"Gene67",0.942548993635942,0.903163730034526,0.999772395355074,0.999772395355074,0.999772395355074,0.615928251727851,0.992935908041456,0.999877882049836,0.968422399214292,0.999772395355074,0.894259274262059,0.999772395355074
"Gene68",0.968970657836248,0.946096070416695,0.905066334044863,0.521140136110744,0.701425185320505,0.922136951746359,0.978217163986453,0.832017222720044,0.966458048326077,0.906915935959007,0.99798160350509,0.999772395355074
"Gene69",0.293748710942513,0.825821627191321,0.577964534443218,0.966098455588643,0.8358961375716,0.916414645361749,0.999772395355074,0.959129548073677,0.999772395355074,0.999772395355074,0.887227535175332,0.851366668179422
"Gene70",0.767699695172502,0.798792300014468,0.70215716445002,0.981368463965096,0.999772395355074,0.344913155309962,0.949360075645455,0.988858008021475,0.95013106006561,0.970250763461862,0.989686476910513,0.922585695431948
"Gene71",0.994332196957726,0.94534051355122,0.952614207994254,0.869727846267046,0.999772395355074,0.997882140218289,0.763693762292669,0.804080339193859,0.75527375811306,0.956190849567347,0.964344313563382,0.551043922955554
"Gene72",0.956776516353145,0.999772395355074,0.999772395355074,0.995675530024303,0.995015421356286,0.999772395355074,0.999772395355074,0.77235529399861,0.948946861419657,0.999772395355074,0.950444593951591,0.906374920184985
"Gene73",0.969564826474174,0.964344313563382,0.831637401495821,0.769313803065952,0.845214217057407,0.999772395355074,0.915020190197,0.999772395355074,0.800108496262055,0.999772395355074,0.997181009663713,0.914628333420555
"Gene74",0.904950763174929,0.990316762109214,0.937258448296476,0.999772395355074,0.952327114454018,0.99984368687946,0.749625768844366,0.840018404404518,0.413845642310341,0.999772395355074,0.982245140275694,0.84893891222204
"Gene75",0.781990249718781,0.870095508872183,0.984483993522536,0.765485892032034,0.944596346810846,0.999772395355074,0.999772395355074,0.999772395355074,0.890446443986981,0.999772395355074,0.973819624507524,0.931021051613175
"Gene76",0.943554542124391,0.997908986786538,0.950774838615135,0.999772395355074,0.98597710051888,0.96706726865238,0.837624592174473,0.814466579926467,0.999772395355074,0.999772395355074,0.997216667833126,0.99503088748758
"Gene77",0.473247207223633,0.758207896079783,0.555326804880091,0.826958125017477,0.999772395355074,0.83055244663196,0.639435246308861,0.906265743528093,0.970302154622099,0.514166856532994,0.569939095992134,0.949452948010816
"Gene78",0.966817724535089,0.999772395355074,0.744105123442314,0.856834224060174,0.912717453171896,0.99984368687946,0.961459457972755,0.895885683030029,0.894731318176793,0.999772395355074,0.965851638078863,0.995846546133225
"Gene79",0.784339156018739,0.996998360002082,0.999772395355074,0.850285582012165,0.952520521256885,0.999772395355074,0.924406715674014,0.873330886508525,0.999772395355074,0.929815089677491,0.990977258607044,0.999468653435538
"Gene80",0.997216667833126,0.97293535623471,0.963465558879763,0.794879283584617,0.999772395355074,0.715098161715738,0.585204476359599,0.848299785625941,0.897808134922175,0.888442643974232,0.840189686581203,0.966941000461768
"Gene81",0.920872747392073,0.854783792101849,0.797856779779902,0.2845471119588,0.663564280246977,0.834601772114649,0.989251148271987,0.999772395355074,0.892658469693845,0.960099805879302,0.999772395355074,0.999838481123577
"Gene82",0.964306682274233,0.793050654073889,0.954110283711059,0.972744600619671,0.978082950075494,0.826118253292418,0.979178031048077,0.94534051355122,0.974883700495796,0.765833496077084,0.990977258607044,0.672796687619655
"Gene83",0.555420988852274,0.984610739838767,0.952614207994254,0.876818172472864,0.999772395355074,0.769313803065952,0.925901744117041,0.995409033960998,0.917121990825625,0.901202661777212,0.722934840981238,0.557995324889535
"Gene84",0.803110767475008,0.834767573706346,0.947270532685576,0.798528308314259,0.969023679896028,0.159903305168596,0.66092055795769,0.995314677847109,0.974050535089355,0.94652857776631,0.999772395355074,0.839017263104016
"Gene85",0.921477582735096,0.999772395355074,0.999772395355074,0.999772395355074,0.930000084314638,0.985767061109861,0.41423210072913,0.97460955993682,0.999772395355074,0.927429709358993,0.440713613269265,0.826704477335069
"Gene86",0.487569789869367,0.955058048950025,0.934944071375184,0.965908681293235,0.950234440812245,0.998162585643674,0.925901744117041,0.925294577311142,0.774370231508318,0.999772395355074,0.546073503131024,0.949359233277453
"Gene87",0.999772395355074,0.901017760327301,0.833678988981607,0.883505543532234,0.971756799381868,0.981818354782242,0.906265743528093,0.99060120443254,0.987817210915176,0.939895281506098,0.999772395355074,0.999772395355074
"Gene88",0.658228674580736,0.999772395355074,0.989686476910513,0.999772395355074,0.994775703792126,0.999772395355074,0.981818354782242,0.894575296541569,0.989686476910513,0.989109816252879,0.888893966631581,0.900794545862766
"Gene89",0.836150430127183,0.847196970159462,0.930340976836138,0.738866788339229,0.999772395355074,0.838286742965462,0.795885703309677,0.739113795677716,0.803213757255874,0.999772395355074,0.999877882049836,0.815834223056801
"Gene90",0.934905248096073,0.977078374717136,0.900884797724436,0.524798852843841,0.699753934866496,0.672934712953528,0.911104592612069,0.999772395355074,0.972958969573912,0.730305952898091,0.538559612586567,0.920974342407201
"Gene91",0.999838481123577,0.999772395355074,0.945681478037612,0.911206538210833,1,0.793142128453305,0.999772395355074,0.999772395355074,0.942510577325139,0.888442643974232,0.993534651762849,0.984311766063227
"Gene92",0.984211112883396,0.999772395355074,0.66970727717504,0.901390591022181,0.999772395355074,0.992607061641127,0.985272679139891,0.997138820479626,0.919371952423928,0.976142441039134,0.866309215741912,0.999772395355074
"Gene93",0.999772395355074,0.834337573810912,0.983710121141021,0.919371952423928,0.732726734822593,0.788426475000926,0.999772395355074,0.992477431441752,0.999368090341809,0.999838481123577,0.971910450841012,0.999772395355074
"Gene94",0.983792769847445,0.832720422982293,0.999279621025034,0.800763726129245,0.746710717600314,0.845268758654339,0.983089370182412,0.999772395355074,0.999772395355074,0.911535069416009,0.983545691301979,0.909186518607941
"Gene95",0.722875925807345,0.373663963900786,0.972744600619671,0.869071496714982,0.991677579973829,0.999772395355074,0.841092977664108,0.999772395355074,0.999772395355074,0.926848354593978,0.955573952702295,0.858992514799804
"Gene96",0.50227940788749,0.851800225800953,0.799794019849958,0.748452081089217,0.939773177042017,0.866377938801762,0.999772395355074,0.871688914227756,0.986577613091441,0.678102727397912,0.999772395355074,0.981913162032337
"Gene97",0.99744081332901,0.941957989306408,0.999107559957977,0.647770518877382,0.999772395355074,0.607178962994263,0.622202234355752,0.999772395355074,0.877228236856405,0.999772395355074,0.999772395355074,0.999107559957977
"Gene98",0.781873198730412,0.999772395355074,0.953684759180628,0.894375591259192,0.904754348518046,0.999772395355074,0.859579640536529,0.93503110099477,0.999772395355074,0.715453151929121,0.716982085317933,0.752312837528109
"Gene99",0.976169585874584,0.897759665538632,0.991358886796572,0.787977120030096,0.963260305884828,0.130007284476176,0.915173747504502,0.839017263104016,0.999772395355074,0.859610149967645,0.83444768028219,0.85803389099412
"Gene100",0.868005875011634,0.457648384909529,0.861081660663656,0.999772395355074,0.677961998265471,0.901345662405138,0.847139700933582,0.506702645256221,0.91760697154286,0.999772395355074,0.983991581981109,0.904598435564337
"Gene101",7.05546917960672e-08,0.986415308741731,0.881905233661489,0.859568232459964,0.987882926890957,0.754892777360209,0.00136611184178001,0.945386324168132,0.921614489403722,0.999772395355074,0.935257198790137,0.999772395355074
"Gene102",3.87287101613427e-14,0.791668819843448,0.90056137959649,0.77083952455523,0.999772395355074,0.999772395355074,1.20341664857038e-06,0.450091084720557,0.999772395355074,0.745882313762349,0.999772395355074,0.994775703792126
"Gene103",1.57334543529891e-09,0.729241736056509,0.999772395355074,0.952614207994254,0.720343021209794,0.976256663757532,0.086310192781105,0.647770518877382,0.999772395355074,0.840273991595634,0.80661219331067,0.96431693590865
"Gene104",3.87287101613427e-14,0.000342200905424105,0.780951944913889,0.999772395355074,0.999772395355074,0.999772395355074,0.00361655363679363,0.978217163986453,0.703642957096597,0.60276309786899,0.992015753377955,0.999772395355074
"Gene105",3.87287101613427e-14,0.0948793345835194,0.790426354292066,0.877364843941459,0.395122490845451,0.979374167598205,0.0242618136958631,0.961613264849342,0.537287038928812,0.648685229156995,0.97584629587307,0.864652977438375
"Gene106",1.12203390786585e-11,0.106599742195724,0.872111480328044,0.927936394639925,0.79369005593314,0.904404366705159,0.0274520578612833,0.999772395355074,0.582838835698708,0.969688244090239,0.745621163845546,0.999772395355074
"Gene107",3.87287101613427e-14,0.7463425591682,0.999772395355074,0.999772395355074,0.705672678785449,0.999772395355074,0.120483287865892,0.999772395355074,0.686574197537067,0.989686476910513,0.662220240132117,0.733337475387979
"Gene108",2.32361828992255e-11,0.699238782237249,0.999772395355074,0.986570549835561,0.955141289875571,0.999289427584109,0.000189327858522448,0.370905411870482,0.648979188016782,0.930511214926969,0.922585695431948,0.999772395355074
"Gene109",3.87287101613427e-14,0.0422247229894672,0.991653904940805,0.888442643974232,0.999772395355074,0.960804729131633,0.000353665149172312,0.897808134922175,0.99974085853851,0.904582715520995,0.992413839523212,0.966169511032661
"Gene110",3.87287101613427e-14,0.922842889485845,0.950444593951591,0.999772395355074,0.93788304709563,0.971259385669871,9.97459461850761e-06,0.54639578429466,0.617094080258374,0.947419544402516,0.989686476910513,0.999772395355074
"Gene111",3.87287101613427e-14,0.952614207994254,0.969728625878534,0.999772395355074,0.999772395355074,1,0.181454802777947,0.999772395355074,0.716988715704531,0.927970101291048,0.986631224080261,0.960808655534447
"Gene112",3.87287101613427e-14,0.999872896158204,0.893368713819143,0.525750983846565,0.944650033852244,0.999772395355074,0.232381465571442,0.791668819843448,0.93380623062613,0.687139499952481,0.996838361769427,0.77083952455523
"Gene113",3.87287101613427e-14,0.0265438271924364,0.647770518877382,0.999772395355074,0.870061647776525,0.885925061513078,0.138394849191845,0.93503110099477,0.907966266102282,0.992954278025867,0.903994930534805,0.999772395355074
"Gene114",1.38777878078145e-13,0.00184102536752928,0.974883700495796,0.647770518877382,0.71898411141253,0.936220928499084,0.287967086015527,0.63285306746607,0.794945711212857,0.83055244663196,0.875559350681298,0.970151168026674
"Gene115",5.39322465766545e-11,0.606654875117285,0.788851561292812,0.745368737187713,0.905987516504878,0.996838361769427,2.99981300021661e-10,0.937363223524568,0.995545888794348,0.759423690193503,0.751544820311295,0.72528673109752
"Gene116",4.60221945196526e-09,0.980400008199003,0.752696509896528,0.873891556988416,0.857575356611759,0.869420119942134,0.0336496118785664,0.735028071403067,0.402360793150424,0.916872481450802,0.984311766063227,0.618743046714301
"Gene117",3.44152435773574e-05,0.76825668334629,0.834985805625691,0.919827862494701,0.973345462672132,0.86020538248637,0.193809198352601,0.678928155728088,0.405913308026045,0.999772395355074,0.840302855768779,0.999772395355074
"Gene118",3.87287101613427e-14,0.343914013187547,0.711475073753331,0.999772395355074,0.952614207994254,0.974823292480925,0.0153022446609977,0.676204188449682,0.575644362174716,0.71888491448738,0.123899444335537,1
"Gene119",6.61568078320411e-10,0.231642172312961,0.985263269067974,0.517769858011964,0.725218589553023,0.700964665572097,0.403899346766476,0.981408029582154,0.985734648496434,0.268976143952312,0.934567381974712,0.99064364877254
"Gene120",8.12019195394063e-11,0.415679808401471,0.999772395355074,0.87384446646929,0.784355814741065,0.70285185615398,0.208969268389374,0.943562115463159,0.990151629856016,0.999772395355074,0.990327114472682,0.999772395355074
"Gene121",3.87287101613427e-14,0.396888328653756,0.775924031777896,0.93605884631288,0.95013106006561,0.880969553080292,7.77971945749144e-05,0.958983825059696,0.82766499237983,0.995314677847109,0.9591148101442,0.978127249327128
"Gene122",3.87287101613427e-14,0.544202319861888,0.999772395355074,0.696993961981143,0.94534051355122,0.758080094003228,0.199855283792886,0.955727575621614,0.848984174463985,0.947808560398862,0.985495803855294,0.990977258607044
"Gene123",2.21517183060601e-13,0.999772395355074,0.841299132705927,0.992285505938587,0.999772395355074,0.88057501260307,0.0265002255321476,0.992607061641127,0.883125067245085,0.893095330351589,0.919371952423928,0.775384232434889
"Gene124",3.11372894262688e-12,0.982722034140121,0.999279621025034,0.336667722263814,0.876244338158912,0.999772395355074,0.00743319624865083,0.999772395355074,0.984311766063227,0.999772395355074,0.701406319205643,0.987266737038692
"Gene125",7.6381254262635e-09,0.989125290336302,0.647770518877382,0.917658013144373,0.907701116313181,0.71898411141253,0.103711730301653,0.747847402567849,0.686708743481222,0.756340760038317,0.930665551778061,0.984211112883396
"Gene126",3.87287101613427e-14,0.120208360288018,0.93611901853461,0.919955994146556,0.949360075645455,0.797744065730678,4.2758429401415e-06,0.684583344942216,0.999772395355074,0.869777627514511,0.986415308741731,0.999772395355074
"Gene127",4.74485192081341e-10,0.708742804788113,0.998951199287125,0.854783792101849,0.999772395355074,0.952520521256885,0.401027935615202,0.820327672170087,0.999772395355074,0.829190689503944,0.818419776826331,0.999772395355074
"Gene128",5.59339241590351e-11,0.838375881172957,0.838304809798912,0.932918863171964,0.996805941290135,0.997181009663713,0.177910420991015,0.999772395355074,0.739113795677716,0.999368090341809,0.942203104450374,0.999772395355074
"Gene129",2.36031666652592e-12,0.977664964255092,0.999279621025034,0.597789186891886,0.927297404058588,0.997554072273473,0.00271348690582615,0.993240118795398,0.885527968879341,0.999772395355074,0.995314677847109,0.759010008942906
"Gene130",3.87287101613427e-14,0.801137486753196,0.999772395355074,0.945343078655888,0.993518030962934,0.999772395355074,1.88082918826215e-05,1,0.879197368574727,0.999772395355074,0.481940861915639,0.762853321650983
"Gene131",1.38777878078145e-13,0.0102541056503392,0.999772395355074,0.999872896158204,0.690227198186397,0.976952030296562,0.0211181736250478,0.997138820479626,0.744105123442314,0.989314523905379,0.987848628921348,0.986577613091441
"Gene132",3.10378217627489e-10,0.999772395355074,0.906915935959007,0.985735602101137,0.997115229958184,0.99834869731725,0.01613479756681,0.992816535192903,0.880252389051575,0.624901819086342,0.578546785806955,0.945796952684044
"Gene133",6.95483223771861e-08,0.461296980946163,0.427936932211036,0.780951944913889,0.941820253478852,0.744619093483823,0.0590646078537808,0.987206740967085,0.938847990984993,0.968290952137158,0.965908681293235,0.999772395355074
"Gene134",4.37358587841742e-07,0.936950844220207,0.932246008666486,0.528380228764946,0.427146928394597,0.999772395355074,0.0105779226630168,0.51867492020086,0.94652857776631,0.99574256274124,0.999772395355074,0.911273774196382
"Gene135",1.38777878078145e-13,0.0575152726232673,0.300045743894837,0.536417484780426,0.779675307730791,0.999772395355074,0.415374483242725,0.720404627194847,0.993265909796163,0.999535491677614,0.909253220981012,0.99879223442981
