"","l","BF","PPI","pval","time"
"A2M",0.341041693911655,2.00850618026632,0.17,0.0450434392627364,46.6565127764128
"A4GALT",0,0.0144252761288163,0,0.865124562280571,46.6565127764128
"AAAS",0.134120570317025,0.497476910835478,0.01,0.318534623846308,46.6565127764128
"AAK1",0,0.0517989308577626,0,0.747554047209163,46.6565127764128
"AAMDC",0,0.00902394989116033,0,0.893131769821809,46.6565127764128
"AAMP",0,0.0522552312037163,0,0.746482608883033,46.6565127764128
"AARS",0,0.00739689774428768,0,0.90319225325646,46.6565127764128
"AATF",0,0.0172043030585229,0,0.852840355389643,46.6565127764128
"ABCA2",0,0.0117428897282906,0,0.87820057083314,46.6565127764128
"ABCA7",0,0.0208273108564714,0,0.838279543540785,46.6565127764128
"ABCA8",0,0.0210811836059185,0,0.837310581300336,46.6565127764128
"ABCB8",0,0.0737561219520279,0,0.700924174086639,46.6565127764128
"ABCC3",0,0.107652155001558,0,0.64264133003186,46.6565127764128
"ABCD1",0,0.0264184957288518,0,0.81819824058367,46.6565127764128
"ABCF1",0,0.0281111258319152,0,0.812569655931033,46.6565127764128
"ABCF2",0,0.0500179907432124,0,0.75178645913251,46.6565127764128
"ABCF3",0,0,0,0.99,46.6565127764128
"ABCG1",0,0.0117695495265275,0,0.878063469244818,46.6565127764128
"ABHD10",0,0.0196857074836026,0,0.842714659925647,46.6565127764128
"ABHD11",0,0.103466084193967,0,0.649182639235913,46.6565127764128
"ABHD12",0,0.0376578656076924,0,0.783748722246989,46.6565127764128
"ABHD14B",0,0.0693099080102451,0,0.709656975264197,46.6565127764128
"ABHD17A",0,0.00131250618155093,0,0.959138362508982,46.6565127764128
"ABHD17AP3",0,0.00799036277314997,0,0.899403512646175,46.6565127764128
"ABHD17C",0,0.225142982436348,0,0.502199185487427,46.6565127764128
"ABHD2",0,0.0451082263971074,0,0.763902160891471,46.6565127764128
"ABHD4",0,0.0063291834987939,0,0.910419510217231,46.6565127764128
"ABI2",0,0.00765233430351145,0,0.901543279104412,46.6565127764128
"ABI3",0,0.0261637489463936,0,0.819061641367804,46.6565127764128
"ABL1",0,0.0699508427247878,0,0.708378769809923,46.6565127764128
"ABLIM1",0.138673825746391,0.138119595635957,0.024,0.599176846064136,46.6565127764128
"ABR",0,0.0340511758293013,0,0.794120059008387,46.6565127764128
"ABT1",0,0.000310584968924559,0,0.980116157415014,46.6565127764128
"ABTB1",0.253694878202058,0.0613588050199797,0.004,0.72610551080327,46.6565127764128
"AC000081.1",0,0.244780640515428,0,0.484123072206151,46.6565127764128
"AC000089.1",0.496205190727454,5.51214557428476,0.514,0.000899256592649555,46.6565127764128
"AC002075.2",0.12469012272037,0.366490398958266,0.002,0.391918698915342,46.6565127764128
"AC002350.1",0.11389728118566,0.510493674628374,0.008,0.31228492157867,46.6565127764128
"AC002558.1",0,0,0,0.99,46.6565127764128
"AC004057.1",0.200020460886982,1.15683677734697,0.036,0.128240654498885,46.6565127764128
"AC004069.1",0,0,0,0.99,46.6565127764128
"AC004217.1",0,0.0237172022555632,0,0.827589301120837,46.6565127764128
"AC004223.1",0,0.0949055387505064,0,0.663073902580036,46.6565127764128
"AC004386.1",0.576031227248532,13.2389293140923,0.874,2.66576105856231e-07,46.6565127764128
"AC004448.1",0.502386424053267,2.9092096848859,0.25,0.0158591906285852,46.6565127764128
"AC004448.2",0,0.175605065672648,0,0.553428902189427,46.6565127764128
"AC004453.1",0.491027124040064,4.55406059072008,0.338,0.00254477119372276,46.6565127764128
"AC004552.1",0.310897241570929,1.21835070929963,0.066,0.118525230748966,46.6565127764128
"AC004556.1",0,0.0215225520771349,0,0.835640366840892,46.6565127764128
"AC004692.1",0,0.0162794393726313,0,0.856806533924713,46.6565127764128
"AC004801.2",0,0.0242580711532281,0,0.825665709978639,46.6565127764128
"AC004884.1",0,0.00728682261263259,0,0.903911744932806,46.6565127764128
"AC004890.1",0.0839264980405398,0.324930420585739,0.006,0.420162436850034,46.6565127764128
"AC004910.1",0,0.0113618098631315,0,0.88017801294754,46.6565127764128
"AC004938.1",0.238281754708296,0.646865525774845,0.036,0.255361502253631,46.6565127764128
"AC005019.1",0,0.050636647349242,0,0.750306948335744,46.6565127764128
"AC005099.1",0,0.100233384953216,0,0.654344346324909,46.6565127764128
"AC005165.2",0,0.0518146355035373,0,0.747517084780722,46.6565127764128
"AC005253.1",0,0.00456032053800129,0,0.923916064028426,46.6565127764128
"AC005262.1",0,0.00754421434040125,0.036,0.902237785669669,46.6565127764128
"AC005336.2",0,0.0314526631325748,0,0.801961518168902,46.6565127764128
"AC005519.1",0,0.00154004045735917,0,0.955741343508266,46.6565127764128
"AC005521.1",0,0,0,0.99,46.6565127764128
"AC005534.2",0,0.140310457205725,0,0.596294535999516,46.6565127764128
"AC005550.2",0.165951622961807,0.147923653026893,0.02,0.586497575789257,46.6565127764128
"AC005786.1",0,0.0530928469091043,0,0.744529172798317,46.6565127764128
"AC005840.1",0.1281350665928,0.534492985286714,0.01,0.301174603383118,46.6565127764128
"AC005912.1",0.234049542994249,1.41364833488253,0.102,0.0926742381189734,46.6565127764128
"AC005944.1",0,0.00196498708290903,0,0.950013753935525,46.6565127764128
"AC006064.4",0,0.036626106930027,0,0.786659111533715,46.6565127764128
"AC006122.1",0.0917833703513529,0.382962585774766,0.006,0.381480592515736,46.6565127764128
"AC006463.2",0.202876919606966,0.829334119591069,0.052,0.197783231486998,46.6565127764128
"AC006483.1",0,0.0635245296475347,0,0.721511513306907,46.6565127764128
