,g,pval,qval
1656,GOSR1,0.8983836695197417,0.8983836729030311
1066,CSNK2A2,0.8983836695205564,0.8983836729030311
1858,IDH3B,0.8983836695217012,0.8983836729030311
1926,IQGAP1,0.8983836695270293,0.8983836729030311
2041,KRT18P51,0.8983836695322803,0.8983836729030311
597,ATP6V0B,0.8983836695350159,0.8983836729030311
1747,HDAC7,0.8983836695390505,0.8983836729030311
2322,MRPL2,0.8983836695423091,0.8983836729030311
975,CNOT2,0.8983836695424632,0.8983836729030311
2064,LARP4B,0.8983836695472959,0.8983836729030311
1046,CREG1,0.8983836695483555,0.8983836729030311
1974,KCTD20,0.8983836695537634,0.8983836729030311
1485,FCGRT,0.8983836695537853,0.8983836729030311
1596,GATS,0.8983836695561246,0.8983836729030311
955,CLNS1A,0.8983836695567768,0.8983836729030311
965,CMTM7,0.8983836695599225,0.8983836729030311
1955,JMJD4,0.8983836695639296,0.8983836729030311
1416,EWSR1,0.8983836695744317,0.8983836729030311
1569,G6PD,0.8983836695758133,0.8983836729030311
1643,GNAS,0.8983836695791708,0.8983836729030311
2109,LMO4,0.8983836695839705,0.8983836729030311
499,ARAP1,0.8983836695842182,0.8983836729030311
519,ARHGEF1,0.8983836695893977,0.8983836729030311
830,CCNK,0.8983836695945222,0.8983836729030311
1881,IGHG4,0.8983836695015668,0.8983836729030311
917,CHKB,0.8983836694987375,0.8983836729030311
92,AC021016.1,0.8983836694950277,0.8983836729030311
543,ARRB1,0.8983836694930022,0.8983836729030311
1719,GUSB,0.898383669395814,0.8983836729030311
430,AMFR,0.8983836694004705,0.8983836729030311
507,ARGLU1,0.8983836694026007,0.8983836729030311
800,CBWD6,0.8983836694054739,0.8983836729030311
801,CBX3,0.8983836694089415,0.8983836729030311
1087,CTU1,0.8983836694101746,0.8983836729030311
693,BTF3,0.8983836694114405,0.8983836729030311
424,ALG12,0.8983836694138294,0.8983836729030311
758,CAB39,0.8983836694165154,0.8983836729030311
2090,LINC00511,0.8983836694287403,0.8983836729030311
718,C17orf62,0.8983836694311786,0.8983836729030311
1952,JAG2,0.8983836694332152,0.8983836729030311
1250,DUSP1,0.8983836694334189,0.8983836729030311
724,C19orf60,0.8983836695961459,0.8983836729030311
380,AL359265.2,0.8983836694337106,0.8983836729030311
1358,EMC3,0.8983836694403983,0.8983836729030311
1008,COPS3,0.8983836694435962,0.8983836729030311
2568,NONO,0.8983836694450383,0.8983836729030311
885,CEACAM1,0.8983836694455667,0.8983836729030311
827,CCND2,0.898383669448517,0.8983836729030311
73,AC012618.2,0.8983836694549019,0.8983836729030311
1978,KDM5A,0.8983836694554578,0.8983836729030311
612,ATXN7L3,0.8983836694590246,0.8983836729030311
2321,MRPL17,0.8983836694592502,0.8983836729030311
2590,NPIPB15,0.8983836694607914,0.8983836729030311
638,BCAP29,0.8983836694699174,0.8983836729030311
2326,MRPL3,0.8983836694883346,0.8983836729030311
855,CD63,0.8983836694917416,0.8983836729030311
1400,ERN2,0.8983836694375306,0.8983836729030311
2268,MICAL1,0.8983836695973128,0.8983836729030311
1124,DALRD3,0.8983836696030647,0.8983836729030311
439,ANG,0.8983836696121026,0.8983836729030311
1598,GBA2,0.8983836697324636,0.8983836729030311
1244,DTX2,0.8983836697349845,0.8983836729030311
1094,CUL4A,0.8983836697359477,0.8983836729030311
2276,MINK1,0.8983836697360689,0.8983836729030311
914,CHDH,0.89838366974012,0.8983836729030311
1330,EIF3M,0.8983836697465268,0.8983836729030311
2147,LYRM1,0.8983836697577665,0.8983836729030311
1850,ICAM2,0.8983836697642505,0.8983836729030311
643,BCL2L15,0.8983836697667329,0.8983836729030311
2517,NEDD9,0.8983836697671457,0.8983836729030311
63,AC010234.1,0.8983836697703163,0.8983836729030311
1368,ENGASE,0.8983836697754571,0.8983836729030311
118,AC068631.3,0.8983836697760845,0.8983836729030311
646,BCL9L,0.8983836697312472,0.8983836729030311
2093,LINC00969,0.8983836697771524,0.8983836729030311
390,AL441963.1,0.898383669779255,0.8983836729030311
260,ACTA2,0.8983836697794751,0.8983836729030311
2171,MANBAL,0.8983836697817045,0.8983836729030311
2203,MAST3,0.898383669781864,0.8983836729030311
179,AC099518.5,0.8983836697820622,0.8983836729030311
1962,KANSL1,0.8983836697953164,0.8983836729030311
1342,EIF5AP2,0.8983836697965328,0.8983836729030311
1020,COX14,0.898383669798619,0.8983836729030311
1459,FAM57A,0.8983836697989491,0.8983836729030311
2542,NFKBIB,0.8983836698107283,0.8983836729030311
216,AC132825.1,0.898383669819579,0.8983836729030311
85,AC018523.1,0.8983836698197166,0.8983836729030311
776,CAPN1,0.8983836698239659,0.8983836729030311
976,CNOT6L,0.8983836697780055,0.8983836729030311
128,AC074276.1,0.8983836693936014,0.8983836729030311
897,CERS2,0.8983836697282639,0.8983836729030311
125,AC074033.1,0.8983836697183948,0.8983836729030311
766,CALM1,0.898383669621146,0.8983836729030311
2362,MT.ND5,0.8983836696283346,0.8983836729030311
821,CCHCR1,0.8983836696346259,0.8983836729030311
2616,NSUN5P1,0.898383669637612,0.8983836729030311
2000,KIF5B,0.8983836696380606,0.8983836729030311
501,ARF3,0.8983836696441263,0.8983836729030311
2481,NDFIP1,0.8983836696453977,0.8983836729030311
1981,KEAP1,0.8983836696605839,0.8983836729030311
1542,FSTL3,0.8983836696624333,0.8983836729030311
2244,METRNL,0.8983836696643488,0.8983836729030311
1153,DDX17,0.8983836696649102,0.8983836729030311
2366,MT.TD,0.8983836696657304,0.8983836729030311
1467,FARSB,0.8983836696725391,0.8983836729030311
1236,DPP6,0.8983836697221762,0.8983836729030311
1422,EXT2,0.8983836696731005,0.8983836729030311
2087,LINC00116,0.8983836696839493,0.8983836729030311
1508,FKBP9,0.8983836696843952,0.8983836729030311
1674,GPX3,0.8983836696857768,0.8983836729030311
95,AC021723.1,0.8983836696955577,0.8983836729030311
1657,GOT1,0.8983836696991575,0.8983836729030311
1550,FTH1P7,0.8983836697028866,0.8983836729030311
112,AC044787.1,0.8983836697062745,0.8983836729030311
1161,DDX5,0.8983836697091422,0.8983836729030311
21,ABT1,0.898383669712731,0.8983836729030311
1269,ECH1,0.8983836697159508,0.8983836729030311
1158,DDX3Y,0.8983836697159949,0.8983836729030311
1356,ELP5,0.8983836697162977,0.8983836729030311
1455,FAM234A,0.8983836697180645,0.8983836729030311
2067,LCAT,0.8983836696824137,0.8983836729030311
1055,CRYBB2P1,0.8983836698250888,0.8983836729030311
2236,MED8,0.8983836693921262,0.8983836729030311
2221,MCU,0.8983836693865284,0.8983836729030311
944,CLDN5,0.8983836691208393,0.8983836729030311
1092,CUL1,0.898383669125606,0.8983836729030311
545,ARSA,0.8983836691275544,0.8983836729030311
1516,FMNL3,0.8983836691299267,0.8983836729030311
175,AC098828.1,0.8983836691309011,0.8983836729030311
1272,ECSIT,0.8983836691370988,0.8983836729030311
1610,GFER,0.8983836691388822,0.8983836729030311
1833,HSP90B1,0.8983836691461312,0.8983836729030311
1589,GAPDHP63,0.8983836691465165,0.8983836729030311
2482,NDFIP2,0.8983836691589726,0.8983836729030311
1575,GABPB2,0.8983836691611082,0.8983836729030311
140,AC090515.1,0.8983836691620329,0.8983836729030311
2327,MRPL37,0.898383669162198,0.8983836729030311
1232,DPF2,0.8983836691624567,0.8983836729030311
817,CCDC85C,0.8983836691641741,0.8983836729030311
1210,DNAJB12,0.8983836691647851,0.8983836729030311
1040,CPT1A,0.8983836691657539,0.8983836729030311
1676,GRAMD1B,0.8983836691718855,0.8983836729030311
2615,NSUN5,0.8983836691760797,0.8983836729030311
1688,GSDMB,0.8983836691766411,0.8983836729030311
256,ACSF3,0.8983836691812812,0.8983836729030311
2363,MT.RNR1,0.8983836691814189,0.8983836729030311
2151,MACF1,0.8983836691857782,0.8983836729030311
2074,LETMD1,0.8983836691886679,0.8983836729030311
1452,FAM210B,0.8983836691917833,0.8983836729030311
694,BTG1,0.8983836692002213,0.8983836729030311
631,BAK1,0.898383669206298,0.8983836729030311
218,AC133473.1,0.8983836691197055,0.8983836729030311
2027,KRT18P13,0.8983836691183513,0.8983836729030311
45,AC007160.1,0.8983836691141461,0.8983836729030311
1796,HMGN2P46,0.8983836691129242,0.8983836729030311
306,AGPAT1,0.898383669056671,0.8983836729030311
2493,NDUFA8,0.8983836690572654,0.8983836729030311
1140,DCTD,0.8983836690592745,0.8983836729030311
849,CD44,0.8983836690620322,0.8983836729030311
516,ARHGAP9,0.8983836690621312,0.8983836729030311
2048,KRT7,0.8983836690633091,0.8983836729030311
1168,DECR2,0.8983836690647842,0.8983836729030311
619,AXL,0.8983836690710095,0.8983836729030311
2270,MID1IP1,0.8983836690719618,0.8983836729030311
520,ARHGEF10L,0.8983836690719783,0.8983836729030311
1379,EPHB4,0.8983836690746698,0.8983836729030311
1019,COTL1,0.8983836690748129,0.8983836729030311
2141,LTBR,0.8983836690750496,0.8983836729030311
1915,INSR,0.8983836692068153,0.8983836729030311
1445,FAM162A,0.8983836690759798,0.8983836729030311
211,AC126389.1,0.8983836690793815,0.8983836729030311
1848,IAH1,0.8983836690804052,0.8983836729030311
603,ATP6V1D,0.8983836690841701,0.8983836729030311
1484,FCER1G,0.8983836690883643,0.8983836729030311
627,BAD,0.8983836690896138,0.8983836729030311
1296,EEF1DP2,0.8983836690925036,0.8983836729030311
2565,NOL3,0.8983836690934447,0.8983836729030311
641,BCKDK,0.8983836690941273,0.8983836729030311
1711,GTF3C5,0.8983836690958116,0.8983836729030311
1809,HNRNPH2,0.8983836690974574,0.8983836729030311
2470,NCBP2.AS2,0.8983836690986958,0.8983836729030311
1340,EIF5,0.8983836690987343,0.8983836729030311
753,C8orf33,0.8983836691002149,0.8983836729030311
1634,GLUD1,0.8983836690771467,0.8983836729030311
441,ANKH,0.8983836692104206,0.8983836729030311
394,AL451007.1,0.8983836692121214,0.8983836729030311
1360,EMD,0.8983836692126939,0.8983836729030311
2110,LNPEP,0.8983836693263562,0.8983836729030311
2506,NDUFS6,0.8983836693267799,0.8983836729030311
1773,HINT1,0.8983836693274735,0.8983836729030311
1229,DOCK7,0.8983836693311998,0.8983836729030311
1911,INPP5D,0.8983836693321026,0.8983836729030311
1854,ID3,0.8983836693324878,0.8983836729030311
2199,MARK3,0.8983836693337759,0.8983836729030311
1849,ICA1,0.8983836693376893,0.8983836729030311
1030,COX7CP1,0.8983836693393847,0.8983836729030311
1430,FAH,0.8983836693476686,0.8983836729030311
1669,GPRC5B,0.8983836693499252,0.8983836729030311
1899,IMP3,0.8983836693502665,0.8983836729030311
153,AC092155.2,0.8983836693509325,0.8983836729030311
1565,FXYD6,0.8983836693254534,0.8983836729030311
653,BICC1,0.8983836693516536,0.8983836729030311
1830,HSD17B8,0.8983836693523306,0.8983836729030311
1527,FOXO3,0.8983836693560789,0.8983836729030311
591,ATP5J,0.8983836693589632,0.8983836729030311
1893,IL1R1,0.898383669360009,0.8983836729030311
1726,H3F3C,0.8983836693616933,0.8983836729030311
1144,DCTPP1,0.8983836693644894,0.8983836729030311
2232,MED27,0.8983836693685295,0.8983836729030311
2323,MRPL20,0.898383669376984,0.8983836729030311
2524,NELFE,0.8983836693774574,0.8983836729030311
2347,MRPS5,0.8983836693835341,0.8983836729030311
149,AC092017.1,0.8983836693840295,0.8983836729030311
2128,LRRC8A,0.8983836693851193,0.8983836729030311
467,AP002982.1,0.8983836693862531,0.8983836729030311
930,CIAPIN1,0.8983836693517526,0.8983836729030311
704,C11orf58,0.8983836693920436,0.8983836729030311
2575,NOSTRIN,0.8983836693229436,0.8983836729030311
2567,NOMO1,0.8983836693109333,0.8983836729030311
881,CDKN2AIPNL,0.8983836692203943,0.8983836729030311
1028,COX7A1,0.8983836692230969,0.8983836729030311
1856,IDH2,0.8983836692345346,0.8983836729030311
2402,MTRNR2L11,0.898383669235608,0.8983836729030311
865,CDC42EP1,0.8983836692365547,0.8983836729030311
2227,MECR,0.8983836692372977,0.8983836729030311
729,C1RL,0.898383669244767,0.8983836729030311
342,AL049780.1,0.8983836692461045,0.8983836729030311
1478,FBXO25,0.8983836692501446,0.8983836729030311
2161,MAGI1,0.8983836692525775,0.8983836729030311
579,ATP1B3,0.8983836692580817,0.8983836729030311
1789,HMG20B,0.8983836692583018,0.8983836729030311
721,C19orf25,0.8983836692660078,0.8983836729030311
2031,KRT18P22,0.8983836693125515,0.8983836729030311
2484,NDRG1,0.8983836692692773,0.8983836729030311
2471,NCKAP1,0.8983836692703121,0.8983836729030311
2219,MCM7,0.8983836692709616,0.8983836729030311
261,ACTG1,0.8983836692731578,0.8983836729030311
229,AC145207.3,0.8983836692816728,0.8983836729030311
301,AGAP3,0.8983836692878044,0.8983836729030311
1860,IDUA,0.8983836692892302,0.8983836729030311
829,CCNI,0.8983836692892796,0.8983836729030311
2159,MAGED2,0.898383669290342,0.8983836729030311
2465,NBPF26,0.8983836692946078,0.8983836729030311
575,ATN1,0.8983836692983561,0.8983836729030311
923,CHPF2,0.8983836692985488,0.8983836729030311
1190,DHRS4,0.8983836693012459,0.8983836729030311
1826,HSCB,0.8983836693060676,0.8983836729030311
1179,DES,0.8983836692694644,0.8983836729030311
1149,DDIT3,0.8983836698308296,0.8983836729030311
1673,GPX1P1,0.8983836698337249,0.8983836729030311
2020,KPNA1,0.8983836698341983,0.8983836729030311
2496,NDUFAF3,0.8983836706250017,0.8983836729030311
2247,METTL17,0.8983836706454333,0.8983836729030311
1793,HMGCL,0.8983836706634653,0.8983836729030311
593,ATP5L,0.8983836706636689,0.8983836729030311
2242,MEPCE,0.8983836706671862,0.8983836729030311
2421,MYL5,0.8983836706738683,0.8983836729030311
1604,GDE1,0.8983836706909588,0.8983836729030311
2195,6-Mar,0.8983836706964576,0.8983836729030311
2011,KLF5,0.8983836706988354,0.8983836729030311
1822,HPS6,0.898383670713895,0.8983836729030311
547,ASAH1,0.8983836707245512,0.8983836729030311
1458,FAM50A,0.8983836707276831,0.8983836729030311
483,APH1A,0.8983836707493037,0.8983836729030311
1940,ITGAV,0.8983836707504266,0.8983836729030311
2345,MRPS26,0.8983836707572572,0.8983836729030311
360,AL136126.1,0.8983836707662375,0.8983836729030311
1560,FUT11,0.8983836707739131,0.8983836729030311
1192,DHX37,0.8983836707760817,0.8983836729030311
1215,DNAJC22,0.8983836707784926,0.8983836729030311
1662,GPC1,0.8983836707898643,0.8983836729030311
1985,KIAA0141,0.8983836707970858,0.8983836729030311
2154,MAD2L2,0.8983836708011095,0.8983836729030311
662,BLCAP,0.8983836708051881,0.8983836729030311
1292,EEF1B2P3,0.89838367081487,0.8983836729030311
2335,MRPL55,0.8983836708171212,0.8983836729030311
1083,CTSF,0.8983836708186514,0.8983836729030311
1619,GGT7,0.8983836708203687,0.8983836729030311
2376,MTA2,0.8983836706238348,0.8983836729030311
2197,MARCKS,0.8983836706180333,0.8983836729030311
1706,GTF2IP20,0.8983836706060396,0.8983836729030311
1031,COX8A,0.8983836705966715,0.8983836729030311
617,AVPI1,0.8983836704529615,0.8983836729030311
932,CIC,0.8983836704564072,0.8983836729030311
779,CAPN2,0.8983836704638104,0.8983836729030311
2256,MFSD7,0.8983836704659846,0.8983836729030311
1836,HSPA9,0.8983836704685935,0.8983836729030311
1997,KIF1C,0.8983836704686651,0.8983836729030311
1439,FAM129B,0.8983836704828055,0.8983836729030311
2525,NENF,0.8983836704836476,0.8983836729030311
2255,MFSD2B,0.8983836704838678,0.8983836729030311
2079,LGALS9B,0.8983836704942267,0.8983836729030311
1082,CTSD,0.8983836705070626,0.8983836729030311
452,ANKRD9,0.8983836705159024,0.8983836729030311
626,BACH2,0.8983836705294482,0.8983836729030311
2069,LDHA,0.8983836708243649,0.8983836729030311
1117,CYP3A5,0.8983836705305271,0.8983836729030311
1551,FTH1P8,0.8983836705439795,0.8983836729030311
1800,HNF4A,0.8983836705464564,0.8983836729030311
1774,HINT2,0.8983836705484214,0.8983836729030311
1894,IL20RA,0.8983836705502268,0.8983836729030311
1294,EEF1D,0.8983836705522963,0.8983836729030311
2317,MRGBP,0.89838367055261,0.8983836729030311
412,AL645939.1,0.8983836705563749,0.8983836729030311
1601,GCHFR,0.898383670557751,0.8983836729030311
1460,FAM60DP,0.8983836705594959,0.8983836729030311
956,CLPP,0.8983836705626663,0.8983836729030311
2602,NR2F6,0.8983836705795534,0.8983836729030311
1224,DNMBP,0.8983836705853382,0.8983836729030311
1343,EIF5B,0.8983836705873087,0.8983836729030311
650,BCYRN1,0.8983836705387834,0.8983836729030311
2051,KXD1,0.8983836708345642,0.8983836729030311
1181,DGCR2,0.8983836708484514,0.8983836729030311
961,CLTC,0.8983836708522823,0.8983836729030311
2439,NAB2,0.8983836711344951,0.8983836729030311
936,CISD3,0.8983836711491529,0.8983836729030311
1433,FAM109A,0.8983836711575467,0.8983836729030311
652,BECN1,0.8983836711795307,0.8983836729030311
1976,KDELR2,0.8983836711923114,0.8983836729030311
2078,LGALS9,0.8983836712504857,0.8983836729030311
1098,CUX1,0.8983836712597327,0.8983836729030311
765,CALCOCO2,0.8983836712645324,0.8983836729030311
1226,DNPH1,0.8983836712657268,0.8983836729030311
1616,GGCX,0.8983836713538276,0.8983836729030311
2169,MAN1C1,0.898383671383589,0.8983836729030311
1474,FBRSL1,0.8983836713842824,0.8983836729030311
1772,HIGD2A,0.898383671431993,0.8983836729030311
44,AC007066.1,0.8983836711276616,0.8983836729030311
1463,FAM96B,0.8983836714416805,0.8983836729030311
2547,NID1,0.8983836715154316,0.8983836729030311
808,CCDC120,0.898383671541819,0.8983836729030311
2240,MEGF8,0.8983836715461067,0.8983836729030311
989,COL16A1,0.8983836716098457,0.8983836729030311
2302,MON1A,0.8983836716479514,0.8983836729030311
2449,NANS,0.898383671703412,0.8983836729030311
1811,HNRNPL,0.8983836717048211,0.8983836729030311
1769,HIC1,0.8983836717228145,0.8983836729030311
2253,MFSD10,0.8983836717731396,0.8983836729030311
1091,CUEDC2,0.8983836717820896,0.8983836729030311
1777,HIPK3,0.8983836718790025,0.8983836729030311
665,BLOC1S2,0.898383671993551,0.8983836729030311
29,AC004884.1,0.8983836721780031,0.8983836729030311
746,C6orf106,0.89838367146569,0.8983836729030311
625,BACE1,0.8983836704513654,0.8983836729030311
1504,FKBP1C,0.8983836711265689,0.8983836729030311
202,AC115618.3,0.898383671107805,0.8983836729030311
1695,GSTM4,0.8983836708548693,0.8983836729030311
230,AC145285.7,0.8983836708563774,0.8983836729030311
2378,MTATP6P2,0.8983836708639182,0.8983836729030311
831,CCNL1,0.8983836708698132,0.8983836729030311
2045,KRT18P67,0.8983836708707544,0.8983836729030311
1658,GOT2,0.8983836708774862,0.8983836729030311
669,BMP2,0.8983836708902725,0.8983836729030311
480,APBB1,0.8983836708970316,0.8983836729030311
1212,DNAJC1,0.8983836708981435,0.8983836729030311
595,ATP6AP1,0.8983836709121518,0.8983836729030311
322,AKNA,0.8983836709292534,0.8983836729030311
252,ACOX1,0.8983836709373667,0.8983836729030311
596,ATP6V0A1,0.8983836709504227,0.8983836729030311
1080,CTSB,0.8983836711169035,0.8983836729030311
677,BOLA2B,0.8983836709512153,0.8983836729030311
600,ATP6V0E2,0.8983836709668583,0.8983836729030311
1000,COMMD7,0.8983836709798483,0.8983836729030311
836,CCT3,0.8983836709991075,0.8983836729030311
2246,METTL12,0.8983836710035494,0.8983836729030311
2368,MT.TS1,0.8983836710084757,0.8983836729030311
314,AHSA1,0.8983836710207612,0.8983836729030311
2331,MRPL42,0.8983836710367344,0.8983836729030311
1436,FAM120AOS,0.8983836710411214,0.8983836729030311
1548,FTH1P3,0.8983836710455413,0.8983836729030311
1869,IFRD1,0.8983836710479245,0.8983836729030311
1378,EPCAM,0.898383671058344,0.8983836729030311
2098,LINC01934,0.8983836710712405,0.8983836729030311
1510,FLCN,0.8983836711059227,0.8983836729030311
1310,EHMT1,0.8983836709551123,0.8983836729030311
389,AL390719.2,0.898383670427422,0.8983836729030311
1914,INSIG1,0.8983836704230737,0.8983836729030311
2005,KLC4,0.8983836704216315,0.8983836729030311
433,AMPD2,0.898383669962744,0.8983836729030311
1577,GADD45G,0.8983836699741597,0.8983836729030311
1637,GMFB,0.8983836699780677,0.8983836729030311
203,AC116049.1,0.8983836699829335,0.8983836729030311
1237,DPP9,0.8983836699850856,0.8983836729030311
170,AC097358.1,0.898383669987579,0.8983836729030311
2544,NFKBIZ,0.8983836699996663,0.8983836729030311
461,AP000281.1,0.8983836700020662,0.8983836729030311
1965,KAT5,0.8983836700060568,0.8983836729030311
712,C15orf39,0.8983836700104987,0.8983836729030311
2290,MLXIP,0.8983836700115995,0.8983836729030311
333,AL024507.1,0.8983836700168725,0.8983836729030311
1653,GOLGB1,0.8983836700282113,0.8983836729030311
1442,FAM157A,0.8983836699566563,0.8983836729030311
404,AL590682.1,0.8983836700348768,0.8983836729030311
485,APLNR,0.8983836700448891,0.8983836729030311
4,ABCA2,0.8983836700459569,0.8983836729030311
2325,MRPL28,0.8983836700493916,0.8983836729030311
1896,ILF2,0.898383670052562,0.8983836729030311
2084,LIMA1,0.8983836700555288,0.8983836729030311
1518,FNDC3A,0.898383670059035,0.8983836729030311
2083,LIG1,0.8983836700599046,0.8983836729030311
1600,GCC2,0.8983836700599926,0.8983836729030311
168,AC096664.2,0.8983836700621723,0.8983836729030311
1081,CTSC,0.8983836700719093,0.8983836729030311
273,ADAM9,0.8983836700783603,0.8983836729030311
715,C16orf58,0.8983836700889614,0.8983836729030311
722,C19orf48,0.8983836700917961,0.8983836729030311
2120,LRP1,0.8983836700404582,0.8983836729030311
861,CDC123,0.8983836700953959,0.8983836729030311
787,CARM1,0.8983836699560095,0.8983836729030311
1033,CPEB1,0.8983836699539647,0.8983836729030311
1367,ENG,0.8983836698355192,0.8983836729030311
1136,DCAF16,0.8983836698400327,0.8983836729030311
1036,CPNE7,0.8983836698405501,0.8983836729030311
346,AL078595.1,0.8983836698454489,0.8983836729030311
1546,FTH1P20,0.8983836698537272,0.8983836729030311
58,AC009041.2,0.8983836698562262,0.8983836729030311
1659,GPAA1,0.8983836698578004,0.8983836729030311
51,AC008158.1,0.8983836698578499,0.8983836729030311
1418,EXOC7,0.898383669863866,0.8983836729030311
1895,IL4R,0.8983836698658145,0.8983836729030311
544,ARRDC1,0.8983836698694748,0.8983836729030311
1093,CUL3,0.898383669870449,0.8983836729030311
1260,DYNLL1,0.8983836698748304,0.8983836729030311
748,C6orf47,0.8983836699544326,0.8983836729030311
2012,KLHDC10,0.898383669878722,0.8983836729030311
1889,IL10RB,0.8983836698835602,0.8983836729030311
621,B3GNT7,0.8983836698882662,0.8983836729030311
245,ACCS,0.8983836698921578,0.8983836729030311
1824,HS6ST1,0.8983836698935889,0.8983836729030311
764,CADM1,0.8983836699103382,0.8983836729030311
109,AC026979.3,0.8983836699118739,0.8983836729030311
2089,LINC00342,0.8983836699155067,0.8983836729030311
1709,GTF3A,0.8983836699164369,0.8983836729030311
196,AC110602.1,0.8983836699287608,0.8983836729030311
1934,ISOC2,0.8983836699364283,0.8983836729030311
971,CNN3,0.8983836699372925,0.8983836729030311
1432,FAM102A,0.8983836699417784,0.8983836729030311
1438,FAM126B,0.8983836699509209,0.8983836729030311
2494,NDUFA9,0.8983836698789917,0.8983836729030311
157,AC092610.1,0.8983836690565444,0.8983836729030311
818,CCDC88B,0.8983836701017588,0.8983836729030311
1727,H6PD,0.8983836701073841,0.8983836729030311
688,BSDC1,0.8983836702447972,0.8983836729030311
190,AC106820.1,0.8983836702471144,0.8983836729030311
2505,NDUFS3,0.898383670251771,0.8983836729030311
120,AC069218.1,0.8983836702596696,0.8983836729030311
681,BRD3,0.8983836702669847,0.8983836729030311
1421,EXOSC6,0.8983836702743768,0.8983836729030311
728,C1R,0.8983836702816534,0.8983836729030311
347,AL078604.1,0.8983836702818516,0.8983836729030311
444,ANKRD1,0.8983836703010889,0.8983836729030311
870,CDIP1,0.8983836703030594,0.8983836729030311
1506,FKBP5,0.8983836703036099,0.8983836729030311
550,ASCC2,0.8983836703056134,0.8983836729030311
891,CELF5,0.8983836703150752,0.8983836729030311
298,AGAP1,0.8983836702440541,0.8983836729030311
2281,MIR200CHG,0.898383670316154,0.8983836729030311
2291,MLXIPL,0.8983836703213555,0.8983836729030311
504,ARFGAP2,0.8983836703228306,0.8983836729030311
2212,MBNL1,0.8983836703328703,0.8983836729030311
1298,EEF1GP5,0.8983836703477978,0.8983836729030311
561,ATAD3C,0.8983836703530378,0.8983836729030311
1838,HSPB1P2,0.8983836703589824,0.8983836729030311
2303,MON1B,0.8983836703849073,0.8983836729030311
1102,CXCL17,0.8983836704017998,0.8983836729030311
2428,MYO6,0.8983836704077829,0.8983836729030311
2205,MAVS,0.8983836704092194,0.8983836729030311
946,CLEC16A,0.8983836704120871,0.8983836729030311
1641,GNA15,0.8983836704155328,0.8983836729030311
1456,FAM32A,0.898383670417052,0.8983836729030311
2167,MALL,0.898383670318152,0.8983836729030311
382,AL359837.1,0.8983836701021055,0.8983836729030311
570,ATG4B,0.8983836702400333,0.8983836729030311
2187,MAPK13,0.8983836702275442,0.8983836729030311
1735,HAS2,0.8983836701159156,0.8983836729030311
732,C1orf122,0.8983836701231922,0.8983836729030311
1898,ILVBL,0.8983836701244913,0.8983836729030311
2390,MTHFD2,0.8983836701257902,0.8983836729030311
1371,ENTPD2,0.8983836701318338,0.8983836729030311
1967,KAT8,0.8983836701348502,0.8983836729030311
1501,FILIP1,0.8983836701419011,0.8983836729030311
1844,HUWE1,0.898383670143723,0.8983836729030311
1223,DNM2,0.8983836701491447,0.8983836729030311
2391,MTHFR,0.8983836701526288,0.8983836729030311
1525,FOXK1,0.8983836701621071,0.8983836729030311
54,AC008481.2,0.8983836701705616,0.8983836729030311
1784,HLA.E,0.8983836701709028,0.8983836729030311
1067,CSNK2B,0.8983836702299798,0.8983836729030311
1585,GALNT7,0.8983836701735284,0.8983836729030311
2508,NDUFV1,0.8983836701896062,0.8983836729030311
610,ATXN2,0.8983836701928648,0.8983836729030311
421,ALDH2,0.8983836701973342,0.8983836729030311
1714,GTPBP2,0.898383670200879,0.8983836729030311
1336,EIF4B,0.8983836702021009,0.8983836729030311
1906,ING5,0.8983836702046658,0.8983836729030311
2112,LOXL1,0.8983836702077592,0.8983836729030311
182,AC103975.1,0.8983836702091077,0.8983836729030311
1197,DIS3L2,0.8983836702091352,0.8983836729030311
1738,HCLS1,0.8983836702152285,0.8983836729030311
589,ATP5H,0.8983836702161861,0.8983836729030311
608,ATRX,0.8983836702228738,0.8983836729030311
397,AL512430.3,0.8983836702238316,0.8983836729030311
1348,ELK4,0.898383670186645,0.8983836729030311
3558,NARF,0.8983836662670678,0.8983836729030311
1509,FLAD1,0.8983836690518328,0.8983836729030311
919,CHMP2A,0.8983836690425636,0.8983836729030311
130,AC079228.1,0.8983836683461301,0.8983836729030311
1262,DYNLRB1,0.8983836683467632,0.8983836729030311
1299,EEPD1,0.8983836683468017,0.8983836729030311
1312,EID1,0.8983836683469999,0.8983836729030311
1264,DYRK4,0.8983836683515574,0.8983836729030311
2387,MTCO3P22,0.8983836683533958,0.8983836729030311
803,CC2D1A,0.8983836683556966,0.8983836729030311
927,CHTF8,0.8983836683562855,0.8983836729030311
1446,FAM173A,0.8983836683568469,0.8983836729030311
938,CKAP4,0.8983836683570643,0.8983836729030311
997,COMMD3,0.8983836683573588,0.8983836729030311
1975,KDELR1,0.8983836683584789,0.8983836729030311
163,AC093323.1,0.8983836683619494,0.8983836729030311
1060,CSF1R,0.8983836683628741,0.8983836729030311
510,ARHGAP23,0.8983836683637767,0.8983836729030311
2050,KRTCAP3,0.8983836683688297,0.8983836729030311
1540,FRYL,0.8983836683714607,0.8983836729030311
2072,LEPROTL1,0.8983836683716038,0.8983836729030311
640,BCAT2,0.8983836683737504,0.8983836729030311
