"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"930",0.976155420262465,1,1,0.797117986379343,1,1,1,1,1,0.872973734492433,1,1,0.976155420262465,1,1,0.797117986379343,1,1,1,1,1,0.872973734492433,1,1,0.976155420262465,1,1,0.797117986379343,1,1,1,1,1,0.872973734492433,1,1
"931",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"932",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"933",1,1,0.436066709728221,0.551637778570548,0.753478792699675,1,1,0.701520359618117,0.797117986379343,0.912306885284718,1,0.836758659456238,1,1,0.436066709728221,0.551637778570548,0.753478792699675,1,1,0.701520359618117,0.797117986379343,0.912306885284718,1,0.836758659456238,1,1,0.436066709728221,0.551637778570548,0.753478792699675,1,1,0.701520359618117,0.797117986379343,0.912306885284718,1,0.836758659456238
"934",1,0.425700051362406,1,0.894193170882148,0.892586354089361,0.955786303242831,0.963039940059448,1,0.836758659456238,1,0.948543344993374,1,1,0.425700051362406,1,0.894193170882148,0.892586354089361,0.955786303242831,0.963039940059448,1,0.836758659456238,1,0.948543344993374,1,1,0.425700051362406,1,0.894193170882148,0.892586354089361,0.955786303242831,0.963039940059448,1,0.836758659456238,1,0.948543344993374,1
"935",1,1,0.995700018487302,1,1,1,1,1,0.836758659456238,0.95337661223913,0.973995742138046,1,1,1,0.995700018487302,1,1,1,1,1,0.836758659456238,0.95337661223913,0.973995742138046,1,1,1,0.995700018487302,1,1,1,1,1,0.836758659456238,0.95337661223913,0.973995742138046,1
"936",1,1,1,0.886306670469593,0.993040884024592,1,0.865690830158292,0.967923966991761,1,1,1,1,1,1,1,0.886306670469593,0.993040884024592,1,0.865690830158292,0.967923966991761,1,1,1,1,1,1,1,0.886306670469593,0.993040884024592,1,0.865690830158292,0.967923966991761,1,1,1,1
"937",1,1,0.978841757288155,0.973853263445102,1,0.670142838025397,1,0.611235330352827,1,1,0.884034378942475,0.814806850681972,1,1,0.978841757288155,0.973853263445102,1,0.670142838025397,1,0.611235330352827,1,1,0.884034378942475,0.814806850681972,1,1,0.978841757288155,0.973853263445102,1,0.670142838025397,1,0.611235330352827,1,1,0.884034378942475,0.814806850681972
"938",1,0.341238640488813,0.740307255578324,1,0.738840167689398,0.722058670507616,1,0.961290051818512,1,1,0.946467071738795,0.601145512648647,1,0.341238640488813,0.740307255578324,1,0.738840167689398,0.722058670507616,1,0.961290051818512,1,1,0.946467071738795,0.601145512648647,1,0.341238640488813,0.740307255578324,1,0.738840167689398,0.722058670507616,1,0.961290051818512,1,1,0.946467071738795,0.601145512648647
"939",1,1,0.94174240513425,0.835144192926849,1,0.961290051818512,1,1,1,0.948761459602004,0.948745571632662,0.553443771646276,1,1,0.94174240513425,0.835144192926849,1,0.961290051818512,1,1,1,0.948761459602004,0.948745571632662,0.553443771646276,1,1,0.94174240513425,0.835144192926849,1,0.961290051818512,1,1,1,0.948761459602004,0.948745571632662,0.553443771646276
"940",1,1,1,1,1,1,0.935361008956165,1,0.932993711503034,0.895577518669185,1,1,1,1,1,1,1,1,0.935361008956165,1,0.932993711503034,0.895577518669185,1,1,1,1,1,1,1,1,0.935361008956165,1,0.932993711503034,0.895577518669185,1,1
"941",1,0.964408042744616,1,0.95594484905226,1,1,0.776113619236235,1,1,1,1,0.801291490400986,1,0.964408042744616,1,0.95594484905226,1,1,0.776113619236235,1,1,1,1,0.801291490400986,1,0.964408042744616,1,0.95594484905226,1,1,0.776113619236235,1,1,1,1,0.801291490400986
"942",0.867159798639168,1,1,1,0.98112506365828,1,1,1,0.758999391511867,1,1,1,0.867159798639168,1,1,1,0.98112506365828,1,1,1,0.758999391511867,1,1,1,0.867159798639168,1,1,1,0.98112506365828,1,1,1,0.758999391511867,1,1,1
"943",0.98983823350394,0.499210740005674,0.481773720513044,0.983996229198007,0.944764866209537,1,1,0.736168040247167,0.965331306330554,0.648343064501518,1,1,0.98983823350394,0.499210740005674,0.481773720513044,0.983996229198007,0.944764866209537,1,1,0.736168040247167,0.965331306330554,0.648343064501518,1,1,0.98983823350394,0.499210740005674,0.481773720513044,0.983996229198007,0.944764866209537,1,1,0.736168040247167,0.965331306330554,0.648343064501518,1,1
"944",1,0.722058670507616,0.795327785960881,0.413276051507239,1,1,1,1,1,0.518763493151199,0.733302436403895,1,1,0.722058670507616,0.795327785960881,0.413276051507239,1,1,1,1,1,0.518763493151199,0.733302436403895,1,1,0.722058670507616,0.795327785960881,0.413276051507239,1,1,1,1,1,0.518763493151199,0.733302436403895,1
"945",1,0.829493127544214,0.812673056995575,0.574399232646642,0.939335618841422,1,1,0.695259686337469,0.81193602158739,1,0.417246637931785,0.874296223918244,1,0.829493127544214,0.812673056995575,0.574399232646642,0.939335618841422,1,1,0.695259686337469,0.81193602158739,1,0.417246637931785,0.874296223918244,1,0.829493127544214,0.812673056995575,0.574399232646642,0.939335618841422,1,1,0.695259686337469,0.81193602158739,1,0.417246637931785,0.874296223918244
"946",0.747729390665008,0.893415744176279,1,0.823290350952408,1,1,1,1,1,0.724633414158165,0.973770521188623,0.663560894678037,0.747729390665008,0.893415744176279,1,0.823290350952408,1,1,1,1,1,0.724633414158165,0.973770521188623,0.663560894678037,0.747729390665008,0.893415744176279,1,0.823290350952408,1,1,1,1,1,0.724633414158165,0.973770521188623,0.663560894678037
"947",1,1,1,1,1,0.797117986379343,1,1,1,1,1,1,1,1,1,1,1,0.797117986379343,1,1,1,1,1,1,1,1,1,1,1,0.797117986379343,1,1,1,1,1,1
"948",1,0.956553116406291,1,0.90681684683158,1,0.746173805993277,1,0.639347760910895,0.885363153503472,1,0.748580215191765,0.741740367758342,1,0.956553116406291,1,0.90681684683158,1,0.746173805993277,1,0.639347760910895,0.885363153503472,1,0.748580215191765,0.741740367758342,1,0.956553116406291,1,0.90681684683158,1,0.746173805993277,1,0.639347760910895,0.885363153503472,1,0.748580215191765,0.741740367758342
"949",1,0.950045980177844,0.879524431415425,0.994430444202443,1,1,1,1,0.948543344993374,0.973517604120784,0.906561388113822,1,1,0.950045980177844,0.879524431415425,0.994430444202443,1,1,1,1,0.948543344993374,0.973517604120784,0.906561388113822,1,1,0.950045980177844,0.879524431415425,0.994430444202443,1,1,1,1,0.948543344993374,0.973517604120784,0.906561388113822,1
"950",0.756004696091419,1,0.89411028360596,1,0.938300402681932,1,0.97304819499485,1,1,0.580064438101215,0.836152380108565,1,0.756004696091419,1,0.89411028360596,1,0.938300402681932,1,0.97304819499485,1,1,0.580064438101215,0.836152380108565,1,0.756004696091419,1,0.89411028360596,1,0.938300402681932,1,0.97304819499485,1,1,0.580064438101215,0.836152380108565,1
"951",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"952",1,1,0.42453183193198,0.812348950548535,0.563667433565493,1,0.989331183696927,1,1,1,0.86044458805487,1,1,1,0.42453183193198,0.812348950548535,0.563667433565493,1,0.989331183696927,1,1,1,0.86044458805487,1,1,1,0.42453183193198,0.812348950548535,0.563667433565493,1,0.989331183696927,1,1,1,0.86044458805487,1
"953",1,0.980604559066389,1,1,1,0.976126863776912,0.957008187828837,1,1,0.91000323923272,0.684856315343264,0.837283012012286,1,0.980604559066389,1,1,1,0.976126863776912,0.957008187828837,1,1,0.91000323923272,0.684856315343264,0.837283012012286,1,0.980604559066389,1,1,1,0.976126863776912,0.957008187828837,1,1,0.91000323923272,0.684856315343264,0.837283012012286
"954",1,1,0.741298730532294,1,1,0.79843537500879,0.854172561629446,0.797117986379343,0.852854184514152,1,1,1,1,1,0.741298730532294,1,1,0.79843537500879,0.854172561629446,0.797117986379343,0.852854184514152,1,1,1,1,1,0.741298730532294,1,1,0.79843537500879,0.854172561629446,0.797117986379343,0.852854184514152,1,1,1
"955",1,0.819845145290583,1,0.776113619236235,0.877767924747393,0.843644847584327,0.931948201951123,1,1,1,0.888275573252258,0.879496838192875,1,0.819845145290583,1,0.776113619236235,0.877767924747393,0.843644847584327,0.931948201951123,1,1,1,0.888275573252258,0.879496838192875,1,0.819845145290583,1,0.776113619236235,0.877767924747393,0.843644847584327,0.931948201951123,1,1,1,0.888275573252258,0.879496838192875
"956",0.783995211261087,0.933727407272137,1,1,0.746173805993277,1,0.961473916239513,0.607967211853615,0.725703080858263,1,1,0.703415031967213,0.783995211261087,0.933727407272137,1,1,0.746173805993277,1,0.961473916239513,0.607967211853615,0.725703080858263,1,1,0.703415031967213,0.783995211261087,0.933727407272137,1,1,0.746173805993277,1,0.961473916239513,0.607967211853615,0.725703080858263,1,1,0.703415031967213
"957",0.797117986379343,0.581774826911866,1,1,1,0.982802094919462,0.72910791058705,0.804717057936419,1,1,0.965348801351372,0.937732088677172,0.797117986379343,0.581774826911866,1,1,1,0.982802094919462,0.72910791058705,0.804717057936419,1,1,0.965348801351372,0.937732088677172,0.797117986379343,0.581774826911866,1,1,1,0.982802094919462,0.72910791058705,0.804717057936419,1,1,0.965348801351372,0.937732088677172
"958",1,0.597843183097379,0.79843537500879,0.773105827808864,0.351730588537704,0.621537090123675,1,0.882762417249044,1,1,1,0.394066576648154,1,0.597843183097379,0.79843537500879,0.773105827808864,0.351730588537704,0.621537090123675,1,0.882762417249044,1,1,1,0.394066576648154,1,0.597843183097379,0.79843537500879,0.773105827808864,0.351730588537704,0.621537090123675,1,0.882762417249044,1,1,1,0.394066576648154
"959",0.971204760523918,1,0.977458780583701,1,1,1,0.876038514344097,0.973853263445102,0.804717057936419,1,1,1,0.971204760523918,1,0.977458780583701,1,1,1,0.876038514344097,0.973853263445102,0.804717057936419,1,1,1,0.971204760523918,1,0.977458780583701,1,1,1,0.876038514344097,0.973853263445102,0.804717057936419,1,1,1
"960",1,0.974774321487687,0.927780591911504,0.807203773250298,1,1,0.952982734009513,1,1,0.710119899558564,1,0.899576464641477,1,0.974774321487687,0.927780591911504,0.807203773250298,1,1,0.952982734009513,1,1,0.710119899558564,1,0.899576464641477,1,0.974774321487687,0.927780591911504,0.807203773250298,1,1,0.952982734009513,1,1,0.710119899558564,1,0.899576464641477
"961",1,1,1,1,0.808859076619207,1,0.846414877993377,0.958881769988026,0.595441122700767,1,0.708283874429204,1,1,1,1,1,0.808859076619207,1,0.846414877993377,0.958881769988026,0.595441122700767,1,0.708283874429204,1,1,1,1,1,0.808859076619207,1,0.846414877993377,0.958881769988026,0.595441122700767,1,0.708283874429204,1
"962",1,0.948361186251343,1,1,1,0.854894642514376,1,1,1,1,1,0.695125913118694,1,0.948361186251343,1,1,1,0.854894642514376,1,1,1,1,1,0.695125913118694,1,0.948361186251343,1,1,1,0.854894642514376,1,1,1,1,1,0.695125913118694
"963",1,0.884721699620544,1,0.88478605866408,1,1,0.770757821320004,0.996560381368153,1,0.955114408254714,1,1,1,0.884721699620544,1,0.88478605866408,1,1,0.770757821320004,0.996560381368153,1,0.955114408254714,1,1,1,0.884721699620544,1,0.88478605866408,1,1,0.770757821320004,0.996560381368153,1,0.955114408254714,1,1
"964",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"965",1,0.998825000547893,1,0.82762814936826,0.938004469856546,0.876552370102767,0.658241056386492,0.537039772295128,1,0.910137739232492,0.706956484748616,0.648361090606535,1,0.998825000547893,1,0.82762814936826,0.938004469856546,0.876552370102767,0.658241056386492,0.537039772295128,1,0.910137739232492,0.706956484748616,0.648361090606535,1,0.998825000547893,1,0.82762814936826,0.938004469856546,0.876552370102767,0.658241056386492,0.537039772295128,1,0.910137739232492,0.706956484748616,0.648361090606535
"966",1,1,0.628868656711145,0.941686553547574,1,1,0.841303248021424,1,0.350204561216148,1,0.934062754268946,0.829811093947305,1,1,0.628868656711145,0.941686553547574,1,1,0.841303248021424,1,0.350204561216148,1,0.934062754268946,0.829811093947305,1,1,0.628868656711145,0.941686553547574,1,1,0.841303248021424,1,0.350204561216148,1,0.934062754268946,0.829811093947305
"967",0.69058325280957,1,0.855307723786457,1,1,0.288822403180611,0.725209279387947,0.797117986379343,0.684856315343264,1,0.735800028359652,0.79845135709819,0.69058325280957,1,0.855307723786457,1,1,0.288822403180611,0.725209279387947,0.797117986379343,0.684856315343264,1,0.735800028359652,0.79845135709819,0.69058325280957,1,0.855307723786457,1,1,0.288822403180611,0.725209279387947,0.797117986379343,0.684856315343264,1,0.735800028359652,0.79845135709819
"968",1,1,0.553349660167155,0.828688772445426,0.798572064472668,0.957859680876764,1,1,0.683604171643328,1,1,0.639347760910895,1,1,0.553349660167155,0.828688772445426,0.798572064472668,0.957859680876764,1,1,0.683604171643328,1,1,0.639347760910895,1,1,0.553349660167155,0.828688772445426,0.798572064472668,0.957859680876764,1,1,0.683604171643328,1,1,0.639347760910895
"969",1,0.436066709728221,0.934062754268946,0.516544364829153,0.985605022772654,0.219742791717331,0.710119899558564,0.424585881803681,1,0.695125913118694,1,0.98112506365828,1,0.436066709728221,0.934062754268946,0.516544364829153,0.985605022772654,0.219742791717331,0.710119899558564,0.424585881803681,1,0.695125913118694,1,0.98112506365828,1,0.436066709728221,0.934062754268946,0.516544364829153,0.985605022772654,0.219742791717331,0.710119899558564,0.424585881803681,1,0.695125913118694,1,0.98112506365828
"970",0.701520359618117,1,1,0.758999391511867,0.893995807663853,0.809491924105641,1,0.725209279387947,1,0.946979636653236,1,0.698394685707756,0.701520359618117,1,1,0.758999391511867,0.893995807663853,0.809491924105641,1,0.725209279387947,1,0.946979636653236,1,0.698394685707756,0.701520359618117,1,1,0.758999391511867,0.893995807663853,0.809491924105641,1,0.725209279387947,1,0.946979636653236,1,0.698394685707756
"971",0.799152015993258,1,0.992848099359624,0.835464623603317,0.210748808393069,0.990975308683106,0.160881225649699,0.871706978995531,0.917411271559367,1,1,0.747729390665008,0.799152015993258,1,0.992848099359624,0.835464623603317,0.210748808393069,0.990975308683106,0.160881225649699,0.871706978995531,0.917411271559367,1,1,0.747729390665008,0.799152015993258,1,0.992848099359624,0.835464623603317,0.210748808393069,0.990975308683106,0.160881225649699,0.871706978995531,0.917411271559367,1,1,0.747729390665008
"972",0.534716945783287,1,1,1,1,0.868994996815656,1,0.898691448375933,0.934587008239203,1,1,1,0.534716945783287,1,1,1,1,0.868994996815656,1,0.898691448375933,0.934587008239203,1,1,1,0.534716945783287,1,1,1,1,0.868994996815656,1,0.898691448375933,0.934587008239203,1,1,1
"973",0.759853894413965,0.731329302492966,1,0.70842876409025,1,1,0.923341524695194,1,1,1,0.615718956122884,1,0.759853894413965,0.731329302492966,1,0.70842876409025,1,1,0.923341524695194,1,1,1,0.615718956122884,1,0.759853894413965,0.731329302492966,1,0.70842876409025,1,1,0.923341524695194,1,1,1,0.615718956122884,1
"974",0.986143341652446,1,1,1,0.946950067732736,1,1,1,1,1,1,1,0.986143341652446,1,1,1,0.946950067732736,1,1,1,1,1,1,1,0.986143341652446,1,1,1,0.946950067732736,1,1,1,1,1,1,1
"975",0.893488858753771,1,0.701944816713088,0.960292458301127,0.959206513193821,1,0.632559998777573,0.736753975242658,1,0.747729390665008,0.872466361019141,1,0.893488858753771,1,0.701944816713088,0.960292458301127,0.959206513193821,1,0.632559998777573,0.736753975242658,1,0.747729390665008,0.872466361019141,1,0.893488858753771,1,0.701944816713088,0.960292458301127,0.959206513193821,1,0.632559998777573,0.736753975242658,1,0.747729390665008,0.872466361019141,1
"976",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"977",0.848681652896926,0.948088368838165,0.864154057367345,1,1,1,1,0.826943585158729,0.957025678323611,1,1,0.735393906645853,0.848681652896926,0.948088368838165,0.864154057367345,1,1,1,1,0.826943585158729,0.957025678323611,1,1,0.735393906645853,0.848681652896926,0.948088368838165,0.864154057367345,1,1,1,1,0.826943585158729,0.957025678323611,1,1,0.735393906645853
"978",0.836758659456238,1,1,0.552985332508817,0.857117723942281,1,0.991275520802267,1,0.868527456389601,1,0.697938018619447,0.973853263445102,0.836758659456238,1,1,0.552985332508817,0.857117723942281,1,0.991275520802267,1,0.868527456389601,1,0.697938018619447,0.973853263445102,0.836758659456238,1,1,0.552985332508817,0.857117723942281,1,0.991275520802267,1,0.868527456389601,1,0.697938018619447,0.973853263445102
"979",1,0.542592096119922,1,0.417481103378857,1,0.934062754268946,0.895577518669185,0.856478364900237,0.925529193995145,0.924915893355378,1,1,1,0.542592096119922,1,0.417481103378857,1,0.934062754268946,0.895577518669185,0.856478364900237,0.925529193995145,0.924915893355378,1,1,1,0.542592096119922,1,0.417481103378857,1,0.934062754268946,0.895577518669185,0.856478364900237,0.925529193995145,0.924915893355378,1,1
"980",0.864441529783598,0.760187809014126,1,1,1,0.483797366392187,0.975018928795535,0.935892954220093,1,1,1,1,0.864441529783598,0.760187809014126,1,1,1,0.483797366392187,0.975018928795535,0.935892954220093,1,1,1,1,0.864441529783598,0.760187809014126,1,1,1,0.483797366392187,0.975018928795535,0.935892954220093,1,1,1,1
"981",1,0.979282864124532,0.828589104199206,1,1,0.575434023701284,1,0.86998289094159,0.874712305811235,1,0.797117986379343,0.785508633227013,1,0.979282864124532,0.828589104199206,1,1,0.575434023701284,1,0.86998289094159,0.874712305811235,1,0.797117986379343,0.785508633227013,1,0.979282864124532,0.828589104199206,1,1,0.575434023701284,1,0.86998289094159,0.874712305811235,1,0.797117986379343,0.785508633227013
"982",0.81224612238268,0.837144912781064,1,0.893995807663853,1,0.812348950548535,0.83988803178843,1,1,1,1,0.834562833420173,0.81224612238268,0.837144912781064,1,0.893995807663853,1,0.812348950548535,0.83988803178843,1,1,1,1,0.834562833420173,0.81224612238268,0.837144912781064,1,0.893995807663853,1,0.812348950548535,0.83988803178843,1,1,1,1,0.834562833420173
"983",1,0.856140688701859,0.828589104199206,1,0.874712305811235,0.865690830158292,0.798826682768537,1,1,0.980615078255301,1,0.652441395501224,1,0.856140688701859,0.828589104199206,1,0.874712305811235,0.865690830158292,0.798826682768537,1,1,0.980615078255301,1,0.652441395501224,1,0.856140688701859,0.828589104199206,1,0.874712305811235,0.865690830158292,0.798826682768537,1,1,0.980615078255301,1,0.652441395501224
"984",1,1,1,0.925008219505541,1,1,1,0.808859076619207,1,0.911020689156315,1,1,1,1,1,0.925008219505541,1,1,1,0.808859076619207,1,0.911020689156315,1,1,1,1,1,0.925008219505541,1,1,1,0.808859076619207,1,0.911020689156315,1,1
"985",1,1,0.898116834422067,0.940723847380519,0.865362092520165,1,0.772049179854907,0.833842208614395,1,0.90572587933552,1,1,1,1,0.898116834422067,0.940723847380519,0.865362092520165,1,0.772049179854907,0.833842208614395,1,0.90572587933552,1,1,1,1,0.898116834422067,0.940723847380519,0.865362092520165,1,0.772049179854907,0.833842208614395,1,0.90572587933552,1,1
"986",0.739172531026871,1,0.868994996815656,0.580243454795715,1,0.888483271291796,1,1,1,0.887385041887179,1,1,0.739172531026871,1,0.868994996815656,0.580243454795715,1,0.888483271291796,1,1,1,0.887385041887179,1,1,0.739172531026871,1,0.868994996815656,0.580243454795715,1,0.888483271291796,1,1,1,0.887385041887179,1,1
"987",0.798826682768537,1,0.764724484583854,1,1,1,0.903445213842316,0.918323438418501,0.924515283698885,1,1,1,0.798826682768537,1,0.764724484583854,1,1,1,0.903445213842316,0.918323438418501,0.924515283698885,1,1,1,0.798826682768537,1,0.764724484583854,1,1,1,0.903445213842316,0.918323438418501,0.924515283698885,1,1,1
"988",1,1,1,0.782180972259733,0.987501385678617,1,0.874712305811235,1,0.860030391633397,1,1,0.815844465316914,1,1,1,0.782180972259733,0.987501385678617,1,0.874712305811235,1,0.860030391633397,1,1,0.815844465316914,1,1,1,0.782180972259733,0.987501385678617,1,0.874712305811235,1,0.860030391633397,1,1,0.815844465316914
"989",0.808859076619207,1,1,0.563667433565493,1,0.692809166741992,1,0.989914419802094,0.988174180662519,0.986618612513113,0.924137336635258,1,0.808859076619207,1,1,0.563667433565493,1,0.692809166741992,1,0.989914419802094,0.988174180662519,0.986618612513113,0.924137336635258,1,0.808859076619207,1,1,0.563667433565493,1,0.692809166741992,1,0.989914419802094,0.988174180662519,0.986618612513113,0.924137336635258,1
"990",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"991",1,1,1,1,1,1,1,0.809491924105641,1,0.583371880100475,1,0.99743790976268,1,1,1,1,1,1,1,0.809491924105641,1,0.583371880100475,1,0.99743790976268,1,1,1,1,1,1,1,0.809491924105641,1,0.583371880100475,1,0.99743790976268
"992",1,0.88478605866408,0.366996662691264,0.986051858052311,1,1,0.783995211261087,0.869377713465577,1,0.882245089675766,1,1,1,0.88478605866408,0.366996662691264,0.986051858052311,1,1,0.783995211261087,0.869377713465577,1,0.882245089675766,1,1,1,0.88478605866408,0.366996662691264,0.986051858052311,1,1,0.783995211261087,0.869377713465577,1,0.882245089675766,1,1
"993",1,1,1,1,1,1,0.616276833749679,0.564670335120211,0.959740087914733,0.721169068144709,0.90612816624911,1,1,1,1,1,1,1,0.616276833749679,0.564670335120211,0.959740087914733,0.721169068144709,0.90612816624911,1,1,1,1,1,1,1,0.616276833749679,0.564670335120211,0.959740087914733,0.721169068144709,0.90612816624911,1
"994",0.884721699620544,0.553349660167155,0.956553116406291,1,0.798826682768537,0.694665335951374,1,1,0.612242782068327,1,1,1,0.884721699620544,0.553349660167155,0.956553116406291,1,0.798826682768537,0.694665335951374,1,1,0.612242782068327,1,1,1,0.884721699620544,0.553349660167155,0.956553116406291,1,0.798826682768537,0.694665335951374,1,1,0.612242782068327,1,1,1
"995",0.915349594755388,0.824587705738118,0.880868178960671,0.990719347978466,0.818747384307014,0.747729390665008,1,0.605212153071197,0.682074649886031,1,0.736860480464379,1,0.915349594755388,0.824587705738118,0.880868178960671,0.990719347978466,0.818747384307014,0.747729390665008,1,0.605212153071197,0.682074649886031,1,0.736860480464379,1,0.915349594755388,0.824587705738118,0.880868178960671,0.990719347978466,0.818747384307014,0.747729390665008,1,0.605212153071197,0.682074649886031,1,0.736860480464379,1
"996",0.797117986379343,1,1,0.851614322532351,0.928040269387675,0.756004696091419,0.930586304843091,1,0.967015768688296,0.740307255578324,1,0.747729390665008,0.797117986379343,1,1,0.851614322532351,0.928040269387675,0.756004696091419,0.930586304843091,1,0.967015768688296,0.740307255578324,1,0.747729390665008,0.797117986379343,1,1,0.851614322532351,0.928040269387675,0.756004696091419,0.930586304843091,1,0.967015768688296,0.740307255578324,1,0.747729390665008
"997",1,0.416378746360697,1,1,0.810483527489046,0.804449392595275,1,1,1,0.973853263445102,1,0.948543344993374,1,0.416378746360697,1,1,0.810483527489046,0.804449392595275,1,1,1,0.973853263445102,1,0.948543344993374,1,0.416378746360697,1,1,0.810483527489046,0.804449392595275,1,1,1,0.973853263445102,1,0.948543344993374
"998",1,1,0.936744083253941,0.874674122580137,0.921509889813423,0.8998235070539,1,1,0.906561388113822,1,0.854172561629446,0.850478059579301,1,1,0.936744083253941,0.874674122580137,0.921509889813423,0.8998235070539,1,1,0.906561388113822,1,0.854172561629446,0.850478059579301,1,1,0.936744083253941,0.874674122580137,0.921509889813423,0.8998235070539,1,1,0.906561388113822,1,0.854172561629446,0.850478059579301
"999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1000",0.963039940059448,0.976155420262465,1,1,1,1,1,1,0.626811339185882,0.730836444920071,0.806125090312985,0.877029605155109,0.963039940059448,0.976155420262465,1,1,1,1,1,1,0.626811339185882,0.730836444920071,0.806125090312985,0.877029605155109,0.963039940059448,0.976155420262465,1,1,1,1,1,1,0.626811339185882,0.730836444920071,0.806125090312985,0.877029605155109
"1001",1,1,1,1,0.867159798639168,1,1,1,1,1,1,0.993765170289404,1,1,1,1,0.867159798639168,1,1,1,1,1,1,0.993765170289404,1,1,1,1,0.867159798639168,1,1,1,1,1,1,0.993765170289404
"1002",1,1,0.545840265473753,0.948745571632662,1,1,1,0.81905129502492,0.987929845146859,0.351730588537704,1,0.899631776311497,1,1,0.545840265473753,0.948745571632662,1,1,1,0.81905129502492,0.987929845146859,0.351730588537704,1,0.899631776311497,1,1,0.545840265473753,0.948745571632662,1,1,1,0.81905129502492,0.987929845146859,0.351730588537704,1,0.899631776311497
"1003",0.978063045887278,0.980643730619943,1,1,1,1,0.531819525713481,0.8843947526912,1,0.701520359618117,0.534984815136339,1,0.978063045887278,0.980643730619943,1,1,1,1,0.531819525713481,0.8843947526912,1,0.701520359618117,0.534984815136339,1,0.978063045887278,0.980643730619943,1,1,1,1,0.531819525713481,0.8843947526912,1,0.701520359618117,0.534984815136339,1
"1004",0.871706978995531,0.655030022205194,1,0.565216463089501,0.266943563165332,1,1,1,1,1,1,1,0.871706978995531,0.655030022205194,1,0.565216463089501,0.266943563165332,1,1,1,1,1,1,1,0.871706978995531,0.655030022205194,1,0.565216463089501,0.266943563165332,1,1,1,1,1,1,1
"1005",0.960573675198131,0.746173805993277,1,1,1,1,0.956153803176356,0.747729390665008,0.840956217967799,0.896734679241849,1,1,0.960573675198131,0.746173805993277,1,1,1,1,0.956153803176356,0.747729390665008,0.840956217967799,0.896734679241849,1,1,0.960573675198131,0.746173805993277,1,1,1,1,0.956153803176356,0.747729390665008,0.840956217967799,0.896734679241849,1,1
"1006",1,0.905835084707677,0.825775129465445,1,1,0.850260122244795,0.722640731259764,1,0.783637770639632,0.772049179854907,1,0.693315267362658,1,0.905835084707677,0.825775129465445,1,1,0.850260122244795,0.722640731259764,1,0.783637770639632,0.772049179854907,1,0.693315267362658,1,0.905835084707677,0.825775129465445,1,1,0.850260122244795,0.722640731259764,1,0.783637770639632,0.772049179854907,1,0.693315267362658
"1007",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1008",1,0.976155420262465,0.918928709140771,0.81549015866367,1,0.983400966544766,1,1,1,0.871934630179583,0.924690616611771,1,1,0.976155420262465,0.918928709140771,0.81549015866367,1,0.983400966544766,1,1,1,0.871934630179583,0.924690616611771,1,1,0.976155420262465,0.918928709140771,0.81549015866367,1,0.983400966544766,1,1,1,0.871934630179583,0.924690616611771,1
"1009",0.882134459425081,1,1,0.924015978836166,0.168087271097318,1,1,1,0.957859680876764,0.992848099359624,0.181634422792381,1,0.882134459425081,1,1,0.924015978836166,0.168087271097318,1,1,1,0.957859680876764,0.992848099359624,0.181634422792381,1,0.882134459425081,1,1,0.924015978836166,0.168087271097318,1,1,1,0.957859680876764,0.992848099359624,0.181634422792381,1
"1010",1,1,1,0.925529193995145,1,1,0.81905129502492,1,1,1,0.833866402327508,1,1,1,1,0.925529193995145,1,1,0.81905129502492,1,1,1,0.833866402327508,1,1,1,1,0.925529193995145,1,1,0.81905129502492,1,1,1,0.833866402327508,1
"1011",1,1,1,1,0.721993211882306,0.903399193649369,1,1,1,1,0.797426830255372,1,1,1,1,1,0.721993211882306,0.903399193649369,1,1,1,1,0.797426830255372,1,1,1,1,1,0.721993211882306,0.903399193649369,1,1,1,1,0.797426830255372,1
