"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"56",0.783554488684404,1,0.808859076619207,1,0.64724175879519,1,1,0.868410811887811,1,0.766204951043526,0.871098603206614,0.96384976025399,0.783554488684404,1,0.808859076619207,1,0.64724175879519,1,1,0.868410811887811,1,0.766204951043526,0.871098603206614,0.96384976025399,0.783554488684404,1,0.808859076619207,1,0.64724175879519,1,1,0.868410811887811,1,0.766204951043526,0.871098603206614,0.96384976025399
"57",0.735221661922376,0.997466911170856,0.944004112849784,1,1,1,1,0.325963031567592,1,0.997874095025813,1,0.746173805993277,0.735221661922376,0.997466911170856,0.944004112849784,1,1,1,1,0.325963031567592,1,0.997874095025813,1,0.746173805993277,0.735221661922376,0.997466911170856,0.944004112849784,1,1,1,1,0.325963031567592,1,0.997874095025813,1,0.746173805993277
"58",1,1,1,0.476147462886866,1,1,0.772010719561062,0.868994996815656,0.934947600890163,0.833866402327508,1,0.917663571856957,1,1,1,0.476147462886866,1,1,0.772010719561062,0.868994996815656,0.934947600890163,0.833866402327508,1,0.917663571856957,1,1,1,0.476147462886866,1,1,0.772010719561062,0.868994996815656,0.934947600890163,0.833866402327508,1,0.917663571856957
"59",1,1,0.747729390665008,0.995535388049523,0.96044509994129,1,0.934809387393669,1,0.934062754268946,0.900927098111798,1,1,1,1,0.747729390665008,0.995535388049523,0.96044509994129,1,0.934809387393669,1,0.934062754268946,0.900927098111798,1,1,1,1,0.747729390665008,0.995535388049523,0.96044509994129,1,0.934809387393669,1,0.934062754268946,0.900927098111798,1,1
"60",0.818267369633376,1,1,0.783995211261087,0.708454050616942,1,1,1,1,0.885363153503472,1,0.798016696311628,0.818267369633376,1,1,0.783995211261087,0.708454050616942,1,1,1,1,0.885363153503472,1,0.798016696311628,0.818267369633376,1,1,0.783995211261087,0.708454050616942,1,1,1,1,0.885363153503472,1,0.798016696311628
"61",0.728555010738594,0.777177758295651,0.830402629644223,0.907038793660671,0.697489123651431,0.997187758855592,0.672988533130627,0.71725402230623,0.968946405906482,0.798572064472668,1,1,0.728555010738594,0.777177758295651,0.830402629644223,0.907038793660671,0.697489123651431,0.997187758855592,0.672988533130627,0.71725402230623,0.968946405906482,0.798572064472668,1,1,0.728555010738594,0.777177758295651,0.830402629644223,0.907038793660671,0.697489123651431,0.997187758855592,0.672988533130627,0.71725402230623,0.968946405906482,0.798572064472668,1,1
"62",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"63",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64",1,0.972670582585212,1,0.884418445899383,0.992848099359624,1,0.928136550992086,1,0.980490234607502,1,1,0.924915893355378,1,0.972670582585212,1,0.884418445899383,0.992848099359624,1,0.928136550992086,1,0.980490234607502,1,1,0.924915893355378,1,0.972670582585212,1,0.884418445899383,0.992848099359624,1,0.928136550992086,1,0.980490234607502,1,1,0.924915893355378
"65",0.809623503106463,1,0.698394685707756,1,0.825554395107402,1,1,1,1,0.812273509851933,0.903974272982198,1,0.809623503106463,1,0.698394685707756,1,0.825554395107402,1,1,1,1,0.812273509851933,0.903974272982198,1,0.809623503106463,1,0.698394685707756,1,0.825554395107402,1,1,1,1,0.812273509851933,0.903974272982198,1
"66",0.653253613814566,1,1,1,1,1,0.950204725947029,1,0.865690830158292,0.871706978995531,1,0.855465225659566,0.653253613814566,1,1,1,1,1,0.950204725947029,1,0.865690830158292,0.871706978995531,1,0.855465225659566,0.653253613814566,1,1,1,1,1,0.950204725947029,1,0.865690830158292,0.871706978995531,1,0.855465225659566
"67",0.835144192926849,0.855005233269065,0.967923966991761,0.808802486528945,1,1,1,0.980490234607502,0.88478605866408,1,0.815844465316914,0.956553116406291,0.835144192926849,0.855005233269065,0.967923966991761,0.808802486528945,1,1,1,0.980490234607502,0.88478605866408,1,0.815844465316914,0.956553116406291,0.835144192926849,0.855005233269065,0.967923966991761,0.808802486528945,1,1,1,0.980490234607502,0.88478605866408,1,0.815844465316914,0.956553116406291
"68",1,1,0.866050555854075,0.834328479951133,0.988958495691728,1,0.948543344993374,0.893213999216303,0.6529188103784,0.638738013637838,0.576767376106241,0.731567986274814,1,1,0.866050555854075,0.834328479951133,0.988958495691728,1,0.948543344993374,0.893213999216303,0.6529188103784,0.638738013637838,0.576767376106241,0.731567986274814,1,1,0.866050555854075,0.834328479951133,0.988958495691728,1,0.948543344993374,0.893213999216303,0.6529188103784,0.638738013637838,0.576767376106241,0.731567986274814
"69",1,1,0.833866402327508,1,1,0.63830173307199,0.918928709140771,0.973853263445102,0.648343064501518,1,0.771423527967248,0.885363153503472,1,1,0.833866402327508,1,1,0.63830173307199,0.918928709140771,0.973853263445102,0.648343064501518,1,0.771423527967248,0.885363153503472,1,1,0.833866402327508,1,1,0.63830173307199,0.918928709140771,0.973853263445102,0.648343064501518,1,0.771423527967248,0.885363153503472
"70",0.86332648898524,1,1,0.922139620781536,0.928898560499419,1,0.940225980534359,0.963039940059448,1,1,0.874712305811235,1,0.86332648898524,1,1,0.922139620781536,0.928898560499419,1,0.940225980534359,0.963039940059448,1,1,0.874712305811235,1,0.86332648898524,1,1,0.922139620781536,0.928898560499419,1,0.940225980534359,0.963039940059448,1,1,0.874712305811235,1
"71",0.98112506365828,0.725209279387947,0.836758659456238,1,0.791358680007201,0.726756450496198,0.460901059504252,0.60906268567953,1,0.942276717753842,0.797117986379343,0.446294750044383,0.98112506365828,0.725209279387947,0.836758659456238,1,0.791358680007201,0.726756450496198,0.460901059504252,0.60906268567953,1,0.942276717753842,0.797117986379343,0.446294750044383,0.98112506365828,0.725209279387947,0.836758659456238,1,0.791358680007201,0.726756450496198,0.460901059504252,0.60906268567953,1,0.942276717753842,0.797117986379343,0.446294750044383
"72",1,0.700529007573154,1,0.745546422836701,0.924425045493612,0.969436496571357,1,1,0.989175641090577,1,0.633494326631521,0.965036671630587,1,0.700529007573154,1,0.745546422836701,0.924425045493612,0.969436496571357,1,1,0.989175641090577,1,0.633494326631521,0.965036671630587,1,0.700529007573154,1,0.745546422836701,0.924425045493612,0.969436496571357,1,1,0.989175641090577,1,0.633494326631521,0.965036671630587
"73",1,0.98112506365828,0.450663027671178,1,0.198346760170627,1,0.836152380108565,0.704053497758338,1,0.898149737980991,1,0.923341524695194,1,0.98112506365828,0.450663027671178,1,0.198346760170627,1,0.836152380108565,0.704053497758338,1,0.898149737980991,1,0.923341524695194,1,0.98112506365828,0.450663027671178,1,0.198346760170627,1,0.836152380108565,0.704053497758338,1,0.898149737980991,1,0.923341524695194
"74",1,0.939263300353165,1,0.758251390405378,0.949611289153285,1,1,0.978321925063492,1,1,1,1,1,0.939263300353165,1,0.758251390405378,0.949611289153285,1,1,0.978321925063492,1,1,1,1,1,0.939263300353165,1,0.758251390405378,0.949611289153285,1,1,0.978321925063492,1,1,1,1
