,g,pval,qval
3952,HIST1H1C,0.0618007510197478,0.1725711585471912
2357,C19orf70,0.062045257556618494,0.17308032779673563
1514,DDR1,0.06224359047297856,0.17339590227585402
3797,LMAN2,0.06223657743870237,0.17339590227585402
747,FTH1P16,0.062406779457854666,0.1737315953443697
2796,HUWE1,0.06286341608031287,0.1747818514885647
4017,NDUFA11,0.06286993380325767,0.1747818514885647
2537,DDX6,0.06305197684460961,0.17516829061949565
2584,EEF1DP3,0.06318194553207124,0.17540963050172576
3463,HLA.A,0.06332751720502505,0.1756939298053524
2018,AC016638.1,0.06354516256708198,0.17603785809772607
2750,HCST,0.06357925105597084,0.17603785809772607
432,CLASRP,0.06358124113111974,0.17603785809772607
4036,CD81,0.06366013336210585,0.17613646688223714
3827,MYH9,0.0639314259348921,0.17676691817595844
2289,ARCN1,0.06402804976276466,0.17691389174097227
1412,ARHGEF7,0.06408480170243991,0.176950571864946
2206,AL158047.1,0.06468812522248912,0.17849536925798695
85,ADAR,0.06484646201201394,0.17881104362391378
3242,ATP5D,0.06498819098126196,0.17908052626522425
37,AC073861.1,0.0653875889508383,0.1800591928483842
2820,ILKAP,0.06573866056600242,0.18081699694954712
1614,HDAC1,0.06575163525438077,0.18081699694954712
2825,INPP1,0.06592641683700917,0.18110376273168038
2483,COX7B,0.06594490819861187,0.18110376273168038
2492,CSNK2A2,0.06605507787809661,0.18121000540239723
3835,NFKBIA,0.06607264079045638,0.18121000540239723
3872,AP000892.3,0.06622603462642451,0.18150839119834866
2436,CHST10,0.0663740095585772,0.18179153358237496
2707,GLB1L2,0.06648251386458237,0.181958362224927
2507,CUEDC1,0.06656716796793849,0.181958362224927
2494,CTAGE5,0.06656904210145365,0.181958362224927
2686,FTSJ3,0.0666858290119069,0.18215525105936983
1322,NPM1P40,0.06678364376039592,0.18230008726010152
3053,NDN,0.06699248150106574,0.18274758693655332
1071,LPCAT1,0.06707152238450964,0.18284065378764516
1528,DYM,0.06747412131720498,0.18344667585906765
2448,CLINT1,0.06745251528001883,0.18344667585906765
3546,MFSD12,0.06737055279987414,0.18344667585906765
3740,GALNT10,0.06744926278244778,0.18344667585906765
1563,EWSR1,0.06757369290887283,0.18359474642130336
3094,NPIPB13,0.0680990224695841,0.1848986133763891
1673,LEPROTL1,0.06829082504583239,0.18529577195769187
3059,NDUFB10,0.06863038063391591,0.18560645222819544
1743,NPRL2,0.06858639887029838,0.18560645222819544
2502,CTSB,0.06851285521944439,0.18560645222819544
604,DUT,0.06859615129694063,0.18560645222819544
4042,EPS8L2,0.06863334412860789,0.18560645222819544
2991,MSRB2,0.06886794116733364,0.18590881191090655
927,IFI27L1,0.06879845010213503,0.18590881191090655
3190,AKR1C2,0.06888218387264056,0.18590881191090655
2869,KRT18P52,0.06917695803826496,0.18658066217080077
2771,HMGB1,0.06975603334790836,0.18801791769932918
1390,AL513331.1,0.0706555145724076,0.19031630993361942
3421,FKBP8,0.07087882624873743,0.19079154949230248
2775,HNRNPH2,0.07099921770350748,0.1909893034059983
2977,MPP1,0.07108382665392854,0.19109060401683564
3054,NDRG1,0.07121788941283691,0.19132462700346287
2588,EFEMP2,0.07146293159328565,0.19167610055162804
3305,COLEC11,0.0714713765081092,0.19167610055162804
1304,NME3,0.07149000507060721,0.19167610055162804
3938,FOLR1,0.07159990654974424,0.19184438423795858
2457,CLUH,0.0716874195479188,0.19195249839475625
2043,AC069213.3,0.07194886159566971,0.19252588211333052
2657,FCGRT,0.07211795383514119,0.19285155854732236
3571,MT.ND2,0.07249597600859647,0.19356574905221255
16,AC006064.4,0.07248382314060386,0.19356574905221255
1471,CD9,0.0725277069544531,0.19356574905221255
3892,CCDC50,0.07258988930344434,0.1936047506323843
3204,AL355802.2,0.0727839047698301,0.19399508344021513
2458,CMTM7,0.07365915982640481,0.1961994636737353
3452,GRK2,0.07373127738740715,0.19626311247007658
2498,CTNNBL1,0.07382229053735145,0.19637694280197415
3728,FAM3B,0.07388921025309203,0.19642657461142038
1536,EEF1DP1,0.07416127091237379,0.19676425854847546
2690,FUT2,0.07412676572467847,0.19676425854847546
2877,LAMTOR5,0.0741069860807646,0.19676425854847546
1353,AC026366.1,0.0745473199923451,0.19753098461513316
3312,CORO7,0.07451531257946298,0.19753098461513316
1554,ENO2,0.07499108229227425,0.19784096157260647
1589,GGT1,0.0750045709352658,0.19784096157260647
2566,DVL3,0.07500072256965296,0.19784096157260647
2293,ARHGEF11,0.07498924649057026,0.19784096157260647
3870,ANP32B,0.07489339732220779,0.19784096157260647
3860,AKT1S1,0.07485219148219158,0.19784096157260647
1516,DECR2,0.07478286216878294,0.19784096157260647
3193,AL008718.1,0.07548065384845037,0.1989677857274566
3335,CYGB,0.0759099769609004,0.19996997167046254
3138,AC022210.1,0.07677322021652044,0.20211319940571681
3300,COA3,0.07692551238448131,0.20238321616343824
1334,NSMF,0.0771401687008283,0.20281685181677722
1389,AL353754.1,0.07811763701690566,0.20525421733944868
3079,NME4,0.0782116679067213,0.205363105493605
22,AC010301.1,0.0782599942556711,0.205363105493605
3217,AP000343.1,0.0784340429445084,0.20555476805160927
1418,ARPC1A,0.07838719424043183,0.20555476805160927
1588,GDF5OS,0.07872676305471549,0.20618914133377866
1647,INPP5A,0.07881481166614157,0.2062869990232773
2675,FOXO1,0.07892029191151573,0.2064303265294788
2062,AC090311.1,0.0789803245304147,0.2064546697744302
1733,NFIC,0.07925815438237005,0.2070479385983608
746,FTH1P12,0.07937263121815341,0.2071532078104635
2620,EPB41L4A.AS1,0.0794002467283349,0.2071532078104635
3736,FNDC10,0.07952800537585969,0.20722085907794427
2844,KANSL1,0.07951963678076257,0.20722085907794427
2555,DNAJC11,0.07965696412844081,0.20742408445473712
1648,IQCE,0.07974205300591075,0.20751288729799025
2607,ELK1,0.08008121126859868,0.2082623194014036
2390,CCDC92,0.08015132229885746,0.20831154645999353
2625,ESYT2,0.08031707686836531,0.20860912753940447
1585,GAK,0.08036913627130748,0.20861121468381472
1655,JADE2,0.08062964351795077,0.20915401473426362
1545,EIF4A1P12,0.08071390579328241,0.209239233489592
3325,CSRNP1,0.08109882153436043,0.21010324865999172
1386,AL139095.2,0.0817769717167598,0.2114563372853954
83,ADAM28,0.08168075107240813,0.2114563372853954
3331,CTSC,0.08172789137607617,0.2114563372853954
1126,MCL1,0.0819855123089368,0.21172654511254618
1707,MST1,0.08193683813683317,0.21172654511254618
3789,KRT18P8,0.08210898676798795,0.21191095507020352
48,AC096664.2,0.08242934553314574,0.21206538326163285
3641,AL031729.1,0.08235273609887472,0.21206538326163285
2782,HPCAL1,0.08238755253869323,0.21206538326163285
3868,ALG2,0.08236003639272815,0.21206538326163285
2645,FAM192A,0.08241310508373556,0.21206538326163285
3393,ERN2,0.08269748193581172,0.21248658552951621
3234,ARL6IP5,0.08268220585030628,0.21248658552951621
2874,KSR1,0.08290626580979299,0.21288864469770186
1499,CRIM1,0.0834016192518553,0.2137787552698906
2678,FP671120.3,0.08341048240014404,0.2137787552698906
2013,AC011979.1,0.08336152833213373,0.2137787552698906
3527,LTBP4,0.08348604323685904,0.21383775706357222
1194,MRPS11,0.08362827742293022,0.2140673516423434
152,AMPD2,0.08372069250569636,0.2141692133866651
3012,MTMR14,0.08521298304717884,0.21784977449875492
3084,NPC1L1,0.08556156341097343,0.2186036177543389
1407,ARHGAP23,0.08570313644360583,0.2188279581715657
1379,AFTPH,0.0858751663041829,0.21912973470722535
628,EFTUD2,0.08602822004176824,0.21924536979962228
498,CTSH,0.08600575768611085,0.21924536979962228
2432,CHMP3,0.08619303050686522,0.2195279312659208
1949,NEPRO,0.0866939845056588,0.22052782308626956
1491,COMMD9,0.08668622825673955,0.22052782308626956
3956,HOXB7,0.08696942678772779,0.22109029795506066
467,COQ9,0.08706047472395972,0.22118360307522852
2945,MEN1,0.08721237842229423,0.22129325447552217
3050,NCMAP,0.08719110071433023,0.22129325447552217
1306,NMT1,0.08727735381191026,0.2212957129114649
260,BANP,0.0873220921218213,0.2212957129114649
1435,ATP6V1E1,0.08752784997536367,0.22167912221514008
3458,HERC6,0.0876859302231705,0.22192458885120755
3861,AL133260.1,0.08773382394633733,0.22192458885120755
1414,ARL6IP1,0.08803814666050713,0.22255606019146834
1443,BICDL2,0.08835988651153193,0.2228158228636524
2433,CHP1,0.08834090736017286,0.2228158228636524
3186,ADRM1,0.08830719564267664,0.2228158228636524
300,C17orf62,0.08835392873927317,0.2228158228636524
1369,AC144530.1,0.08868885320936826,0.22345425134416608
799,GJA1,0.08872286736417012,0.22345425134416608
4069,MTRNR2L10,0.08885695124908866,0.22365355076301227
2677,FOXP4,0.08898574395436387,0.22383929412500678
3674,CAPNS1,0.08938842838918759,0.2244423323727953
263,BCL9L,0.08944605973186093,0.2244423323727953
1645,ILF3,0.08942869775746598,0.2244423323727953
1725,NDUFAB1,0.0893473814859127,0.2244423323727953
2662,FILIP1,0.08968846014377041,0.22491191175917782
782,GCHFR,0.08980359267824511,0.2250619594830404
3250,BCL3,0.09005407749739958,0.2255508279473331
3784,KRT18P1,0.09061314222806494,0.22678260614629817
2545,DHRS4L1,0.09065732191646858,0.22678260614629817
1157,MIDN,0.0908064309249278,0.22700111314560095
2026,AC020656.1,0.09088120698324931,0.22700111314560095
1681,MACF1,0.0909119937167886,0.22700111314560095
2708,GLO1,0.09097811447471649,0.2270269318896972
3432,FXYD5,0.0912855146745063,0.22765443916987782
3778,KCNK5,0.09151755743528034,0.22809336115222964
2974,MORF4L2,0.09166727145396403,0.22819280989413254
3854,AC244107.1,0.09166959316385914,0.22819280989413254
2761,HIPK2,0.09174577656216332,0.2282428548948684
3762,HGS,0.09208299757853122,0.2289418449264643
1398,ANKH,0.09277402685416869,0.23051910213459498
1146,METTL9,0.09343399644022654,0.23201730659653572
2172,AKR1B1,0.09351202172840067,0.23206946855767727
3821,MTND5P11,0.09379611303276214,0.232632650849081
2743,GUSB,0.09427269965194374,0.23367228232850853
412,CETN2,0.09505695947470261,0.2354728089239438
3169,AC125807.1,0.0952889109108721,0.23590381229151428
2897,LPIN1,0.09555684929005315,0.23642332924651446
1140,MET,0.09583120536370715,0.23695808373650554
536,DCAF7,0.09596619541666496,0.23714779316686482
2600,EIF4A1P2,0.09617523182921706,0.23752014171414648
472,CPSF2,0.09672454851667589,0.23873190567790836
3732,FGD3,0.0968704061689335,0.2389470018833693
3164,AC104619.3,0.09702144471858343,0.2390895276610836
867,HDDC2,0.09704567560100985,0.2390895276610836
991,KCTD2,0.0974166922831049,0.2398584014472093
1155,MICALL2,0.09756921166715449,0.23995186256216128
88,ADGRF1,0.09757256327773389,0.23995186256216128
3855,ADAM12,0.09793207518574365,0.24069054710505836
1023,KRT18P15,0.09823570251934755,0.2412910737801717
3684,CEP41,0.09837897094184223,0.24149723264975745
526,DAD1,0.09863749039237457,0.24198588661661513
3032,MYPOP,0.09880360025303991,0.24221294148297415
3933,FAM124A,0.09884906530791648,0.24221294148297415
2745,H2AFV,0.10002265697387891,0.24494116358825943
3292,CHD4,0.10040182258145447,0.2456484272136357
685,EXOC7,0.10043218252665598,0.2456484272136357
1135,MED8,0.10126545451604263,0.24736574648479073
539,DCTN5,0.10131663375679267,0.24736574648479073
1192,MRPL54,0.10131226060001486,0.24736574648479073
1574,FHL2,0.10156426012035569,0.2478216658812036
2301,ARRDC2,0.10195213474658038,0.2486190463862086
2979,MPZL1,0.10214743563459883,0.24894614552863306
3102,NRF1,0.10229850669731,0.2489509022262419
3826,MXRA8,0.10227851159467782,0.2489509022262419
477,CRAT,0.1023328892934896,0.2489509022262419
1271,NDUFB11,0.10245155814133067,0.2490907058752783
1220,MTND3P25,0.10273008233087455,0.24958082963576428
2783,HPS1,0.10283711334132106,0.24958082963576428
2403,CD59,0.10281109952387424,0.24958082963576428
1234,MYO10,0.10354051701162093,0.2511382027635859
1889,GLOD4,0.1038238466953324,0.25136725875559884
3245,B2M,0.10384151376689066,0.25136725875559884
3386,EMC1,0.10388199735305093,0.25136725875559884
1208,MT.CO2,0.10378632753232309,0.25136725875559884
1339,NTHL1,0.10409857083560348,0.25174164189002146
2831,IRF2BPL,0.1042278457033573,0.25175509318259004
3796,LLPH,0.10418987085999154,0.25175509318259004
708,FAM71D,0.10445538421883893,0.2521550496860465
2440,CIRBP,0.1046162586816628,0.2523368845935534
3812,MLXIPL,0.1046547079100536,0.2523368845935534
1532,EEF1A1,0.10488875211206006,0.2526516899855927
807,GMFG,0.10490942409721171,0.2526516899855927
2909,LUC7L3,0.10520302223803135,0.2529451284102427
2296,ARMCX6,0.10521771557703707,0.2529451284102427
3063,NDUFS2,0.10514379953094821,0.2529451284102427
878,HEXB,0.10542455259896899,0.25325009700424217
2147,ACSF2,0.10546902074255293,0.25325009700424217
1625,HNRNPF,0.1057865355515899,0.2532861296924949
1475,CDK5RAP3,0.10585742177074542,0.2532861296924949
1633,HSD17B8,0.1056765746687287,0.2532861296924949
579,DNAJA2,0.10582732881442958,0.2532861296924949
2294,ARHGEF12,0.1055767804894947,0.2532861296924949
3808,METRN,0.10583921627339521,0.2532861296924949
2904,LSM7,0.10636896962330655,0.25436057953399394
166,ANTXR2,0.1065499843021308,0.2546438262534776
3477,IER5L,0.10710942916117683,0.25575130536437946
3986,LRFN3,0.10713906035534815,0.25575130536437946
3509,KRT18P5,0.10722184805326929,0.2557988989313048
3777,KAT6B,0.10783330070158281,0.25710693254566025
2146,ACOX1,0.1082106536783809,0.25785559746546266
29,AC021739.1,0.10829177888208474,0.25789791693978054
2706,GJB1,0.10839042321584047,0.2579818844961817
103,AGRN,0.1085480802705393,0.2582061289895353
1109,MAP7D1,0.10863706931976169,0.2582668645627512
1341,NTPCR,0.10883583870813585,0.25858836167081894
1186,MRPL20,0.10896876699927538,0.25873902729269754
3837,NPC1,0.1090263960213701,0.25873902729269754
3597,NDUFA3,0.10913684946517999,0.2588502198853628
2857,KIF1C,0.10938511743983925,0.25913703607691835
1613,HBP1,0.1093288038329242,0.25913703607691835
2022,AC018523.1,0.11003016155495937,0.2603620683306306
1601,GORASP2,0.11001741596402481,0.2603620683306306
1355,AC034236.1,0.11016591468715664,0.26053182613406595
183,APLNR,0.11052003584828818,0.26091446978105154
2959,MIR663AHG,0.11050784138925374,0.26091446978105154
3257,BRI3,0.11042104884505777,0.26091446978105154
1504,CUL1,0.11083163060176049,0.2614983979995161
1431,ATP5G2,0.11102928696843639,0.261812976802744
3718,DYNLT1,0.11136547077185777,0.2624470132105667
3200,AL353705.1,0.11155610143839811,0.2624470132105667
3932,EXT2,0.11143438021307084,0.2624470132105667
1697,MFSD2B,0.11151461616158409,0.2624470132105667
2004,AC009362.1,0.11181961480404412,0.2629149810817213
1690,MBD2,0.11222661481448837,0.26356741044141235
2372,C9orf16,0.11219111850014762,0.26356741044141235
3645,AL450405.1,0.11229143753565896,0.2635675609977693
2699,GAS7,0.11287804269031798,0.2647917197404001
1161,MIIP,0.11317197251094269,0.26532829960802806
1420,ARPP19,0.11354658632446757,0.2659766896891188
1043,LDLRAP1,0.11357923505643452,0.2659766896891188
1056,LIMS2,0.1140666301203076,0.26696445347306036
1677,LMF2,0.11415584257194378,0.26701970072862713
2163,AFDN,0.1145087191371954,0.2673484961926544
2380,CAPN5,0.11449110833034937,0.2673484961926544
832,GRHPR,0.11454103365293988,0.2673484961926544
1426,ATP13A1,0.11462484664771055,0.2673484961926544
1619,HIST2H2AA3,0.11460435505263677,0.2673484961926544
240,ATXN2,0.11471889105523314,0.26741459713333265
667,ERBB2,0.11532129545453407,0.2686649527761612
3565,MRPL57,0.11561298110694251,0.26919040795495197
3040,NAGLU,0.11599414582684253,0.26992348399957067
426,CHTOP,0.1164896094632335,0.2708248861169037
1653,ITGB6,0.11651458859722319,0.2708248861169037
3285,CENPB,0.11676041001491477,0.2712413634478899
3342,DCXR,0.11702668561202612,0.2717048547866208
898,HNRNPH1,0.11791218444681528,0.27344876962879666
2876,LAMTOR4,0.11791125002180125,0.27344876962879666
1665,KRT18P51,0.11800537345660711,0.2735090375674208
632,EIF3D,0.1190472241817756,0.2757667629025764
1456,CAPN2,0.11921574254982514,0.2760000410567624
2014,AC012498.2,0.11936279058153176,0.27608712110770595
1480,CGGBP1,0.11938902534387286,0.27608712110770595
462,COPS3,0.11946783080735646,0.2761124766530044
845,GTF2IP13,0.11975365299022722,0.27661598619195504
986,KCMF1,0.12046431540035774,0.27809969579095634
2124,AC126615.1,0.12060892663906309,0.2782756980844596
3624,AC093700.1,0.12074715674102676,0.2784367863659937
2714,GNB1,0.12083657950911775,0.27848520872146615
3879,ATOX1,0.12132134467909939,0.27912824920516366
2788,HSD3B7,0.12131802697215666,0.27912824920516366
3037,NACA2,0.12129029892025056,0.27912824920516366
2151,ADAM8,0.12192692823492257,0.2803630496701327
2466,COL15A1,0.12201025111711306,0.280396229275353
2930,MAX,0.12261458667332314,0.281626054040872
1542,EIF3I,0.12285547525114138,0.28202018289461106
2920,MAP2K3,0.12300961825916734,0.2822148513612239
2385,CBWD3,0.12310606670209212,0.282277009283107
1607,GSE1,0.12350141931897107,0.2830240859393087
792,GGT7,0.12362385527309083,0.28314523970820465
3322,CREG1,0.1237626117018027,0.28330361621278793
2901,LRRC47,0.12412308427444574,0.28396905733389216
2608,ELL2,0.12468744675489685,0.2847799709834064
3582,MYADM,0.12459226236525067,0.2847799709834064
1523,DNPH1,0.12467951401272881,0.2847799709834064
506,CUL9,0.12488967951322738,0.2850818820071988
38,AC074033.1,0.12515409781439768,0.28552532404966285
1447,BTN3A2,0.12553114064866833,0.28622506579276197
3681,CD276,0.1259784761717091,0.28692355792885055
3475,ICAM1,0.12595900189609965,0.28692355792885055
62,ACACB,0.12612086699371694,0.2870872084252952
743,FP671120.4,0.12655269856699658,0.28790915772368697
351,CASP9,0.12667817601938858,0.28803361809995054
3788,KRT18P66,0.1270085449942573,0.28862355004278456
2101,AC104619.1,0.1273449663872438,0.2892265698638852
3031,MYO9B,0.1276287882174244,0.2897095192665462
1592,GLB1,0.12792312637354386,0.2901899220891843
3524,LRP8,0.1279830246069007,0.2901899220891843
2717,GNS,0.1283301017264652,0.29081487417968455
4012,NBPF10,0.12845302744783194,0.29090999556521485
1100,MAL2,0.12851502998188113,0.29090999556521485
2970,MOB1A,0.12867310489519768,0.2911059126867451
3738,FTL,0.12898784772103145,0.29165585568033225
609,DYNLL2,0.12913740898554416,0.2918319014831564
2647,FAM20C,0.13026483698685998,0.2942163632278136
641,EIF5B,0.13093530755555682,0.29556666763789036
1668,LAMC3,0.1310174698277058,0.29558819412348253
2613,ENGASE,0.13129887870105106,0.2960090761605582
3745,GFPT1,0.13134948195232632,0.2960090761605582
3302,COL16A1,0.13161600912797256,0.29644557672985516
1679,LRP5,0.13171583955653443,0.29650634236454376
