"","combined_pvalue","adjusted_pvalue"
"AL133216.2",0.769555681999069,1
"AL133260.1",1.02584607475364e-13,1.62061992479447e-11
"AL133267.1",0.448493590789852,1
"AL135905.1",0.000279961440894816,0.0122749853455856
"AL136126.1",0.0112605027820196,0.322799521800691
"AL136380.1",0.0193384042351632,0.510663152977628
"AL136454.1",2.70894418008538e-14,4.71162998032257e-12
"AL136968.2",0.246113603709882,1
"AL137784.1",0.0146281417456005,0.402131159452585
"AL138721.1",5.55e-17,1.55645915461595e-14
"AL138785.1",0.0553209529651402,1
"AL138878.1",0.00112644792719607,0.0431234766793921
"AL139039.2",0.294345571030075,1
"AL139095.2",0.12606750852989,1
"AL139100.1",1.1686810852396e-08,1.0066562172426e-06
"AL139421.1",0.000280263521285073,0.0122749853455856
"AL157792.1",0.416108140145704,1
"AL157938.3",0.661032081361179,1
"AL158047.1",0.934044425153688,1
"AL158156.1",0.671351404905463,1
"AL158214.1",0.0609419020157591,1
"AL158823.1",0.0118974636678564,0.336789070096632
"AL160314.1",0.0288378309029211,0.719497093774126
"AL161757.1",1.68887126505979e-12,2.39602211093197e-10
"AL161781.1",0.000158350129852769,0.0072976532260221
"AL161787.1",1.11022302462516e-16,2.6080983497634e-14
"AL161909.1",5.55e-17,1.55645915461595e-14
"AL162293.1",0.580055240932355,1
"AL162430.1",0.000565599112911652,0.0235463393380164
"AL163973.1",1.16429843544097e-08,1.0052746851258e-06
"AL353662.2",1.20058185615335e-10,1.34469474851736e-08
"AL353678.1",0.000756591181013455,0.030412576942687
"AL353691.2",5.26245713672324e-14,8.6931848008826e-12
"AL353705.1",0.628025060156102,1
"AL353754.1",0.271443001345692,1
"AL354868.1",0.655699092665108,1
"AL355032.1",9.73372493717761e-11,1.11436237998683e-08
"AL355309.1",0.0915228586783219,1
"AL355312.3",8.84495343633773e-09,7.78553003445791e-07
"AL355472.2",0.00132855107624574,0.0500658366300086
"AL355802.2",0.0618746015791638,1
"AL356000.1",0.580431478906205,1
"AL356441.2",0.299599428011468,1
"AL356535.1",5.55e-17,1.55645915461595e-14
"AL357055.1",0.00339292813148717,0.114716354737009
"AL357055.2",8.42698319886148e-05,0.00412536277119189
"AL358176.3",8.95972185332994e-12,1.17017068467441e-09
"AL358178.1",2.58974811817581e-07,1.84792364377013e-05
"AL358472.1",1.68713140126231e-05,0.000936129148772963
"AL359265.2",0.519410777600098,1
"AL359704.1",5.55e-17,1.55645915461595e-14
"AL359715.1",2.32587349380253e-09,2.19123683772557e-07
"AL359837.1",0.0807501329786933,1
"AL365223.1",0.00109101827349489,0.0420340162474628
"AL365226.2",0.00207730525832239,0.0748515956760273
"AL365258.2",0.00377026124317048,0.125827803914798
"AL365277.1",0.866214041652847,1
"AL365357.1",8.8928864272475e-14,1.4110498413891e-11
"AL365436.1",3.26061016217016e-05,0.00172204996344319
"AL389915.2",0.215738840867013,1
"AL390039.1",0.116797994389272,1
"AL390119.1",0.148810679827018,1
"AL390719.2",0.772449145878874,1
"AL441963.1",0.341510004708663,1
"AL445363.3",0.207293441100737,1
"AL445433.1",1.33049771200433e-09,1.28356338441691e-07
"AL450405.1",0.00813537180933022,0.246288399384812
"AL450998.1",0.00484300448405239,0.15699475084623
"AL451007.1",8.55930653353987e-06,0.000496236203643077
"AL451074.3",0.031573619890463,0.775006365273807
"AL451074.5",0.0139467432269735,0.386631067795855
"AL451081.2",0.000663399642761076,0.0272726297464438
"AL512422.1",0.0732087697639429,1
"AL512430.3",5.56457811096145e-06,0.000336077839031182
"AL513043.1",1.87985949029468e-09,1.77566514800107e-07
"AL513302.1",0.0412105936317222,0.963102188066846
"AL513331.1",0.0360502934555882,0.865426137071432
"AL513365.1",0.000549149505713942,0.0229672472070711
"AL583805.1",0.579672466227587,1
"AL589826.1",8.49545486159009e-06,0.000493324910115644
"AL590004.2",0.857908774760984,1
"AL590286.1",0.000292415849678207,0.0127762978365434
"AL590383.1",0.13878217069794,1
"AL590556.1",0.00266326471693445,0.0929116204451754
"AL590682.1",0.0108231646965636,0.311744703166188
"AL590867.2",0.000705624701417884,0.0288120731673087
"AL591623.2",0.740032294453275,1
"AL591846.1",1.39010896811342e-05,0.000777282732456298
"AL591866.1",0.000101379007101499,0.00489666813309792
"AL592114.1",3.31744923809385e-05,0.00174441697182598
"AL592295.1",1.12727681575997e-05,0.0006392111645011
"AL596275.1",0.000605601628720587,0.0250102126126848
"AL596448.1",1.71351821620647e-12,2.4214929879915e-10
"AL603825.1",0.000747282654170234,0.0301053042263683
"AL627171.1",0.384140274671178,1
"AL645568.3",0.100760008696277,1
"AL645927.1",0.00212541953695911,0.0761303365882166
"AL645939.1",0.0397375073915939,0.935894513200344
"AL662890.1",0.107802465144583,1
"AL663070.1",0.0725206067879356,1
"AL669831.1",0.902344664178386,1
"AL669983.1",0.000448924340496926,0.0190843796985066
"AL731577.1",0.00794511130769271,0.241539120081737
"AL954705.1",5.55111512312578e-15,1.04053664731493e-12
"ALCAM",0.728552112251215,1
"ALDH16A1",0.373778809454406,1
"ALDH18A1",0.700275332233471,1
"ALDH1A1",8.36579420404604e-07,5.67824887079137e-05
"ALDH1A3",0.445986531877109,1
"ALDH1B1",0.0218214813392307,0.568350751698578
"ALDH2",0.76174706044046,1
"ALDH3A2",0.0546285063024461,1
"ALDH3B1",5.30614441274224e-11,6.35633207477822e-09
"ALDH7A1",0.374767842518058,1
"ALDOA",5.55e-17,1.55645915461595e-14
"ALDOB",0.00796326529726099,0.241887752023041
"ALG1",0.0154667551164001,0.420393129126376
"ALG12",0.173505193293884,1
"ALG2",0.00995661007903315,0.291189865182749
"ALG3",5.77315972805081e-15,1.07657997860337e-12
"ALKBH4",0.385585591929342,1
"ALKBH5",0.0800949372420054,1
"ALKBH7",0.8232663189139,1
"ALOX5",0.665081658598972,1
"ALOX5AP",0.00428668710270474,0.141533250289462
"ALS2CL",0.00342193428265936,0.115589038005295
"ALYREF",0.429455595564755,1
"AMBP",2.22044604925031e-16,4.72526053957133e-14
"AMDHD2",0.454182912858823,1
"AMFR",0.0585935562555291,1
"AMN",4.07318703654624e-07,2.85165395407371e-05
"AMOTL1",0.218135870399641,1
"AMPD2",0.0121584896636494,0.343640320676307
"AMY1A",0.000116015931284741,0.00552981127953958
"AMY1B",2.41990880667231e-08,1.98966875019261e-06
"AMY1C",1.06065156657564e-10,1.2066465433986e-08
"AMY2A",1.23082854486256e-06,8.17025314414089e-05
"ANAPC11",0.458345416953992,1
"ANAPC15",0.195332731545274,1
"ANAPC16",0.000504558777652209,0.0212497124414312
"ANAPC2",0.131625845068387,1
"ANAPC5",0.735214236341755,1
"ANAPC7",0.308225140034083,1
"ANG",0.447668941057816,1
"ANGPTL2",5.9172324474277e-05,0.00297731095252373
"ANGPTL4",0.00242958173949648,0.0860032918147051
"ANKH",0.438731621308926,1
"ANKLE2",0.865452723618417,1
"ANKMY1",0.318074899618316,1
"ANKRD1",0.0366638399914038,0.876745755190862
"ANKRD10",0.438624788959979,1
"ANKRD11",0.537353335862024,1
"ANKRD13A",0.699685946150611,1
"ANKRD13D",0.000776070277582974,0.0309793603087931
"ANKRD40",0.0178797807694469,0.478431706312437
"ANKRD45",0.120478106204524,1
"ANKRD52",0.352158887385695,1
"ANKRD54",0.09493547524026,1
"ANKRD65",0.258714428877675,1
"ANKRD9",0.530542572478962,1
"ANKS3",0.105191752941341,1
"ANKZF1",0.276857832798894,1
"ANO9",0.0439615263899655,1
"ANP32A",0.0150574395873974,0.411121043022089
"ANP32B",0.117514494254202,1
"ANPEP",3.48887585488455e-12,4.76292889009905e-10
"ANTXR1",4.44089209850063e-16,9.39525487400148e-14
"ANTXR2",0.327930359172154,1
"ANXA1",3.97808038629099e-05,0.00205593779387455
"ANXA11",2.10466643180141e-06,0.000133580441359107
"ANXA2",6.28386231937839e-14,1.01487627035168e-11
"ANXA4",2.06501482580279e-14,3.64421312832306e-12
"ANXA5",0.236181557788899,1
"ANXA6",0.0525798300060376,1
"AOC1",0.00547158038755269,0.174401966677085
"AOC3",0.296559026565213,1
"AP000281.1",1.87981430737061e-05,0.00103353101183321
"AP000343.1",0.0151756110936851,0.413411514566623
"AP000354.1",5.55e-17,1.55645915461595e-14
"AP000356.3",0.0540178557077211,1
"AP000892.3",0.000145133532871045,0.00674873888889904
"AP000936.3",6.76096303608986e-07,4.65004625317348e-05
"AP000942.1",5.55e-17,1.55645915461595e-14
"AP001024.1",0.152220933273791,1
"AP001086.1",2.22044604925031e-16,4.72526053957133e-14
"AP001324.1",5.55e-17,1.55645915461595e-14
"AP001330.4",6.31247054627693e-10,6.37897343363794e-08
"AP001496.2",1.41429534750159e-09,1.36077625734378e-07
"AP001992.1",0.0173327091214868,0.46586045251863
"AP002381.1",0.613365250656724,1
"AP002884.1",0.0146849061092449,0.403079043424364
"AP002982.1",0.541187976328966,1
"AP003352.1",0.317883023222207,1
"AP003385.3",1.4325161423745e-06,9.43977483869033e-05
"AP004217.1",0.000100078506972467,0.00484679522368864
"AP005202.1",5.10802511399788e-12,6.84421612371729e-10
"AP005431.1",5.39282025835419e-06,0.000326795501646513
"AP005902.2",0.00442049350716744,0.14485588339576
"AP1B1",0.0244943613607727,0.6289115677161
"AP1G2",0.0663499939694352,1
"AP1M1",0.232927285975737,1
"AP1M2",1.85761459825518e-05,0.00102288003315404
"AP1S1",0.00266692484404785,0.0929496757236956
"AP2A1",0.00276223948763077,0.096086515760851
"AP2A2",0.00167634182556942,0.0616313864914002
"AP2B1",1.49065870758136e-10,1.63417565681226e-08
"AP2M1",7.73624275751672e-10,7.66781595079653e-08
"AP2S1",6.57205290188756e-09,5.82740688741149e-07
"AP3D1",0.521069674373641,1
"AP3S2",0.788795015387066,1
"AP4M1",0.821233424271045,1
"AP5Z1",0.0828067578387875,1
"APBB1",0.314518416798222,1
"APBB3",0.582728768292068,1
"APCDD1",0.241720334718055,1
"APCS",2.22044604925031e-16,4.72526053957133e-14
"APEH",0.00216399071208606,0.0772823647374406
"APEX1",0.0133319200076523,0.372728737463667
"APH1A",0.145822221306095,1
"API5",0.838822472752567,1
"APLNR",0.183267537343503,1
"APLP2",0.238880516041678,1
"APMAP",0.0787923748007541,1
"APOBEC3C",0.287287429372653,1
"APOC1",0.00624536636289963,0.195607740546822
"APOD",2.90211862008505e-06,0.000180395886544581
"APOE",0.000133356940456797,0.00625742568418615
"APOL1",5.55e-17,1.55645915461595e-14
"APOL2",3.5527136788005e-15,6.83654716363512e-13
"APOL3",0.363595309581582,1
"APOL4",0.095071421790849,1
"APOL6",0.226906006453817,1
"APOPT1",0.0488232796089033,1
"APP",0.584508912237572,1
"APPL2",0.0262298106476748,0.665441811521894
"APRT",0.000563113630247969,0.0234799410897819
"APTX",0.626893596815791,1
"AQP1",1.58448103526609e-08,1.3361776670343e-06
"AQP12B",0.000101690856045389,0.00490518165391054
"AQP3",3.41948691584548e-14,5.80785544253416e-12
"AQP5",6.62814247931465e-11,7.78530397896123e-09
"AQP8",1.38879173605666e-07,1.02118981863256e-05
"ARAF",3.36954528780131e-05,0.00176923911061021
"ARAP1",0.40945413341861,1
"ARAP3",0.00294430741311524,0.101929834096632
"ARCN1",0.124317512763053,1
"AREL1",0.798306130107838,1
"ARF1",0.0115868910055779,0.330323715589744
"ARF3",0.58267965524143,1
"ARF4",0.000237037048397504,0.0105999096718283
"ARFGAP1",4.78883599441815e-12,6.44038958724124e-10
"ARFGAP2",0.915204520433034,1
"ARFIP2",0.410868904375086,1
"ARFRP1",3.20197777905484e-05,0.00169602428051704
"ARGLU1",0.0847918005069246,1
"ARHGAP1",0.00118224219238883,0.0450212246842808
"ARHGAP21",0.357088972736534,1
"ARHGAP23",0.0021395265256916,0.0765598325664306
"ARHGAP26",0.625694807282066,1
"ARHGAP27",0.0248391515754711,0.636409298326705
"ARHGAP27P1.BPTFP1.KPNA2P3",0.013496038903556,0.376154346398696
"ARHGAP32",0.00245730073045047,0.0867299108001723
"ARHGAP35",0.581921790214594,1
"ARHGAP4",0.31723349446933,1
"ARHGAP45",0.0251885839451227,0.64308496791758
"ARHGAP9",0.545231885165423,1
"ARHGDIA",5.55e-17,1.55645915461595e-14
"ARHGDIB",0.154189374159043,1
"ARHGEF1",0.212833053898016,1
"ARHGEF10L",0.421301442844642,1
"ARHGEF11",0.40865306138383,1
"ARHGEF12",0.221121467834358,1
"ARHGEF16",0.00607803173870902,0.191039026038781
"ARHGEF2",0.421984933889873,1
"ARHGEF40",0.22104872792934,1
"ARHGEF5",0.625518816966976,1
"ARHGEF7",0.416600546343188,1
"ARID1A",0.000716254224113033,0.029081978401785
"ARID1B",0.365202081914975,1
"ARID5A",0.00212050965310495,0.0760297465872811
"ARIH1",0.50644506615579,1
"ARIH2",0.114519422445715,1
"ARL14",1.11022302462516e-16,2.6080983497634e-14
"ARL16",0.892846014102024,1
"ARL2",0.639986280918955,1
"ARL4C",0.501830906081188,1
"ARL6IP1",0.257226124815283,1
"ARL6IP5",0.141472728925607,1
"ARL8A",0.649942987928835,1
"ARL8B",0.240359660026325,1
"ARMC10",0.38566014344974,1
"ARMC6",0.0476601993697225,1
"ARMC7",0.115242877417397,1
"ARMCX3",0.408321303447611,1
"ARMCX6",0.424812224127389,1
"ARMCX7P",0.264183387184185,1
"ARNT",0.405024765659802,1
"ARPC1A",0.225862834594052,1
"ARPC1B",0.261589333874317,1
"ARPC2",3.85971454343048e-05,0.00200163809532069
"ARPC3",0.0704775935328912,1
"ARPC4",0.0344593888399511,0.833317366152533
"ARPC5",0.281703312108875,1
"ARPC5L",0.607793007595871,1
"ARPP19",0.426154468865127,1
"ARRB1",0.703183392853342,1
"ARRB2",0.200097918307451,1
"ARRDC1",1.15894833085939e-06,7.7072532581079e-05
"ARRDC2",0.000119987629744522,0.00571159411417557
"ARRDC3",0.0438786108561902,1
"ARSA",0.255765065699813,1
"ARSD",0.521319566372857,1
"ASAH1",0.0336122929969345,0.815011567689526
"ASB1",0.00104772828934174,0.0404955476797938
"ASB13",0.0771351107383625,1
"ASB6",0.282880591880771,1
"ASCC2",0.447218560449647,1
"ASH2L",0.885347979043754,1
"ASL",0.463717236796661,1
"ASMTL",0.472632814400692,1
"ASNA1",0.454550977008588,1
"ASPHD1",0.738957364862644,1
"ASPSCR1",0.0306125733304718,0.755341496540312
"ASRGL1",0.205791371059476,1
"ASS1",0.000431098001994368,0.0183697300893602
"ASXL1",0.134980463459363,1
"ATAD3A",0.183097448001158,1
"ATAD3B",0.144815590613246,1
"ATAD3C",0.815877889542423,1
"ATF4",0.000883529691899643,0.034667672348763
"ATF4P3",0.353800741010266,1
"ATF4P4",0.548517685805903,1
"ATF5",0.000279013210966239,0.0122498849764428
"ATF6",0.810327075734778,1
"ATF7IP",0.596691372019435,1
"ATG10",0.747328095238471,1
"ATG101",0.00144889643502788,0.0540380992904715
"ATG12",0.847275554745239,1
"ATG13",1.68573937031624e-08,1.41169585128485e-06
"ATG14",0.361502539989925,1
"ATG2A",0.116418066013406,1
"ATG4B",0.320299036409248,1
"ATG4D",0.0428380032439064,0.992162127390795
"ATG7",0.611483915463567,1
"ATG9A",0.0803199030702674,1
"ATL2",0.333280924444009,1
"ATL3",0.867289700840885,1
"ATN1",0.109019755303738,1
"ATOX1",9.1850120819581e-05,0.00447224279967654
"ATP10B",0.128133688578999,1
"ATP11A",0.262212158011331,1
"ATP13A1",0.0674593312037355,1
"ATP13A2",0.481072798314734,1
"ATP1A1",3.32622818177697e-12,4.5754176768336e-10
"ATP1B1",2.22647025260869e-08,1.84318919299368e-06
"ATP1B3",0.00408677569377225,0.135391880002798
"ATP2A2",0.431379460707984,1
"ATP2A3",0.000193400558739842,0.00884536373172114
"ATP2C1",0.204791994287615,1
"ATP5A1",4.1911342224088e-05,0.00215987646749652
"ATP5A1P2",0.00708104276493016,0.218576798697174
"ATP5B",0.11618697076675,1
"ATP5C1",0.0811346706760898,1
"ATP5D",0.0272812078737212,0.685862812761667
"ATP5E",0.295358880874347,1
"ATP5EP2",0.501395869701969,1
"ATP5F1",0.0365914094936601,0.876090820229474
"ATP5G1",0.0881077094140192,1
"ATP5G2",0.0250806280710076,0.641233825261931
"ATP5G2P1",0.472461556834067,1
"ATP5G3",0.648446434634522,1
"ATP5H",0.729512017728531,1
"ATP5I",0.297133945718012,1
"ATP5J",0.000350718725060872,0.0151770418489576
"ATP5J2",0.918540054037393,1
"ATP5L",0.513455759140075,1
"ATP5L2",0.192550971491644,1
"ATP5LP3",0.45122617234739,1
"ATP5O",0.50953804215884,1
"ATP6AP1",0.119847645994112,1
"ATP6AP2",0.0268271625244756,0.67632788633746
"ATP6V0A1",0.00104701708656141,0.0404955476797938
"ATP6V0B",7.76683232956987e-05,0.0038228833470434
"ATP6V0D1",0.0436332690720651,1
"ATP6V0E1",0.564846064408075,1
"ATP6V0E2",0.0491529257684216,1
"ATP6V1B2",0.0995558877127445,1
"ATP6V1C1",0.378253284666718,1
"ATP6V1D",0.621186487300847,1
"ATP6V1E1",0.450457361703285,1
"ATP6V1F",0.147271106215289,1
"ATP6V1G1",0.453894126913464,1
"ATPAF1",0.191547527923676,1
"ATPAF2",0.585553565033381,1
"ATPIF1",0.398494979778172,1
"ATRAID",0.137797216271286,1
"ATRX",0.0373145640182893,0.888299152888673
"ATXN10",0.338437699835756,1
"ATXN2",0.772460330636226,1
"ATXN2L",0.449917849922903,1
"ATXN3",0.589550219785227,1
"ATXN7L3",0.645106254046625,1
"ATXN7L3B",0.318447720501795,1
"AUP1",0.000144894685393693,0.00674630377408404
"AURKAIP1",0.0553877686661466,1
"AVL9",0.515714169028972,1
"AVPI1",0.00457116870913388,0.1492526136886
"AXIN1",0.566940155247318,1
"AXL",0.413568344916424,1
"AZGP1",6.21299814392851e-05,0.00310025682807356
"B2M",1.40609567021999e-05,0.000785008429777522
"B3GALT6",0.5960279765027,1
"B3GAT3",0.00243685913540737,0.0861765784375659
"B3GNT3",5.55111512312578e-16,1.16757891239408e-13
"B3GNT7",0.0616786918263008,1
"B4GALNT3",0.00165128554828153,0.0607719424078723
"B4GALT1",0.289309989735089,1
"B4GALT2",1.49303325436279e-06,9.80284955183767e-05
"B4GALT3",0.00115275642066215,0.0440839873214231
"B4GALT5",0.76659537280845,1
"B4GALT7",0.0171372512794612,0.460949486776436
"B4GAT1",0.600121364389522,1
"BABAM1",0.126462308844824,1
"BABAM2",0.547768001660791,1
"BACE1",0.924110377676459,1
"BACE2",0.0240820945399618,0.62008665957071
"BACH2",0.109173489379208,1
"BAD",0.74477705070663,1
"BAG1",0.15692288383711,1
"BAG6",0.0748065190616144,1
"BAIAP2",1.20200760456157e-09,1.17210835319629e-07
"BAIAP2.AS1",0.0497378574649006,1
"BAIAP2L1",4.16106647116443e-06,0.000255145020692994
"BAIAP2L2",1.11022302462516e-16,2.6080983497634e-14
"BAK1",0.363737847534083,1
"BANF1",0.94964430848319,1
"BANP",0.203090475618132,1
"BAP1",0.00323895485566972,0.110024585849147
"BAX",0.586813540997919,1
"BAZ2A",0.0793256721717579,1
"BAZ2B",0.752255824951482,1
"BCAM",0.185736769545885,1
"BCAP29",0.541991167414958,1
"BCAP31",1.30911567142178e-08,1.11650136331639e-06
"BCAR1",0.000715244848499275,0.0290736251844881
"BCAT2",0.0153697892772837,0.418071658882867
"BCKDK",0.398535362183806,1
"BCL2L1",7.45006056845909e-10,7.42484913843383e-08
"BCL2L12",0.612881669385993,1
"BCL2L13",0.405055311567354,1
"BCL2L15",0.335485650199475,1
"BCL3",0.0106584408740914,0.308227104160449
"BCL6",0.156576832444234,1
"BCL6B",0.470781260224149,1
"BCL7C",0.133413197183886,1
"BCL9L",0.00704417827477988,0.217810560308941
"BCR",1.31163722105754e-08,1.11650136331639e-06
"BCRP2",0.00730258542161133,0.224379592702308
"BCS1L",0.838312929724603,1
"BCYRN1",0.0188108084782734,0.498550625741868
"BDKRB2",0.738266542107433,1
"BECN1",0.469503132667615,1
"BEST1",0.114942377149551,1
"BET1L",0.000172523176656281,0.0079005042358358
"BEX3",0.00525365006250189,0.16849479806497
"BFAR",0.570966653632533,1
"BGN",5.55e-17,1.55645915461595e-14
"BHLHE40",0.000563355155075884,0.0234799410897819
"BICC1",0.540953802813046,1
"BICD2",0.790807837177944,1
"BICDL2",0.590267220112356,1
"BID",0.134066017846404,1
"BIK",9.08768615914823e-11,1.0437036973271e-08
"BIN1",0.113469152771012,1
"BIN3",0.501555150993692,1
"BIRC2",0.10896160641385,1
"BIRC3",0.796518220672575,1
"BIRC5",0.000917697634532644,0.0358915599887934
"BLCAP",0.0682933508210239,1
"BLMH",0.178768988771011,1
"BLOC1S1",0.158069710945594,1
"BLOC1S2",0.255842274173808,1
"BLOC1S6",0.864442362220137,1
"BLVRB",0.000100667135901733,0.00486878469826455
"BMF",0.411021608351982,1
"BMP1",1.70897337170572e-07,1.24148194641929e-05
"BMP2",0.826499296093192,1
"BMPR2",0.550422179892225,1
"BMS1",0.484004650242782,1
"BMS1P8",0.662912516047076,1
"BNIP3",0.141681235066938,1
"BOC",0.0335569359683418,0.814215022791827
"BOD1",0.686194490024974,1
"BOK",0.0120574474891244,0.341050970820615
"BOLA2B",1.93038599605178e-05,0.00105651861705344
"BOP1",0.0011702087647103,0.0446099349071526
"BPNT1",0.263766860030615,1
"BRAT1",0.671438041432722,1
"BRD2",0.0809489872014548,1
"BRD3",0.796218503441434,1
"BRD4",0.0755549453319959,1
"BRD8",0.288687123812517,1
"BRD9",1.81769005780374e-06,0.000117008650784929
"BRF1",0.0970137272945952,1
"BRI3",0.339143433848197,1
"BRK1",0.500479239846479,1
"BRMS1",0.0117804977210701,0.334262694871163
"BRSK1",0.0298512824602002,0.739681221797417
"BSDC1",0.810097852300812,1
"BSG",5.55e-17,1.55645915461595e-14
"BSPRY",0.0247177009205806,0.633746413619845
"BST2",3.58332363781244e-10,3.71075830734322e-08
"BTBD1",0.868352500934546,1
"BTBD2",0.0792164512896829,1
"BTBD6",0.779315650300343,1
"BTF3",0.483690894226395,1
"BTG1",0.0847302694184343,1
"BTG2",0.393075578703259,1
"BTN3A1",0.550433801400492,1
"BTN3A2",0.107563097083011,1
"BUD23",0.105789703935164,1
"BUD31",0.0344140373942374,0.832777319942487
"BX248409.1",0.418721063803986,1
"BX679664.1",0.914921619902823,1
"BX679664.3",7.38883342288332e-08,5.65131077296269e-06
"BYSL",0.500417565816601,1
"BZW1",0.594422773004922,1
"C10orf10",0.000256045233065993,0.0113656307219749
"C10orf76",0.130672149798458,1
"C11orf24",0.0199913029723151,0.52560213722907
"C11orf58",0.742122389449519,1
"C11orf68",0.154240437220658,1
"C11orf95",0.173977475181448,1
"C11orf96",3.41746071441662e-08,2.75968791775154e-06
"C12orf10",0.220667525588862,1
"C12orf43",0.458297627210887,1
"C12orf54",0.00030334356750028,0.0132218173383758
"C12orf57",0.612032332241588,1
"C12orf75",0.717547651034737,1
"C14orf166",0.598658071628433,1
"C14orf2",0.0684288782887864,1
"C14orf79",0.608805261610314,1
"C15orf39",0.167252415419049,1
"C15orf40",0.535831459460188,1
"C15orf48",0.186417848611899,1
"C16orf45",0.840944258170563,1
"C16orf58",0.613383832124196,1
"C16orf62",0.0901386077462849,1
"C16orf89",0.00189063870090611,0.068880097061131
"C17orf62",0.0365682207928328,0.876090820229474
"C19orf12",0.593877410753581,1
"C19orf24",0.24909554258846,1
"C19orf25",0.360756640439352,1
"C19orf33",5.55e-17,1.55645915461595e-14
"C19orf48",0.00169052439341111,0.0620897150411474
"C19orf53",0.0232579634303142,0.600576041919837
"C19orf60",0.130589682145345,1
"C19orf66",0.499075852996133,1
"C19orf70",0.62005732425411,1
"C1QA",0.00424452357329008,0.140360880292067
"C1QB",0.0015101619824629,0.0559768132642702
"C1QC",0.130660460142964,1
"C1QTNF1",0.353897155708777,1
"C1QTNF6",0.0299534215340576,0.741704096722513
"C1R",0.101382894451282,1
"C1RL",0.304609668450167,1
"C1S",2.55678806571069e-07,1.82882602476897e-05
"C1orf116",0.0529654881128283,1
"C1orf122",0.975840554636165,1
"C1orf123",0.488977370816762,1
"C1orf159",0.173273533825346,1
"C1orf186",0.00529984623050606,0.169825844393127
"C1orf198",0.139643300325679,1
"C1orf43",0.160380735800825,1
"C1orf54",0.63983036952281,1
"C1orf56",0.42549537598267,1
"C20orf27",0.159970005624642,1
"C21orf33",0.752231430720552,1
"C22orf39",0.414422586956723,1
"C2CD2",0.396515366863603,1
"C2CD4B",2.3949665517442e-07,1.72252654260206e-05
"C2orf68",0.404470182800537,1
"C2orf72",0.146032386040316,1
"C3",5.55e-17,1.55645915461595e-14
"C4A",5.55e-17,1.55645915461595e-14
"C4B",6.66133814775094e-16,1.37707592867507e-13
"C4orf3",0.448549839102092,1
"C4orf48",0.162206753119691,1
"C5orf15",0.503476560094802,1
"C5orf63",0.344406997196703,1
"C6",0.00560768936264222,0.178269128448801
"C6orf106",0.160436629328935,1
"C6orf132",0.0437852022003331,1
"C6orf136",0.540239370754784,1
"C6orf141",0.0752250786359466,1
"C6orf47",0.342707899425856,1
"C6orf48",0.0398403645531795,0.936524491395756
"C6orf62",0.00590973153025431,0.186559594777716
"C6orf89",0.562742653387837,1
"C7",5.55e-17,1.55645915461595e-14
"C7orf26",0.621248929776734,1
"C7orf50",0.242727361452681,1
"C7orf73",0.339464316128339,1
"C8orf33",0.835665989925036,1
"C8orf4",0.247732095262592,1
"C8orf59",0.149783116978647,1
"C8orf82",0.0278383777677856,0.696964298450227
"C9orf16",0.763378855043551,1
"C9orf3",0.570824152186791,1
"C9orf78",0.677247513254166,1
"CA9",0.105799719329521,1
"CAB39",0.338012365467447,1
"CABIN1",0.0448427012841984,1
"CACFD1",0.00754646375569978,0.230972603326504
"CACNA1A",0.731634032710397,1
"CACNA1H",0.490121022348301,1
"CACNB3",0.116560870960299,1
"CACUL1",0.331690138396713,1
"CAD",0.0184792388202659,0.491202318875989
"CADM1",0.0602288877111917,1
"CALCOCO1",0.488797997048503,1
"CALCOCO2",0.656470225848858,1
"CALD1",0.191555917189469,1
"CALHM2",0.566772284857232,1
"CALM1",0.545729349854327,1
"CALM2",0.000726939127428938,0.0293839018986067
"CALM3",0.612408160982394,1
"CALR",9.60387325221745e-12,1.24530769554773e-09
"CALU",0.482149713694786,1
"CAMK2G",0.803319707539873,1
"CAMK2N1",0.00371162309377249,0.12421459556457
"CAMSAP3",0.513757113061459,1
"CAMTA2",0.660504402551444,1
"CAND1",0.896678345664395,1
"CANT1",0.567220586024541,1
"CANX",0.820003462471762,1
"CAP1",0.568363370930978,1
"CAPG",0.00485866677040492,0.157361467290802
"CAPN1",0.384541077157176,1
"CAPN12",0.227094726089454,1
"CAPN15",0.640438616140643,1
"CAPN2",0.0213951286360938,0.558049722201473
"CAPN5",4.50917909455839e-07,3.14314620117394e-05
"CAPN8",1.11022302462516e-16,2.6080983497634e-14
"CAPNS1",3.63996529584298e-08,2.9198137976816e-06
"CAPRIN1",0.0397334295532897,0.935894513200344
"CAPS",0.021127590356015,0.551867285103949
"CAPZA1",0.675080849693025,1
"CAPZA2",0.0496199126647936,1
"CAPZB",6.58096142491793e-05,0.00327684861041077
"CARD10",0.0210050929084997,0.549461012484689
"CARD11",0.00133059453786877,0.0500906657651414
"CARD19",0.244809989320046,1
"CARHSP1",0.062940543962542,1
"CARM1",0.000631262301215241,0.0260105654563116
"CARMN",0.4606933290193,1
"CARS",0.11930421405663,1
"CARS2",0.579672153819036,1
"CASC3",0.405970481379481,1
"CASC4",0.23331868800801,1
"CASKIN2",0.370952398716224,1
"CASP2",0.90851188682466,1
"CASP4",0.324762574044009,1
"CASP9",0.159488125146478,1
"CAST",0.350542991301889,1
"CAV2",0.449910712921442,1
"CAVIN1",5.55e-17,1.55645915461595e-14
